Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
10,"Boak, Travis",9,4,16,25,,,,4.0,,5.0,1.0,2.0,2.0,1.0,,10.0,15.0,,1.0,1.0,1.0,1.0,83.0
5,"Broadbent, Matthew",10,6,4,14,2,1.0,,,4.0,2.0,1.0,3.0,,2.0,,4.0,10.0,1.0,1.0,,,,70.0
32,"Butcher, John",8,4,3,11,4,,,2.0,,1.0,,1.0,1.0,,,4.0,6.0,,2.0,3.0,,,91.0
27,"Carlile, Alipate",7,5,5,12,,,,3.0,3.0,1.0,,,1.0,,,5.0,8.0,,,4.0,,,97.0
1,"Cassisi, Domenic",4,5,8,12,,,,7.0,3.0,,2.0,1.0,1.0,,,6.0,6.0,,,1.0,,,84.0
30,"Chaplin, Troy",13,11,9,22,,,,2.0,10.0,,,2.0,1.0,,,6.0,16.0,2.0,,6.0,2.0,,100.0
18,"Cornes, Kane",12,10,15,27,,,,1.0,2.0,2.0,4.0,2.0,1.0,1.0,,7.0,20.0,1.0,1.0,,,1.0,86.0
7,"Ebert, Brad",14,7,1,15,2,,2.0,4.0,,7.0,1.0,4.0,,1.0,,3.0,13.0,,1.0,2.0,1.0,,85.0
8,"Hartlett, Hamish",9,1,6,15,,,,1.0,4.0,1.0,1.0,2.0,2.0,1.0,,8.0,7.0,,,2.0,,,84.0
16,"Jacobs, Ben",8,5,7,15,1,,,1.0,,3.0,,2.0,1.0,,,6.0,9.0,,1.0,5.0,,,93.0
35,"McCarthy, John",10,7,6,16,,,,1.0,3.0,2.0,1.0,3.0,,2.0,,3.0,13.0,,,,4.0,,85.0
6,"Pearce, Danyle",12,2,7,19,,1.0,,1.0,2.0,3.0,1.0,2.0,,,,2.0,14.0,,,1.0,6.0,1.0,91.0
31,"Pfeiffer, Darren",8,3,7,15,,,,2.0,2.0,3.0,1.0,4.0,1.0,2.0,,5.0,11.0,,,1.0,,,79.0
4,"Renouf, Brent",4,,8,12,,,16.0,3.0,,1.0,5.0,4.0,1.0,2.0,,8.0,3.0,,,4.0,,,77.0
15,"Rodan, David",10,3,8,18,,,,5.0,,5.0,8.0,2.0,2.0,,,11.0,7.0,,,,1.0,2.0,77.0
28 ↓,"Schulz, Jay",5,6,1,6,1,1.0,,,,2.0,,,,,,4.0,3.0,3.0,2.0,,,,47.0
14,"Stewart, Paul",6,2,5,11,,,,5.0,,1.0,,2.0,1.0,1.0,,5.0,5.0,,,3.0,,,75.0
9,"Surjan, Jacob",6,1,4,10,,,,2.0,4.0,,,4.0,1.0,,,4.0,5.0,,,2.0,1.0,,97.0
12,"Trengove, Jackson",8,4,5,13,,,4.0,4.0,,3.0,1.0,5.0,1.0,2.0,,5.0,9.0,,,5.0,,1.0,83.0
39,"Westhoff, Justin",13,9,3,16,4,1.0,,3.0,2.0,1.0,,3.0,1.0,1.0,1.0,7.0,9.0,3.0,6.0,,,1.0,95.0
20,"Wingard, Chad",8,1,6,14,,2.0,,2.0,,2.0,,3.0,2.0,1.0,,6.0,7.0,,,1.0,,,81.0
40 ↑,"Young, Aaron",2,1,2,4,,,,1.0,,2.0,,,,,,,3.0,,,2.0,,1.0,40.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,186,97,136,322,14,7.0,22.0,54.0,39.0,47.0,27.0,51.0,20.0,17.0,1.0,119.0,199.0,10.0,15.0,43.0,16.0,8.0,
Opposition,Opposition,221,95,138,359,16,14.0,45.0,65.0,32.0,61.0,37.0,49.0,17.0,20.0,5.0,138.0,217.0,12.0,12.0,24.0,1.0,9.0,
