Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
32,"Bell, Peter",13,4,15,28,,2.0,,1.0,4.0,4.0,5.0,1.0,2.0,1.0,,11.0,16.0,,,2.0,2.0,,
30,"Brown, Leigh",5,7,10,15,,,,1.0,2.0,1.0,2.0,1.0,,,,6.0,9.0,3.0,,4.0,,,
9,"Carr, Matthew",12,3,1,13,1,1.0,,3.0,,5.0,,3.0,1.0,2.0,,3.0,10.0,1.0,,1.0,,,
10,"Cook, Troy",9,6,9,18,,,,1.0,2.0,2.0,3.0,3.0,1.0,1.0,,5.0,14.0,1.0,,1.0,,,
24,"Croad, Trent",11,4,1,12,3,1.0,,,,5.0,,2.0,1.0,,,4.0,10.0,,1.0,1.0,,,
38,"Cunningham, Ben",8,5,6,14,1,,,,1.0,4.0,2.0,1.0,,,,6.0,9.0,,2.0,2.0,,,
7,"Farmer, Jeff",7,3,4,11,1,,,1.0,,2.0,3.0,1.0,,1.0,,1.0,9.0,,1.0,1.0,,,
14,"Grover, Antoni",1,,1,2,,,,,1.0,1.0,,2.0,,1.0,,,2.0,,,1.0,,,
39,"Haines, Daniel",6,4,3,9,1,1.0,,5.0,2.0,,1.0,2.0,,,,2.0,6.0,,1.0,,,,
4,"Hasleby, Paul",9,6,13,22,,,,4.0,1.0,1.0,3.0,3.0,1.0,1.0,,8.0,14.0,,,2.0,2.0,,
5,"Jones, Anthony",9,5,8,17,,,2.0,4.0,4.0,2.0,,2.0,1.0,,,3.0,15.0,1.0,,7.0,,,
28,"Koops, Steven",7,3,2,9,,,,5.0,3.0,1.0,1.0,1.0,2.0,,,3.0,6.0,,,2.0,,,
20,"Longmuir, Justin",6,3,5,11,3,,,2.0,,2.0,,3.0,1.0,1.0,,9.0,3.0,2.0,2.0,2.0,,,
8,"McManus, Shaun",8,4,5,13,,1.0,,1.0,,4.0,,1.0,2.0,1.0,,4.0,9.0,,1.0,1.0,1.0,,
34,"Medhurst, Paul",6,2,,6,1,,,,,3.0,,3.0,,1.0,,2.0,4.0,2.0,1.0,1.0,,,
25,"Norrish, Jason",6,3,10,16,,,,5.0,2.0,2.0,2.0,2.0,,1.0,,3.0,13.0,,,2.0,1.0,,
23,"Parker, Shane",7,5,7,14,,,,2.0,2.0,1.0,1.0,2.0,,,,9.0,5.0,2.0,,3.0,1.0,,
29,"Pavlich, Matthew",15,5,6,21,,,3.0,3.0,8.0,2.0,2.0,4.0,1.0,2.0,,9.0,13.0,2.0,,1.0,4.0,,
35,"Siegert, Andrew",9,9,7,16,,,,1.0,3.0,3.0,,3.0,,1.0,,1.0,15.0,,,,2.0,,
2,"Simmonds, Troy",9,2,6,15,1,1.0,16.0,2.0,,1.0,4.0,4.0,1.0,2.0,,5.0,8.0,,1.0,1.0,,,
1,"Toia, Luke",3,1,2,5,,,,1.0,,,,2.0,1.0,,,2.0,2.0,,,2.0,,,
19,"Walker, James",6,3,10,16,,,,1.0,,1.0,4.0,2.0,,1.0,,4.0,11.0,,,3.0,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,172,87,131,303,12,8.0,21.0,43.0,35.0,47.0,33.0,48.0,15.0,17.0,,100.0,203.0,14.0,10.0,40.0,13.0,,
Opposition,Opposition,200,86,152,352,22,13.0,19.0,32.0,32.0,62.0,37.0,35.0,17.0,15.0,6.0,138.0,218.0,16.0,16.0,51.0,33.0,,
