Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Sydney Games (W-D-L W%),Sydney Goals (Ave.)
20,"Ablett, Luke",22y 131d,30 (16-0-14 53.33%),3 (0.10),←,
27,"Ball, Jason",32y 132d,174 (104-0-70 59.77%),157 (0.90),71 (41-0-30 57.75%),43 (0.61)
21,"Barry, Leo",27y 318d,147 (82-0-65 55.78%),50 (0.34),←,
42,"Bevan, Paul",20y 187d,26 (15-0-11 57.69%),9 (0.35),←,
6,"Bolton, Craig",24y 306d,79 (47-0-32 59.49%),17 (0.22),50 (30-0-20 60.00%),7 (0.14)
24,"Bolton, Jude",25y 18d,117 (60-1-56 51.71%),67 (0.57),←,
32,"Buchanan, Amon",22y 174d,24 (12-0-12 50.00%),8 (0.33),←,
28,"Crouch, Jared",27y 28d,158 (82-1-75 52.22%),35 (0.22),←,
2,"Davis, Nick",25y 3d,109 (51-0-58 46.79%),143 (1.31),38 (21-0-17 55.26%),58 (1.53)
37,"Goodes, Adam",25y 84d,137 (70-1-66 51.46%),143 (1.04),←,
1,"Hall, Barry",28y 53d,155 (70-2-83 45.81%),341 (2.20),67 (36-1-30 54.48%),197 (2.94)
16,"Jolly, Darren",23y 147d,50 (21-0-29 42.00%),15 (0.30),2 (1-0-1 50.00%),4 (2.00)
17,"Kennelly, Tadhg",23y 275d,77 (44-0-33 57.14%),25 (0.32),←,
31,"Kirk, Brett",28y 159d,99 (52-1-46 53.03%),46 (0.46),←,
4,"Mathews, Ben",26y 124d,136 (71-1-64 52.57%),25 (0.18),←,
11,"Maxfield, Stuart",32y 358d,286 (144-3-139 50.87%),151 (0.53),197 (109-2-86 55.84%),86 (0.44)
3,"McVeigh, Jarrad",19y 360d,22 (13-0-9 59.09%),7 (0.32),←,
23,"Nicks, Matthew",29y 324d,168 (93-1-74 55.65%),124 (0.74),←,
5,"OKeefe, Ryan",24y 68d,69 (38-0-31 55.07%),70 (1.01),←,
30,"Roberts-Thomson, Lewis",21y 206d,25 (15-0-10 60.00%),5 (0.20),←,
13,"Schneider, Adam",20y 325d,38 (23-0-15 60.53%),40 (1.05),←,
10,"Williams, Paul",31y 364d,277 (128-3-146 46.75%),299 (1.08),88 (47-1-40 53.98%),76 (0.86)
Totals,Totals,25y 238d,2403 (1251-14-1138 52.06%),1780 (0.74),,
C,"Roos, Paul",41y 279d,60 (36-0-24 60.00%),,←,
