Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
7,"Baker, Liam",7,1,5,12,1,1.0,,3.0,,2.0,2.0,3.0,,1.0,,6.0,4.0,,1.0,2.0,,,84.0
21,"Balta, Noah",8,3,3,11,,,,,2.0,1.0,,1.0,1.0,,,3.0,7.0,1.0,,3.0,,,80.0
41,"Banks, Sam",8,3,8,16,,1.0,,1.0,,3.0,2.0,,,,,6.0,10.0,,,,,1.0,77.0
29,"Bolton, Shai",9,1,9,18,2,1.0,,2.0,,4.0,4.0,2.0,,,,7.0,10.0,,,,5.0,1.0,90.0
35,"Broad, Nathan",8,4,7,15,,,,2.0,,1.0,,1.0,1.0,1.0,,3.0,10.0,,,3.0,,,92.0
30,"Brown, Tom",9,4,5,14,,,,,1.0,3.0,1.0,1.0,,,,6.0,8.0,,,,,,82.0
34,"Graham, Jack",10,2,11,21,,,,7.0,,3.0,5.0,1.0,1.0,,,10.0,10.0,,,1.0,1.0,1.0,74.0
48,"Green, Steely",9,4,2,11,3,,,2.0,,3.0,,2.0,1.0,,,2.0,9.0,,3.0,2.0,,,74.0
22,"Hopper, Jacob",13,3,15,28,,1.0,,2.0,1.0,4.0,5.0,4.0,1.0,1.0,,14.0,14.0,1.0,1.0,,,1.0,74.0
20,"Koschitzke, Jacob",6,3,3,9,2,2.0,,1.0,,,,3.0,1.0,,,5.0,3.0,1.0,3.0,1.0,,,93.0
31,"Mansell, Rhyan",9,6,1,10,2,,,4.0,,4.0,,,1.0,,,3.0,7.0,1.0,2.0,1.0,,,78.0
33,"McIntosh, Kamdyn",5,2,3,8,,,,,1.0,2.0,,2.0,,1.0,,5.0,5.0,,,2.0,,1.0,78.0
46,"Miller, Ben",7,5,1,8,,,,2.0,4.0,1.0,,1.0,,,,1.0,7.0,1.0,,4.0,,1.0,97.0
25,"Nankervis, Toby",12,4,10,22,,1.0,36.0,4.0,,3.0,5.0,7.0,2.0,2.0,,14.0,7.0,1.0,1.0,,,1.0,83.0
3,"Prestia, Dion",17,3,10,27,,,,4.0,1.0,3.0,4.0,6.0,2.0,2.0,,6.0,20.0,,,2.0,,,78.0
13,"Ralphsmith, Hugo",11,4,5,16,,,,,,7.0,,2.0,,2.0,,2.0,13.0,,,3.0,,,92.0
17,"Rioli, Daniel",12,2,14,26,1,,,3.0,1.0,2.0,2.0,2.0,2.0,1.0,,5.0,22.0,,1.0,,1.0,1.0,85.0
32,"Ryan, Samson",4,1,2,6,1,,5.0,,,2.0,1.0,,1.0,,,2.0,3.0,1.0,,2.0,,1.0,78.0
15,"Short, Jayden",16,4,7,23,,,,1.0,2.0,2.0,2.0,1.0,1.0,,,6.0,14.0,,,1.0,,,75.0
40 ↓,"Sonsie, Tyler",3,2,,3,,1.0,,1.0,1.0,,,,,,,1.0,2.0,,2.0,,,,57.0
14,"Taranto, Tim",9,2,18,27,,,,5.0,2.0,,6.0,5.0,,1.0,,15.0,10.0,,,2.0,,,71.0
36 ↑,"Trezise, James",3,3,2,5,,,,,1.0,1.0,,,,,,1.0,4.0,,,2.0,,,25.0
1,"Vlastuin, Nick",11,6,6,17,,,,5.0,2.0,2.0,,2.0,,1.0,,3.0,12.0,,,1.0,,,85.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,4.0,,,,,,,,,,,,,,,,,
Totals,Totals,206,72,147,353,12,12.0,41.0,49.0,19.0,53.0,39.0,46.0,15.0,13.0,,126.0,211.0,7.0,14.0,32.0,7.0,9.0,
Opposition,Opposition,199,84,181,380,17,6.0,36.0,89.0,40.0,36.0,31.0,53.0,13.0,15.0,6.0,118.0,249.0,9.0,18.0,37.0,6.0,12.0,
