Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
7,"Adcock, Jed",16,11,7,23,,,,3.0,5.0,1.0,1.0,2.0,1.0,2.0,,4.0,18.0,1.0,,2.0,,,71.0
42,"Allan, Marcus",8,6,2,10,,,,1.0,1.0,4.0,1.0,1.0,1.0,,,2.0,8.0,,,,,1.0,55.0
20,"Black, Simon",6,3,12,18,,,,5.0,,2.0,8.0,1.0,1.0,,,10.0,8.0,,,2.0,,,95.0
36,"Bradshaw, Daniel",8,5,,8,3,,,1.0,,,,1.0,1.0,1.0,,2.0,6.0,,2.0,,,1.0,100.0
30,"Copeland, Robert",12,7,4,16,,,,,6.0,1.0,1.0,1.0,,,,2.0,12.0,,,6.0,2.0,,100.0
4,"Fixter, Ben",9,4,2,11,,,,2.0,1.0,3.0,,2.0,,,,,10.0,,,,1.0,,44.0
45,"Harding, Scott",5,2,2,7,,,,4.0,,3.0,,2.0,1.0,1.0,,1.0,6.0,,,,,1.0,70.0
33,"Hooper, Rhan",5,3,5,10,1,,,3.0,,,,2.0,,1.0,,9.0,1.0,2.0,1.0,,,1.0,100.0
27,"Keating, Clark",2,1,3,5,,,7.0,,2.0,1.0,1.0,,1.0,,,2.0,3.0,,,1.0,,,26.0
21,"Merrett, Daniel",2,1,2,4,,,,1.0,2.0,,,,1.0,,,3.0,2.0,,,3.0,,,97.0
15,"Michael, Mal",4,4,3,7,,,1.0,1.0,1.0,,1.0,1.0,,1.0,,2.0,4.0,,,6.0,,,100.0
10,"Moody, Matthew",5,2,3,8,,,,,1.0,2.0,,2.0,,,,2.0,6.0,,,2.0,,,66.0
8,"Notting, Tim",9,6,10,19,,3.0,,3.0,,4.0,2.0,2.0,1.0,1.0,,8.0,12.0,1.0,1.0,4.0,,2.0,94.0
41,"Pask, Martin",7,4,3,10,,,,,,4.0,1.0,6.0,,1.0,,3.0,7.0,1.0,,,,,84.0
24,"Patfull, Joel",4,4,6,10,,1.0,,3.0,,1.0,1.0,3.0,,3.0,,4.0,6.0,,1.0,,,,81.0
6,"Power, Luke",13,6,14,27,1,,,4.0,2.0,4.0,5.0,2.0,1.0,2.0,,8.0,19.0,,1.0,3.0,3.0,,89.0
29,"Roe, Jason",13,8,9,22,1,1.0,,3.0,7.0,4.0,,6.0,1.0,2.0,,6.0,14.0,,,7.0,7.0,,100.0
5,"Scott, Brad",17,10,8,25,,,,4.0,3.0,4.0,,5.0,1.0,2.0,,5.0,21.0,,,2.0,3.0,,85.0
28,"Selwood, Troy",15,12,6,21,1,,,,3.0,,,,1.0,,,3.0,19.0,,1.0,,1.0,,73.0
11,"Sherman, Justin",18,9,17,35,1,1.0,,5.0,2.0,4.0,1.0,3.0,,1.0,1.0,8.0,27.0,,,1.0,9.0,1.0,100.0
32,"Stiller, Cheynee",16,7,8,24,,,,3.0,2.0,6.0,1.0,1.0,2.0,,,5.0,19.0,,,1.0,2.0,,95.0
31,"Wood, Cameron",5,5,9,14,,,9.0,,1.0,3.0,1.0,2.0,1.0,1.0,,5.0,9.0,1.0,,4.0,,,74.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,6.0,,,,,,,,,,,,,,,,,
Totals,Totals,199,120,135,334,8,12.0,17.0,46.0,39.0,51.0,25.0,45.0,15.0,19.0,1.0,94.0,237.0,6.0,7.0,44.0,28.0,7.0,
Opposition,Opposition,215,119,139,354,21,16.0,38.0,57.0,45.0,60.0,31.0,45.0,19.0,15.0,5.0,119.0,238.0,11.0,20.0,41.0,42.0,12.0,
