Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Richmond Games (W-D-L W%),Richmond Goals (Ave.)
16,"Aarts, Jake",27y 109d,37 (20-1-16 55.41%),33 (0.89),←,
7,"Baker, Liam",24y 59d,66 (43-2-21 66.67%),19 (0.29),←,
21,"Balta, Noah",22y 155d,46 (30-0-16 65.22%),15 (0.33),←,
29,"Bolton, Shai",23y 109d,69 (44-2-23 65.22%),62 (0.90),←,
35,"Broad, Nathan",28y 346d,86 (63-1-22 73.84%),1 (0.01),←,
11,"Castagna, Jason",25y 258d,120 (79-2-39 66.67%),116 (0.97),←,
9,"Cotchin, Trent",31y 354d,270 (149-3-118 55.74%),129 (0.48),←,
27,"Dow, Thomson",20y 162d,8 (4-1-3 56.25%),,←,
10,"Edwards, Shane",33y 153d,283 (145-6-132 52.30%),175 (0.62),←,
28,"Gibcus, Josh",18y 357d,2 (1-0-1 50.00%),,←,
34,"Graham, Jack",24y 30d,79 (54-2-23 69.62%),32 (0.41),←,
19,"Lynch, Tom",29y 147d,195 (78-3-114 40.77%),389 (1.99),64 (41-2-21 65.63%),135 (2.11)
33,"McIntosh, Kamdyn",27y 358d,126 (83-1-42 66.27%),33 (0.26),←,
46,"Miller, Ben",22y 208d,2 (1-1-0 75.00%),,←,
25,"Nankervis, Toby",27y 227d,100 (70-0-30 70.00%),30 (0.30),88 (63-0-25 71.59%),27 (0.31)
37,"Parker, Matthew",26y 61d,26 (12-1-13 48.08%),19 (0.73),7 (3-1-3 50.00%),3 (0.43)
50,"Pickett, Marlion",30y 80d,40 (23-2-15 60.00%),7 (0.17),←,
45,"Ralphsmith, Hugo",20y 138d,8 (4-0-4 50.00%),4 (0.50),←,
17,"Rioli, Daniel",24y 345d,116 (74-2-40 64.66%),89 (0.77),←,
5,"Ross, Jack",21y 205d,31 (17-1-13 56.45%),3 (0.10),←,
15,"Short, Jayden",26y 62d,116 (73-2-41 63.79%),21 (0.18),←,
20,"Soldo, Ivan",25y 347d,38 (28-1-9 75.00%),11 (0.29),←,
6,"Tarrant, Robbie",32y 336d,176 (78-1-97 44.60%),44 (0.25),2 (1-0-1 50.00%),
Totals,Totals,25y 343d,2040 (1173-35-832 57.50%),1232 (0.60),,
C,"Hardwick, Damien",49y 221d,276 (155-4-117 56.88%),,←,
