St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),St Kilda Games (W-D-L W%),St Kilda Goals (Ave.)
21,"Arnol, Jody",21y 299d,7 (3-0-4 42.86%),5 (0.71),←,
18,"Bowey, Brett",21y 51d,38 (13-0-25 34.21%),45 (1.18),←,
15,"Coghlan, Frank",27y 263d,69 (19-0-50 27.54%),17 (0.25),←,
34,"Daniels, Jayson",19y 152d,47 (13-0-34 27.66%),13 (0.28),←,
44,"Devonport, Craig",20y 175d,19 (8-0-11 42.11%),18 (0.95),←,
50,"Doyle, Greg",19y 300d,2 (0-0-2 0.00%),3 (1.50),←,
2,"Frawley, Danny",26y 316d,138 (35-0-103 25.36%),9 (0.07),←,
6,"Grant, David",23y 348d,110 (30-0-80 27.27%),64 (0.58),←,
35,"Harvey, Robert",18y 334d,32 (11-0-21 34.38%),28 (0.88),←,
24,"Jeffrey, Russell",24y 165d,31 (10-0-21 32.26%),3 (0.10),←,
9,"Kitschke, Damian",24y 69d,12 (4-0-8 33.33%),7 (0.58),←,
17,"Lamb, Jamie",22y 99d,28 (3-0-25 10.71%),2 (0.07),←,
32,"Lawrie, Grant",31y 234d,165 (81-1-83 49.39%),58 (0.35),14 (6-0-8 42.86%),2 (0.14)
23,"Loewe, Stewart",22y 59d,89 (28-0-61 31.46%),92 (1.03),←,
19,"Nixon, Ricky",27y 109d,51 (16-0-35 31.37%),30 (0.59),47 (14-0-33 29.79%),29 (0.62)
41,"Pekin, Tim",25y 180d,123 (56-0-67 45.53%),26 (0.21),16 (7-0-9 43.75%),11 (0.69)
37,"Rice, Dean",22y 126d,79 (27-0-52 34.18%),13 (0.16),←,
8,"Russo, Peter",30y 265d,193 (116-0-77 60.10%),121 (0.63),31 (11-0-20 35.48%),19 (0.61)
26,"Taylor, Kain",22y 280d,37 (10-0-27 27.03%),11 (0.30),←,
7,"Winmar, Nicky",24y 299d,77 (26-0-51 33.77%),145 (1.88),←,
Totals,Totals,23y 334d,1347 (509-1-837 37.79%),710 (0.53),,
C,"Sheldon, Ken",30y 202d,16 (7-0-9 43.75%),,←,
