Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Western Bulldogs Games (W-D-L W%),Western Bulldogs Goals (Ave.)
17,"Brown, Nathan",19y 188d,11 (6-0-5 54.55%),8 (0.73),←,
18,"Cameron, Leon",24y 349d,129 (66-2-61 51.94%),55 (0.43),←,
12,"Cook, James",23y 222d,40 (24-0-16 60.00%),57 (1.42),15 (8-0-7 53.33%),22 (1.47)
26,"Cox, Simon",20y 204d,11 (3-0-8 27.27%),4 (0.36),←,
11,"Curley, Todd",24y 215d,28 (9-1-18 33.93%),24 (0.86),25 (7-1-17 30.00%),23 (0.92)
14,"Darcy, Luke",22y 36d,43 (18-1-24 43.02%),35 (0.81),←,
21,"Dent, Matthew",25y 212d,63 (14-0-49 22.22%),13 (0.21),16 (10-0-6 62.50%),4 (0.25)
28,"Dimattina, Paul",22y 268d,27 (15-0-12 55.56%),10 (0.37),←,
32,"Ellis, Craig",22y 74d,42 (20-0-22 47.62%),1 (0.02),←,
3,"Grant, Chris",24y 247d,163 (82-3-78 51.23%),305 (1.87),←,
6,"Johnson, Brad",21y 30d,72 (31-2-39 44.44%),45 (0.63),←,
35,"Kretiuk, Steven",25y 44d,72 (38-1-33 53.47%),9 (0.13),←,
39,"Liberatore, Tony",31y 187d,193 (100-3-90 52.59%),89 (0.46),←,
23,"Martin, Michael",20y 173d,13 (4-1-8 34.62%),5 (0.38),←,
10,"Montgomery, Brett",24y 77d,12 (9-0-3 75.00%),14 (1.17),←,
36,"Romero, Jose",26y 16d,146 (74-1-71 51.03%),128 (0.88),57 (25-1-31 44.74%),30 (0.53)
5,"Smith, Rohan",24y 78d,95 (47-2-46 50.53%),61 (0.64),←,
8,"Southern, Daniel",22y 228d,62 (29-1-32 47.58%),10 (0.16),←,
34,"West, Mark",24y 136d,9 (6-0-3 66.67%),,←,
7,"West, Scott",22y 276d,98 (47-1-50 48.47%),40 (0.41),←,
15,"Wynd, Scott",27y 204d,166 (80-3-83 49.10%),26 (0.16),←,
Totals,Totals,23y 304d,1495 (722-22-751 48.29%),939 (0.63),,
C,"Wallace, Terry",38y 247d,30 (15-0-15 50.00%),,←,
