Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),GWS Games (W-D-L W%),GWS Goals (Ave.)
30,"Adams, Taylor",18y 333d,13 (2-0-11 15.38%),4 (0.31),←,
21,"Buntine, Matt",18y 304d,4 (1-0-3 25.00%),,←,
24,"Clifton, Steve",25y 83d,4 (0-0-4 0.00%),1 (0.25),←,
11,"Cornes, Chad",32y 280d,254 (135-1-118 53.35%),179 (0.70),15 (2-0-13 13.33%),4 (0.27)
13,"Darley, Sam",19y 185d,8 (0-0-8 0.00%),,←,
1,"Davis, Phil",21y 354d,38 (13-0-25 34.21%),6 (0.16),20 (2-0-18 10.00%),5 (0.25)
22,"Edwards, Shaun",18y 249d,10 (0-0-10 0.00%),2 (0.20),←,
4,"Folau, Israel",23y 137d,12 (1-0-11 8.33%),1 (0.08),←,
26,"Giles, Jonathan",24y 223d,18 (2-0-16 11.11%),15 (0.83),←,
15,"Golds, Tim",19y 134d,2 (0-0-2 0.00%),,←,
35,"Greene, Toby",18y 328d,17 (2-0-15 11.76%),7 (0.41),←,
2,"Hampton, Curtly",19y 161d,15 (1-0-14 6.67%),5 (0.33),←,
19,"Haynes, Nick",20y 92d,6 (0-0-6 0.00%),1 (0.17),←,
33,"Hoskin-Elliott, Will",18y 351d,8 (1-0-7 12.50%),9 (1.13),←,
40,"Kennedy, Adam",20y 37d,13 (2-0-11 15.38%),,←,
38,"McDonald, James",35y 318d,262 (103-1-158 39.50%),60 (0.23),11 (0-0-11 0.00%),4 (0.36)
25,"Miles, Anthony",20y 172d,6 (1-0-5 16.67%),,←,
27,"Phillips, Andrew",21y 46d,8 (1-0-7 12.50%),3 (0.38),←,
6,"Power, Luke",32y 223d,300 (154-3-143 51.83%),226 (0.75),18 (2-0-16 11.11%),
9,"Scully, Tom",21y 95d,49 (15-1-33 31.63%),10 (0.20),18 (2-0-16 11.11%),4 (0.22)
34,"Smith, Devon",19y 90d,18 (2-0-16 11.11%),10 (0.56),←,
29,"Tyson, Dom",19y 71d,8 (1-0-7 12.50%),3 (0.38),←,
Totals,Totals,22y 111d,1073 (437-6-630 40.73%),542 (0.51),,
C,"Sheedy, Kevin",64y 238d,654 (388-6-260 59.79%),,20 (2-0-18 10.00%),
