North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),North Melbourne Games (W-D-L W%),North Melbourne Goals (Ave.)
33,"Allison, Brett",24y 355d,101 (48-1-52 48.02%),100 (0.99),←,
11,"Archer, Glenn",20y 53d,16 (8-0-8 50.00%),5 (0.31),←,
14,"Buckley, Ben",25y 321d,72 (30-0-42 41.67%),15 (0.21),←,
18,"Carey, Wayne",21y 354d,68 (34-0-34 50.00%),144 (2.12),←,
23,"Clarkson, Alastair",25y 19d,65 (26-2-37 41.54%),54 (0.83),←,
6,"Fairley, Ian",28y 240d,149 (72-2-75 48.99%),143 (0.96),←,
29,"German, Peter",28y 103d,166 (80-3-83 49.10%),195 (1.17),←,
26,"Ishchenko, Alex",29y 26d,96 (38-0-58 39.58%),34 (0.35),24 (12-0-12 50.00%),9 (0.38)
7,"Laidley, Dani",26y 50d,60 (35-1-24 59.17%),11 (0.18),8 (6-0-2 75.00%),
35,"Longmire, John",22y 136d,98 (45-1-52 46.43%),316 (3.22),←,
4,"Martyn, Mick",24y 258d,102 (48-1-53 47.55%),11 (0.11),←,
41,"McAdam, Adrian",22y 65d,4 (3-0-1 75.00%),26 (6.50),←,
8,"Pyman, Robert",21y 222d,6 (5-0-1 83.33%),4 (0.67),←,
22,"Roberts, Mark",27y 322d,98 (39-0-59 39.80%),46 (0.47),21 (13-0-8 61.90%),27 (1.29)
3,"Rock, Anthony",22y 229d,55 (28-0-27 50.91%),56 (1.02),←,
1,"Romero, Jose",21y 288d,66 (33-0-33 50.00%),84 (1.27),←,
2,"Schwass, Wayne",24y 170d,87 (40-0-47 45.98%),44 (0.51),←,
24,"Sholl, Craig",25y 137d,72 (37-0-35 51.39%),14 (0.19),←,
15,"Smith, Ross",28y 102d,159 (74-2-83 47.17%),33 (0.21),←,
10,"Stevens, Anthony",21y 318d,50 (25-0-25 50.00%),20 (0.40),←,
Totals,Totals,24y 243d,1590 (748-13-829 47.04%),1355 (0.85),,
C,"Pagan, Denis",45y 234d,8 (6-0-2 75.00%),,←,
