Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
26,"Bickley, Mark",8,1,9,17,,,,3.0,,,,,,3.0,,,,,,,,,
18,"Bond, Troy",12,1,6,18,2,2.0,,,,,,,,3.0,,,,,,,,,
44,"Caven, Peter",5,3,7,12,,,,4.0,,,,,2.0,1.0,,,,,,,,,
19,"Chalmers, Brett",,,1,1,,,,1.0,,,,,,,,,,,,,,,
17,"Collins, Matthew",,,,,,,,,,,,,,,,,,,,,,,
14,"Connell, Matthew",10,4,10,20,,,,,,,,,1.0,4.0,,,,,,,,,
13,"Ellen, Shane",11,7,9,20,,1.0,,1.0,,,,,,,,,,,,,,,
34,"Hart, Ben",15,2,4,19,,,,,,,,,1.0,1.0,,,,,,,,,
35,"Jameson, Rod",12,4,6,18,,,,2.0,,,,,3.0,4.0,,,,,,,,,
3,"Jarman, Darren",23,6,7,30,2,1.0,,2.0,,,,,1.0,1.0,,,,,,,,,
31,"Kluzek, Matthew",5,4,9,14,,,,2.0,,,,,1.0,3.0,,,,,,,,,
27,"Liptak, Matthew",9,4,20,29,,,,1.0,,,,,1.0,,,,,,,,,,
11,"McGuinness, Tony",21,,3,24,,,,1.0,,,,,1.0,1.0,1.0,,,,,,,,
23,"McLeod, Andrew",4,,6,10,1,1.0,,1.0,,,,,,1.0,,,,,,,,,
6,"Modra, Tony",8,3,,8,4,2.0,,,,,,,,1.0,,,,,,,,,
15,"Pittman, David",6,2,5,11,,,19.0,,,,,,,1.0,,,,,,,,,
32,"Ricciuto, Mark",9,5,13,22,,,,,,,,,,1.0,,,,,,,,,
5,"Robran, Matthew",6,2,6,12,1,,10.0,2.0,,,,,,2.0,,,,,,,,,
7,"Smart, Nigel",10,2,3,13,,,,1.0,,,,,1.0,3.0,,,,,,,,,
30,"Vardy, Peter",6,2,2,8,,,,1.0,,,,,2.0,1.0,,,,,,,,,
49,"Viska, Mark",,,1,1,,,,,,,,,,1.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,180,52,127,307,10,9.0,29.0,22.0,,,,,14.0,32.0,1.0,,,,,,,,
Opposition,Opposition,193,60,115,308,15,14.0,27.0,38.0,,,,,32.0,14.0,5.0,,,,,,,,
