Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
20,"Brogan, Dean",5,4,1,6,1,,18.0,,1.0,1.0,,5.0,,2.0,,1.0,5.0,1.0,2.0,2.0,,,66.0
7,"Burgoyne, Peter",7,6,3,10,2,1.0,,1.0,,1.0,1.0,2.0,,2.0,,4.0,7.0,1.0,3.0,1.0,,,100.0
8,"Burgoyne, Shaun",6,3,2,8,,1.0,,2.0,1.0,3.0,,2.0,,2.0,,2.0,5.0,,1.0,1.0,,1.0,100.0
9,"Carr, Josh",9,5,6,15,,1.0,,1.0,1.0,3.0,2.0,,1.0,,,5.0,10.0,,,1.0,2.0,,92.0
26,"Cochrane, Stuart",4,3,2,6,,,,2.0,,2.0,1.0,2.0,,2.0,,2.0,4.0,,,3.0,,,58.0
12,"Cockatoo-Collins, Che",7,5,3,10,3,,,1.0,,2.0,,,1.0,,,6.0,4.0,2.0,2.0,2.0,,1.0,60.0
18,"Cornes, Kane",10,4,3,13,1,1.0,,6.0,1.0,3.0,,2.0,,,,3.0,11.0,,1.0,1.0,1.0,,78.0
34,"Guerra, Brent",2,1,2,4,,1.0,,,,1.0,,,,,,2.0,2.0,,,1.0,,,32.0
38,"James, Roger",14,5,9,23,,,,3.0,3.0,5.0,5.0,1.0,,1.0,,11.0,11.0,,1.0,2.0,,,75.0
29,"Kingsley, Adam",15,8,9,24,,,,,5.0,2.0,2.0,,3.0,,,8.0,17.0,,,3.0,3.0,,100.0
5,"Lade, Brendon",7,4,2,9,,,18.0,1.0,,3.0,3.0,6.0,1.0,2.0,,2.0,6.0,,,1.0,,,83.0
3,"Montgomery, Brett",8,4,5,13,,,2.0,4.0,1.0,,2.0,1.0,,,,4.0,9.0,,,4.0,,,91.0
14,"Paxman, Stephen",9,7,3,12,,,,1.0,5.0,,,1.0,1.0,1.0,,3.0,9.0,1.0,,9.0,,,100.0
15,"Pickett, Byron",13,7,,13,3,3.0,,,,1.0,1.0,2.0,,1.0,,3.0,10.0,2.0,4.0,2.0,,,98.0
27,"Poulton, Jared",10,2,2,12,,,2.0,1.0,4.0,,,,,,,5.0,7.0,,,,,,51.0
6,"Schofield, Jarrad",14,6,6,20,,,,3.0,2.0,5.0,3.0,1.0,3.0,,1.0,6.0,13.0,,1.0,1.0,1.0,1.0,82.0
36,"Stevens, Nick",15,1,13,28,,,,1.0,2.0,4.0,2.0,4.0,,1.0,2.0,9.0,14.0,,,2.0,7.0,1.0,95.0
28,"Thurstans, Toby",9,4,2,11,,,,1.0,4.0,1.0,3.0,,,,,6.0,6.0,1.0,,1.0,,,43.0
16,"Tredrea, Warren",9,8,8,17,1,,,,,5.0,,,1.0,,,6.0,12.0,1.0,1.0,3.0,,1.0,97.0
2,"Wakelin, Darryl",12,8,5,17,,,1.0,3.0,2.0,2.0,,1.0,2.0,1.0,,6.0,11.0,,,2.0,1.0,,100.0
4,"Wanganeen, Gavin",15,6,6,21,3,2.0,,,1.0,,4.0,1.0,1.0,1.0,3.0,13.0,8.0,2.0,2.0,2.0,1.0,,100.0
21,"Wilson, Michael",8,3,2,10,,,,3.0,3.0,,,1.0,1.0,,,5.0,5.0,,,2.0,,,100.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,4.0,,,,,,,,,,,,,,,,,
Totals,Totals,208,104,94,302,14,14.0,41.0,34.0,36.0,44.0,29.0,32.0,15.0,16.0,6.0,112.0,186.0,11.0,18.0,46.0,16.0,5.0,
Opposition,Opposition,154,64,103,257,10,13.0,18.0,36.0,24.0,46.0,41.0,30.0,16.0,15.0,,110.0,144.0,13.0,13.0,36.0,8.0,6.0,
