Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
24 ↓,"Bryan, Nick",4,1,3,7,,,12.0,,,1.0,1.0,1,1.0,,,4,3,1.0,,,,1.0,34.0
6,"Caldwell, Jye",10,2,11,21,1.0,,,2.0,2.0,2.0,3.0,1,,1.0,,5,15,,,,,,77.0
22,"Durham, Sam",9,6,6,15,,,,2.0,1.0,2.0,,7,,3.0,,5,11,1.0,1.0,3.0,,,90.0
35,"Guelfi, Matt",3,1,9,12,1.0,,,1.0,,,,2,,,,7,4,,1.0,,,1.0,80.0
21,"Heppell, Dyson",11,5,13,24,,,,2.0,2.0,2.0,,2,1.0,1.0,,9,15,1.0,,3.0,,,84.0
8,"Hobbs, Ben",16,7,10,26,1.0,,,4.0,2.0,3.0,3.0,2,,2.0,,7,20,,2.0,,,1.0,71.0
29,"Kelly, Jake",8,6,4,12,,,,1.0,5.0,1.0,1.0,2,2.0,1.0,,5,7,1.0,,4.0,,,82.0
4,"Langford, Kyle",4,3,3,7,1.0,,,1.0,,1.0,,1,1.0,,,3,5,,2.0,1.0,,,87.0
15,"Laverde, Jayden",6,4,6,12,,,,3.0,1.0,,,2,,2.0,,1,11,,,2.0,,,93.0
37,"Martin, Nic",17,9,9,26,1.0,,,3.0,7.0,3.0,,3,1.0,1.0,,7,20,,1.0,3.0,1.0,1.0,95.0
1,"McGrath, Andrew",21,8,6,27,,,,2.0,4.0,4.0,1.0,2,,,,4,22,,,1.0,4.0,,83.0
47 ↑,"Menzie, Jye",3,1,2,5,1.0,1.0,,,,,,1,,,,1,2,,1.0,,,,35.0
7,"Merrett, Zach",15,5,14,29,1.0,,,4.0,,5.0,2.0,1,2.0,1.0,,8,20,,,1.0,,1.0,83.0
3,"Parish, Darcy",13,3,11,24,1.0,1.0,,2.0,1.0,4.0,9.0,4,1.0,1.0,,14,11,,1.0,,,1.0,76.0
16,"Perkins, Archie",8,4,8,16,,,,1.0,,4.0,3.0,3,1.0,,,6,9,,,,,,77.0
34,"Phillips, Andrew",7,5,4,11,,1.0,21.0,,2.0,2.0,1.0,4,1.0,,,6,5,2.0,1.0,,,,74.0
27,"Redman, Mason",10,4,3,13,,,,3.0,4.0,1.0,,1,,1.0,,3,8,,,4.0,,,80.0
14,"Ridley, Jordan",12,10,11,23,,,,3.0,3.0,,,1,,,,7,15,2.0,,7.0,,,92.0
11,"Snelling, Will",5,3,8,13,,,,4.0,1.0,1.0,2.0,2,1.0,,,4,7,,,,,,82.0
25,"Stringer, Jake",11,5,5,16,1.0,3.0,,2.0,,4.0,5.0,2,,1.0,,10,4,3.0,1.0,,,1.0,82.0
10,"Weideman, Sam",4,2,4,8,,,,2.0,1.0,,,2,2.0,,,5,4,,,,,1.0,82.0
20,"Wright, Peter",5,4,2,7,,1.0,6.0,3.0,,2.0,,3,1.0,1.0,,3,4,1.0,1.0,2.0,,,89.0
30,"Zerk-Thatcher, Brandon",6,4,2,8,,,,,1.0,,,2,,2.0,,1,5,,,2.0,,,72.0
Totals,Totals,208,102,154,362,9.0,7.0,39.0,45.0,37.0,42.0,31.0,51,15.0,18.0,,125,227,12.0,12.0,33.0,5.0,8.0,
Opposition,Opposition,226,113,136,362,14.0,9.0,31.0,56.0,31.0,52.0,34.0,45,18.0,15.0,6.0,128,232,10.0,14.0,48.0,3.0,8.0,
