St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
21,"Arnol, Jody",7,4,4,11,3,,,2.0,,,,,,3.0,,,,,,,,,
18,"Bowey, Brett",14,5,16,30,2,1.0,,,,,,,,,2.0,,,,,,,,
29,"Burke, Nathan",8,1,8,16,,,,3.0,,,,,2.0,,,,,,,,,,
15,"Coghlan, Frank",9,1,7,16,,1.0,,2.0,,,,,1.0,2.0,,,,,,,,,
34,"Daniels, Jayson",14,3,5,19,,1.0,,2.0,,,,,4.0,1.0,,,,,,,,,
44,"Devonport, Craig",16,6,12,28,,,,1.0,,,,,1.0,2.0,1.0,,,,,,,,
51,"Donald, Luke",1,,,1,,,,1.0,,,,,,,,,,,,,,,
2,"Frawley, Danny",,4,5,5,,,,1.0,,,,,,,,,,,,,,,
6,"Grant, David",8,4,1,9,5,1.0,,2.0,,,,,,,,,,,,,,,
10,"Harding, Paul",7,5,5,12,,,19.0,,,,,,3.0,3.0,,,,,,,,,
35,"Harvey, Robert",10,1,13,23,,1.0,,,,,,,,1.0,,,,,,,,,
24,"Jeffrey, Russell",9,2,7,16,,,1.0,1.0,,,,,1.0,,,,,,,,,,
3,"Krakouer, Jim",9,2,4,13,1,,,1.0,,,,,,,,,,,,,,,
32,"Lawrie, Grant",12,3,6,18,,,,,,,,,3.0,,,,,,,,,,
23,"Loewe, Stewart",16,16,5,21,4,2.0,2.0,2.0,,,,,2.0,3.0,3.0,,,,,,,,
19,"Nixon, Ricky",10,3,5,15,1,1.0,,,,,,,,1.0,,,,,,,,,
41,"Pekin, Tim",13,3,20,33,1,,,1.0,,,,,2.0,2.0,,,,,,,,,
37,"Rice, Dean",10,5,13,23,,,,2.0,,,,,2.0,1.0,,,,,,,,,
8,"Russo, Peter",4,1,,4,,,,,,,,,,,,,,,,,,,
7,"Winmar, Nicky",14,5,7,21,3,3.0,,2.0,,,,,,3.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,191,74,143,334,20,12.0,22.0,23.0,,,,,21.0,22.0,6.0,,,,,,,,
Opposition,Opposition,201,57,97,298,14,15.0,22.0,18.0,,,,,22.0,21.0,,,,,,,,,
