Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Brisbane Lions Games (W-D-L W%),Brisbane Lions Goals (Ave.)
4,"Ah Chee, Callum",27y 232d,155 (89-2-64 58.06%),93 (0.60),110 (81-2-27 74.55%),69 (0.63)
31,"Andrews, Harris",28y 169d,224 (115-2-107 51.79%),11 (0.05),←,
43,"Answerth, Noah",25y 296d,83 (59-1-23 71.69%),3 (0.04),←,
10,"Ashcroft, Levi",18y 162d,12 (9-1-2 79.17%),5 (0.42),←,
8,"Ashcroft, Will",21y 23d,43 (33-1-9 77.91%),15 (0.35),←,
33,"Bailey, Zac",25y 248d,152 (103-1-48 68.09%),161 (1.06),←,
7,"Berry, Jarrod",27y 113d,171 (102-2-67 60.23%),68 (0.40),←,
23,"Cameron, Charlie",30y 328d,239 (155-3-81 65.48%),416 (1.74),166 (108-2-56 65.66%),329 (1.98)
5,"Dunkley, Josh",28y 140d,179 (110-2-67 62.01%),75 (0.42),63 (45-2-16 73.02%),10 (0.16)
3,"Fletcher, Jaspa",21y 94d,53 (38-2-13 73.58%),17 (0.32),←,
32,"Fort, Darcy",31y 296d,42 (29-1-12 70.24%),18 (0.43),34 (24-1-9 72.06%),12 (0.35)
27,"Gardiner, Darcy",29y 249d,171 (80-1-90 47.08%),14 (0.08),←,
30,"Hipwood, Eric",27y 258d,189 (108-2-79 57.67%),283 (1.50),←,
35,"Lester, Ryan",32y 276d,219 (108-2-109 49.77%),47 (0.21),←,
1,"Lohmann, Kai",22y 23d,42 (30-2-10 73.81%),40 (0.95),←,
6,"McCluggage, Hugh",27y 87d,194 (115-2-77 59.79%),120 (0.62),←,
13,"Morris, Logan",20y 19d,30 (23-2-5 80.00%),44 (1.47),←,
9,"Neale, Lachie",32y 5d,284 (167-2-115 59.15%),132 (0.46),149 (102-2-45 69.13%),65 (0.44)
40,"Payne, Jack",25y 226d,79 (52-2-25 67.09%),2 (0.03),←,
16,"Rayner, Cam",25y 220d,152 (96-2-54 63.82%),146 (0.96),←,
2,"Robertson, Deven",23y 333d,45 (29-0-16 64.44%),10 (0.22),←,
44,"Wilmot, Darcy",21y 149d,68 (48-2-18 72.06%),8 (0.12),←,
15,"Zorko, Dayne",36y 109d,289 (143-2-144 49.83%),236 (0.82),←,
Totals,Totals,26y 208d,3115 (1841-39-1235 59.10%),1964 (0.63),,
C,"Fagan, Chris",63y 340d,201 (119-2-80 59.70%),,←,
