Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
5,"Buckley, Nathan",31.0,9.0,8,39,,3.0,3.0,3.0,4.0,6.0,10.0,3.0,1.0,,,,,,,,,,
17,"Burns, Scott",9.0,3.0,9,18,,,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,,,,,,,,,
28,"Crosisca, Gavin",14.0,6.0,10,24,,,,1.0,5.0,2.0,3.0,1.0,,1.0,,,,,,,,,
39,"Crow, Scott",4.0,,1,5,1.0,,,,,2.0,,1.0,1.0,,,,,,,,,,
9,"Francis, Matthew",6.0,5.0,5,11,,,9.0,,1.0,1.0,1.0,,1.0,1.0,,,,,,,,,
2,"Francis, Tony",8.0,2.0,9,17,1.0,,,2.0,,2.0,1.0,2.0,4.0,1.0,,,,,,,,,
11,"Fuller, Brad",7.0,2.0,4,11,1.0,,,3.0,1.0,1.0,1.0,,2.0,,,,,,,,,,
38,"Gibson, Shannon",2.0,,4,6,,,,1.0,,,1.0,,1.0,,,,,,,,,,
43,"Godden, Luke",3.0,1.0,3,6,,,,1.0,,1.0,2.0,,1.0,,,,,,,,,,
30,"Kinnear, Ben",6.0,,5,11,,,1.0,2.0,3.0,1.0,,1.0,,,,,,,,,,,
27,"McDonald, Alex",14.0,4.0,7,21,,1.0,,2.0,4.0,2.0,2.0,3.0,1.0,1.0,,,,,,,,,
48,"Michael, Mal",3.0,4.0,7,10,,,,3.0,3.0,,1.0,,,,,,,,,,,,
44,"Osborne, Richard",10.0,2.0,3,13,,,,2.0,1.0,2.0,1.0,2.0,,,,,,,,,,,
6,"Patterson, Stephen",11.0,1.0,11,22,1.0,,,2.0,4.0,4.0,4.0,2.0,1.0,1.0,,,,,,,,,
3,"Richardson, Mark",8.0,5.0,9,17,,2.0,9.0,2.0,2.0,1.0,1.0,3.0,3.0,,,,,,,,,,
23,"Rocca, Anthony",1.0,1.0,5,6,1.0,,8.0,1.0,,,,2.0,,,,,,,,,,,
36,"Rocca, Saverio",5.0,4.0,5,10,3.0,1.0,3.0,6.0,,6.0,1.0,2.0,,1.0,,,,,,,,,
29,"Russell, Scott",10.0,5.0,7,17,,,,1.0,3.0,3.0,3.0,3.0,1.0,1.0,,,,,,,,,
12,"Schauble, Andrew",2.0,3.0,5,7,,,,,,1.0,,,,1.0,,,,,,,,,
22,"Wild, Jason",,1.0,3,3,,,,1.0,,,,,,,,,,,,,,,
10,"Williams, Paul",19.0,4.0,7,26,1.0,2.0,,4.0,4.0,4.0,3.0,2.0,,1.0,,,,,,,,,
19,"Wright, Graham",3.0,,4,7,,,,,,,1.0,,,,,,,,,,,,
Totals,Totals,176.0,62.0,131,307,9.0,9.0,35.0,38.0,37.0,41.0,38.0,28.0,18.0,10.0,,,,,,,,,
Opposition,Opposition,204.0,100.0,114,318,11.0,14.0,37.0,41.0,23.0,57.0,19.0,25.0,10.0,18.0,6.0,,,,,,,,
