Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
12 ↓,"Astbury, David",3,3.0,3,6,,,,,1.0,,,1.0,,1.0,,2.0,5,,,3.0,,,52.0
25,"Chaplin, Troy",10,6.0,7,17,,,,,2.0,3.0,,3.0,1.0,2.0,,5.0,13,1.0,,1.0,,,100.0
30,"Conca, Reece",13,2.0,4,17,,2.0,,3.0,2.0,2.0,2.0,,1.0,,,6.0,10,,1.0,1.0,,,76.0
9,"Cotchin, Trent",11,1.0,11,22,1.0,1.0,,2.0,3.0,,3.0,2.0,4.0,2.0,,12.0,10,,,,,,88.0
3,"Deledio, Brett",23,9.0,5,28,,2.0,,5.0,5.0,5.0,1.0,,1.0,,,2.0,22,,,3.0,,,83.0
27,"Edwards, Aaron",2,,3,5,,,,3.0,,2.0,1.0,2.0,1.0,2.0,,2.0,2,,,4.0,,,90.0
10,"Edwards, Shane",12,4.0,8,20,1.0,,,1.0,1.0,5.0,1.0,2.0,2.0,1.0,,6.0,13,,,2.0,3.0,,82.0
5,"Ellis, Brandon",16,5.0,7,23,2.0,2.0,,6.0,2.0,4.0,4.0,2.0,,1.0,,7.0,17,,,,,1.0,84.0
41,"Foley, Nathan",10,,15,25,,,,8.0,2.0,6.0,8.0,6.0,1.0,2.0,,13.0,12,,,,,2.0,75.0
6,"Grigg, Shaun",14,9.0,4,18,2.0,1.0,,7.0,2.0,3.0,,2.0,1.0,1.0,,2.0,15,,1.0,,,,83.0
14,"Houli, Bachar",17,10.0,9,26,,1.0,,3.0,7.0,4.0,2.0,3.0,,1.0,1.0,7.0,16,,1.0,4.0,4.0,,89.0
23,"Jackson, Daniel",8,5.0,15,23,,1.0,1.0,5.0,1.0,3.0,3.0,2.0,,,,10.0,13,,,1.0,,1.0,84.0
28,"King, Jake",5,2.0,5,10,1.0,,,5.0,,3.0,1.0,3.0,3.0,1.0,,8.0,3,,1.0,1.0,,,95.0
20,"Maric, Ivan",10,3.0,4,14,1.0,,22.0,2.0,1.0,,7.0,1.0,1.0,1.0,,12.0,3,2.0,,5.0,,,79.0
4,"Martin, Dustin",15,6.0,4,19,4.0,2.0,,3.0,1.0,4.0,2.0,2.0,,1.0,2.0,7.0,12,1.0,3.0,,1.0,,88.0
38,"Morris, Steven",1,1.0,5,6,,,,,,,,2.0,1.0,2.0,,3.0,4,,,6.0,,,77.0
1,"Newman, Chris",9,3.0,4,13,1.0,,,2.0,2.0,,,4.0,,2.0,,3.0,9,,2.0,2.0,,1.0,82.0
18,"Rance, Alex",8,4.0,5,13,,,,4.0,3.0,1.0,,3.0,2.0,1.0,,7.0,10,,,7.0,,,96.0
8,"Riewoldt, Jack",11,3.0,2,13,3.0,1.0,1.0,3.0,,6.0,2.0,2.0,2.0,,,6.0,4,1.0,1.0,2.0,1.0,1.0,94.0
29,"Vickery, Ty",3,4.0,4,7,,1.0,8.0,3.0,,1.0,1.0,,,,,1.0,6,,1.0,1.0,,1.0,89.0
31,"Vlastuin, Nick",14,5.0,8,22,,,,4.0,4.0,3.0,2.0,6.0,1.0,3.0,,9.0,13,,,5.0,,,80.0
35 ↑,"White, Matt",5,1.0,1,6,,,,3.0,,4.0,,,,,,,6,,,,1.0,1.0,34.0
Totals,Totals,220,86.0,133,353,16.0,14.0,32.0,72.0,39.0,59.0,40.0,48.0,22.0,24.0,3.0,130.0,218,5.0,11.0,48.0,10.0,8.0,
Opposition,Opposition,208,82.0,144,352,10.0,12.0,55.0,59.0,40.0,52.0,44.0,60.0,24.0,22.0,3.0,144.0,213,4.0,3.0,54.0,6.0,7.0,
