Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Sydney Games (W-D-L W%),Sydney Goals (Ave.)
3,"Adams, Taylor",30y 233d,211 (104-2-105 49.76%),78 (0.37),5 (5-0-0 100.00%),2 (0.40)
36,"Amartey, Joel",24y 251d,37 (25-1-11 68.92%),45 (1.22),←,
22,"Blakey, Nick",24y 73d,111 (61-1-49 55.41%),36 (0.32),←,
7,"Cunningham, Harry",30y 156d,193 (116-1-76 60.36%),51 (0.26),←,
13,"Florent, Oliver",25y 293d,151 (84-1-66 55.96%),45 (0.30),←,
42,"Fox, Robbie",31y 24d,95 (50-1-44 53.16%),13 (0.14),←,
10,"Francis, Aaron",26y 274d,70 (31-2-37 45.71%),13 (0.19),16 (7-1-8 46.88%),1 (0.06)
4,"Grundy, Brodie",30y 25d,203 (107-2-94 53.20%),71 (0.35),9 (8-0-1 88.89%),1 (0.11)
21,"Gulden, Errol",21y 297d,76 (50-1-25 66.45%),61 (0.80),←,
9,"Hayward, Will",25y 197d,146 (82-1-63 56.51%),178 (1.22),←,
5,"Heeney, Isaac",28y 5d,186 (119-1-66 64.25%),240 (1.29),←,
17,"Jordon, James",23y 142d,74 (56-1-17 76.35%),21 (0.28),9 (8-0-1 88.89%),4 (0.44)
44,"Lloyd, Jake",30y 233d,232 (143-1-88 61.85%),37 (0.16),←,
6,"McDonald, Logan",22y 36d,53 (36-1-16 68.87%),74 (1.40),←,
27,"McInerney, Justin",23y 266d,81 (49-1-31 61.11%),33 (0.41),←,
2,"McLean, Hayden",25y 111d,62 (35-1-26 57.26%),57 (0.92),←,
43,"Melican, Lewis",27y 188d,69 (38-1-30 55.80%),1 (0.01),←,
11,"Papley, Tom",27y 302d,173 (103-1-69 59.83%),271 (1.57),←,
24,"Rampe, Dane",33y 343d,236 (151-2-83 64.41%),7 (0.03),←,
34,"Roberts, Matt",20y 284d,16 (13-0-3 81.25%),2 (0.13),←,
8,"Rowbottom, James",23y 234d,102 (57-1-44 56.37%),31 (0.30),←,
1,"Warner, Chad",22y 357d,69 (44-0-25 63.77%),55 (0.80),←,
15,"Wicks, Sam",24y 239d,57 (38-0-19 66.67%),40 (0.70),←,
Totals,Totals,26y 119d,2703 (1592-24-1087 58.90%),1460 (0.54),,
C,"Longmire, John",53y 131d,316 (197-3-116 62.82%),,←,
