Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
13,"Baker, Oskar",11,2,3,14,,,,2.0,3.0,5.0,,3.0,,2.0,,2.0,14.0,,,,,2.0,77.0
4,"Bontempelli, Marcus",16,6,16,32,3,1.0,,11.0,2.0,6.0,8.0,3.0,,1.0,3.0,18.0,15.0,2.0,2.0,5.0,,1.0,86.0
31,"Dale, Bailey",18,4,10,28,,,,,4.0,5.0,,1.0,,,,5.0,18.0,1.0,,,,,84.0
35,"Daniel, Caleb",12,2,10,22,1,,,7.0,,2.0,2.0,2.0,,1.0,,4.0,18.0,,,1.0,,2.0,79.0
15,"Duryea, Taylor",5,3,2,7,,,,4.0,1.0,2.0,,3.0,,,,,6.0,,,5.0,,,81.0
44,"English, Tim",12,10,12,24,1,1.0,32.0,3.0,1.0,4.0,6.0,4.0,2.0,3.0,,10.0,16.0,2.0,1.0,6.0,,,84.0
29,"Hannan, Mitch",10,8,4,14,,2.0,,2.0,1.0,5.0,,2.0,1.0,1.0,,6.0,9.0,,3.0,1.0,,1.0,81.0
19 ↓,"Jones, Liam",,,,,,,,,,,,,,,,,,,,2.0,,,5.0
42,"Keath, Alex",7,7,8,15,,,,1.0,1.0,2.0,,4.0,2.0,1.0,,8.0,7.0,2.0,,4.0,,,100.0
21,"Liberatore, Tom",14,1,12,26,,1.0,,9.0,,4.0,8.0,2.0,3.0,1.0,,16.0,12.0,,,,,,85.0
7,"Lobb, Rory",4,4,6,10,1,,8.0,2.0,,2.0,,2.0,1.0,,,3.0,7.0,,2.0,1.0,,1.0,87.0
11,"Macrae, Jack",9,3,13,22,,1.0,,5.0,1.0,6.0,,1.0,,,,4.0,18.0,,,1.0,,,89.0
30 ↑,"McNeil, Lachlan",4,,9,13,,,,3.0,,2.0,1.0,1.0,,1.0,,7.0,5.0,,,2.0,,,69.0
33,"Naughton, Aaron",7,4,3,10,2,,,4.0,2.0,1.0,,2.0,,,,3.0,7.0,,3.0,5.0,,1.0,92.0
22,"OBrien, Tim",4,2,1,5,,,,,2.0,2.0,,,1.0,,,2.0,3.0,,,6.0,,1.0,42.0
28,"Scott, Anthony",7,2,4,11,,,,2.0,,4.0,1.0,2.0,,,,3.0,8.0,,,1.0,,,80.0
6,"Smith, Bailey",4,1,15,19,,1.0,,8.0,,,3.0,1.0,,,,8.0,11.0,,,1.0,,2.0,82.0
1,"Treloar, Adam",15,1,19,34,1,1.0,,4.0,3.0,6.0,7.0,4.0,4.0,,1.0,16.0,20.0,,,1.0,,,78.0
2,"Ugle-Hagan, Jamarra",10,7,3,13,,1.0,,2.0,,4.0,,2.0,1.0,,,7.0,6.0,3.0,3.0,2.0,,4.0,90.0
23,"Vandermeer, Laitham",6,2,4,10,,,,1.0,,2.0,,1.0,,1.0,,4.0,9.0,,,5.0,,,81.0
3,"Weightman, Cody",13,7,,13,6,2.0,,2.0,,3.0,2.0,1.0,2.0,,2.0,6.0,7.0,2.0,6.0,,,,84.0
14,"West, Rhylee",6,3,7,13,,,,3.0,,3.0,3.0,1.0,2.0,,,6.0,7.0,,,2.0,,,85.0
34,"Williams, Bailey",10,5,4,14,,,,1.0,2.0,2.0,1.0,1.0,,1.0,,4.0,10.0,,,2.0,,,80.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,4.0,,,,,,,,,,,,,,,,,
Totals,Totals,204,84,165,369,15,15.0,40.0,76.0,23.0,72.0,42.0,43.0,19.0,13.0,6.0,142.0,233.0,12.0,20.0,53.0,,15.0,
Opposition,Opposition,181,73,148,329,13,6.0,52.0,48.0,53.0,36.0,38.0,57.0,13.0,19.0,,127.0,199.0,14.0,12.0,53.0,3.0,10.0,
