Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Hawthorn Games (W-D-L W%),Hawthorn Goals (Ave.)
17,"Chick, Daniel",21y 62d,25 (13-1-11 54.00%),15 (0.60),←,
19,"Dunstall, Jason",32y 242d,251 (172-1-78 68.73%),1188 (4.73),←,
35,"Gibson, Shannon",21y 157d,17 (6-1-10 38.24%),5 (0.29),←,
34,"Graham, Mark",24y 31d,68 (33-1-34 49.26%),14 (0.21),←,
5,"Harford, Daniel",20y 25d,36 (16-0-20 44.44%),16 (0.44),←,
13,"Hassall, Jon",23y 242d,53 (21-2-30 41.51%),13 (0.25),3 (2-0-1 66.67%),1 (0.33)
2,"Holland, Nick",22y 258d,41 (17-1-23 42.68%),36 (0.88),←,
1,"Jencke, Ray",31y 19d,190 (122-1-67 64.47%),27 (0.14),←,
14,"Krummel, Brendan",24y 293d,24 (14-0-10 58.33%),6 (0.25),14 (8-0-6 57.14%),3 (0.21)
12,"Lawrence, Stephen",27y 356d,126 (75-0-51 59.52%),27 (0.21),←,
37,"Lekkas, Angelo",20y 288d,6 (3-0-3 50.00%),1 (0.17),←,
15,"Lord, Aaron",21y 266d,35 (25-1-9 72.86%),20 (0.57),3 (2-0-1 66.67%),1 (0.33)
7,"McCabe, Luke",20y 246d,19 (10-0-9 52.63%),3 (0.16),←,
44,"Platten, John",34y 27d,243 (160-1-82 66.05%),214 (0.88),←,
18,"Pritchard, Darrin",31y 23d,202 (134-1-67 66.58%),92 (0.46),←,
10,"Robran, Jonathon",24y 174d,20 (10-0-10 50.00%),,←,
4,"Salmon, Paul",32y 83d,230 (133-3-94 58.48%),513 (2.23),21 (10-1-10 50.00%),4 (0.19)
28,"Scott, Brad",20y 345d,3 (2-0-1 66.67%),2 (0.67),←,
29,"Tallis, Rayden",21y 308d,46 (21-0-25 45.65%),9 (0.20),←,
8,"Treleven, Craig",26y 303d,24 (12-1-11 52.08%),8 (0.33),←,
30,"Woods, Tony",27y 285d,74 (33-1-40 45.27%),19 (0.26),43 (17-1-25 40.70%),9 (0.21)
Totals,Totals,25y 122d,1733 (1032-16-685 59.55%),2228 (1.29),,
C,"Judge, Ken",39y 88d,26 (13-1-12 51.92%),,←,
