Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
11,"Adams, Taylor",16,6,7,23,1,,,6.0,3.0,6.0,2.0,3.0,4.0,1.0,,5.0,18.0,,,1.0,,1.0,83.0
50,"Brogan, Dean",7,5,8,15,,,21.0,1.0,,1.0,4.0,1.0,1.0,,,10.0,6.0,2.0,,5.0,,,89.0
14,"Bugg, Tomas",5,2,6,11,,,,1.0,,1.0,2.0,5.0,,3.0,,4.0,7.0,,,1.0,,,89.0
18,"Cameron, Jeremy",2,1,,2,,,,,,2.0,,3.0,,,,,2.0,,,2.0,1.0,,88.0
3,"Coniglio, Stephen",10,4,8,18,,,,,2.0,2.0,3.0,4.0,,1.0,,5.0,14.0,,,,,,80.0
1,"Davis, Phil",8,7,4,12,,,,1.0,,1.0,,3.0,,2.0,,4.0,8.0,2.0,,2.0,,,88.0
26,"Giles, Jonathan",6,2,3,9,,,16.0,1.0,,4.0,,3.0,3.0,1.0,,7.0,4.0,1.0,,3.0,,,85.0
4,"Greene, Toby",12,4,11,23,1,,,1.0,2.0,,1.0,2.0,1.0,,,5.0,18.0,,,1.0,,,76.0
2,"Hampton, Curtly",11,3,6,17,,,,5.0,3.0,2.0,,4.0,2.0,2.0,,6.0,8.0,,,2.0,1.0,,86.0
19,"Haynes, Nick",4,5,6,10,,,,,1.0,,,1.0,1.0,,,5.0,5.0,1.0,,,,,80.0
34,"Jaksch, Kristian",6,6,4,10,1,,,1.0,,,,1.0,,,,2.0,8.0,,,3.0,,,87.0
40,"Kennedy, Adam",10,3,4,14,,,,,4.0,,,2.0,1.0,1.0,,4.0,8.0,1.0,,2.0,,,88.0
39,"Mohr, Tim",10,5,,10,,,,2.0,5.0,1.0,,,,,,2.0,8.0,,,4.0,,,94.0
9,"Scully, Tom",12,4,10,22,1,,,3.0,1.0,4.0,1.0,4.0,1.0,,,3.0,19.0,,,,1.0,1.0,93.0
5,"Shiel, Dylan",8,4,15,23,1,1.0,,3.0,1.0,2.0,4.0,2.0,,,,9.0,14.0,1.0,1.0,1.0,,,84.0
28 ↓,"Sumner, Liam",5,1,,5,1,,,3.0,1.0,1.0,,2.0,1.0,,,2.0,2.0,,,1.0,,,43.0
20,"Tomlinson, Adam",12,6,10,22,,1.0,1.0,3.0,1.0,5.0,,6.0,1.0,1.0,,8.0,14.0,,,,2.0,,93.0
17,"Treloar, Adam",9,1,13,22,,1.0,,2.0,2.0,2.0,6.0,3.0,2.0,1.0,,14.0,8.0,,,,,,84.0
29 ↑,"Tyson, Dom",3,,7,10,,,,1.0,,,3.0,2.0,,,,4.0,6.0,,,,,1.0,43.0
8,"Ward, Callan",6,3,12,18,,,1.0,9.0,1.0,2.0,4.0,1.0,1.0,,,5.0,13.0,,,,1.0,,87.0
51,"Williams, Zac",6,1,8,14,,,,1.0,2.0,1.0,2.0,,1.0,,,8.0,6.0,,,1.0,,,77.0
16,"Wilson, Nathan",5,4,3,8,,,,3.0,,2.0,1.0,2.0,1.0,2.0,,2.0,8.0,,,,,1.0,83.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,173,77,145,318,6,6.0,39.0,47.0,29.0,39.0,33.0,54.0,21.0,15.0,,114.0,204.0,8.0,1.0,29.0,6.0,4.0,
Opposition,Opposition,252,125,172,424,25,13.0,31.0,42.0,31.0,55.0,35.0,46.0,15.0,21.0,6.0,136.0,284.0,14.0,29.0,45.0,26.0,18.0,
