Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
9,"Ablett, Gary",17,3,15,32,1,,,5.0,,7.0,4.0,3.0,1.0,1.0,1.0,12.0,19.0,1.0,,,,,96.0
11,"Bennell, Harley",11,2,6,17,1,1.0,1.0,,2.0,4.0,2.0,3.0,,,,5.0,11.0,,,4.0,1.0,1.0,89.0
40,"Boston, Andrew",8,2,2,10,,,,,2.0,2.0,1.0,3.0,,1.0,,2.0,8.0,,,,4.0,,80.0
3,"Brennan, Jared",5,4,,5,,1.0,,4.0,,,,,,,,1.0,4.0,,,,,,86.0
36,"Broughton, Greg",9,6,2,11,,,,3.0,2.0,1.0,1.0,2.0,,1.0,,4.0,7.0,1.0,,2.0,1.0,,93.0
30,"Brown, Campbell",13,4,4,17,1,,,,4.0,1.0,1.0,2.0,1.0,1.0,,5.0,12.0,1.0,,8.0,1.0,,92.0
12,"Day, Sam",7,3,3,10,2,2.0,7.0,4.0,,,1.0,2.0,1.0,1.0,,6.0,5.0,1.0,,2.0,,,79.0
23,"Dixon, Charlie",10,6,7,17,2,,10.0,2.0,3.0,1.0,3.0,3.0,1.0,,,12.0,6.0,4.0,2.0,2.0,,2.0,85.0
13 ↑,"Gillbee, Jacob",2,1,7,9,,,,2.0,,,,,,,,6.0,3.0,,,2.0,,,40.0
33,"Hall, Aaron",11,6,3,14,2,,,6.0,,7.0,1.0,,2.0,,,4.0,11.0,1.0,,2.0,,,83.0
5,"Harbrow, Jarrod",14,5,6,20,,,,1.0,3.0,2.0,5.0,2.0,1.0,,,7.0,12.0,,,1.0,,,88.0
17,"May, Steven",6,1,6,12,,,,,2.0,1.0,,7.0,,1.0,,7.0,5.0,,,15.0,,,89.0
18,"McKenzie, Trent",9,2,7,16,,,,3.0,4.0,3.0,,2.0,1.0,,,6.0,7.0,,,8.0,,1.0,91.0
22 ↓,"Nicholls, Tom",2,1,3,5,,1.0,7.0,1.0,,,1.0,1.0,1.0,1.0,,5.0,,1.0,1.0,2.0,,,43.0
1,"OMeara, Jaeger",8,5,15,23,,,,6.0,,4.0,6.0,4.0,,2.0,,15.0,10.0,2.0,,1.0,2.0,,90.0
8,"Russell, Luke",7,5,10,17,,,,2.0,3.0,1.0,,1.0,,,,5.0,12.0,,,4.0,1.0,1.0,89.0
6,"Sexton, Alex",7,1,1,8,,1.0,,4.0,,4.0,,,1.0,,,1.0,6.0,,,2.0,2.0,1.0,83.0
26,"Shaw, Matt",10,8,12,22,1,,,3.0,2.0,,1.0,1.0,1.0,,,3.0,20.0,,1.0,4.0,2.0,,76.0
25,"Stanley, Danny",7,4,12,19,1,,,8.0,,,2.0,3.0,,2.0,,7.0,12.0,,2.0,,,1.0,79.0
39,"Sumner, Timmy",8,3,5,13,,1.0,,1.0,,2.0,,4.0,1.0,1.0,,7.0,6.0,,,,1.0,,80.0
48,"Tape, Seb",3,2,6,9,,,,5.0,5.0,,,2.0,,,,4.0,5.0,,,4.0,,,91.0
4,"Weller, Maverick",7,6,6,13,,,,4.0,3.0,,,1.0,,1.0,,2.0,11.0,,,1.0,,,78.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,4.0,,,,,,,,,,,,,,,,,
Totals,Totals,181,80,138,319,11,11.0,25.0,64.0,35.0,40.0,29.0,46.0,12.0,13.0,1.0,126.0,192.0,12.0,6.0,64.0,15.0,7.0,
Opposition,Opposition,236,107,152,388,16,24.0,50.0,53.0,25.0,65.0,41.0,39.0,13.0,12.0,5.0,145.0,249.0,8.0,13.0,45.0,20.0,12.0,
