Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
21,"Atkins, Rory",18,8,5,23,,1.0,,4.0,,7.0,2.0,1.0,,,,4.0,18.0,1.0,,,,1.0,79.0
18,"Betts, Eddie",13,5,3,16,1,1.0,,3.0,,4.0,2.0,6.0,,2.0,,7.0,8.0,1.0,3.0,4.0,,,87.0
16,"Brown, Luke",9,4,8,17,,,,5.0,2.0,,,,1.0,,,4.0,12.0,,,2.0,,,84.0
23,"Cameron, Charlie",10,7,3,13,2,1.0,,6.0,1.0,3.0,,2.0,2.0,,,7.0,8.0,2.0,3.0,2.0,,1.0,84.0
2,"Crouch, Brad",10,,16,26,,,,6.0,3.0,4.0,9.0,3.0,,1.0,,14.0,12.0,,,,,1.0,68.0
44,"Crouch, Matt",15,4,23,38,1,,,3.0,2.0,2.0,8.0,4.0,1.0,,2.0,15.0,24.0,,,1.0,,,72.0
26,"Douglas, Richard",14,,11,25,1,,,5.0,,4.0,7.0,2.0,3.0,,,18.0,9.0,,,1.0,,1.0,78.0
17,"Hampton, Curtly",8,2,6,14,,1.0,,2.0,,4.0,4.0,3.0,,1.0,,6.0,6.0,,1.0,,1.0,,82.0
15,"Hartigan, Kyle",7,5,3,10,,,,2.0,3.0,1.0,,3.0,1.0,1.0,,4.0,6.0,2.0,,1.0,,,86.0
24,"Jacobs, Sam",15,9,11,26,1,1.0,50.0,2.0,2.0,8.0,3.0,3.0,2.0,1.0,,9.0,16.0,3.0,2.0,1.0,1.0,1.0,86.0
4,"Jenkins, Josh",5,4,6,11,1,,1.0,2.0,,1.0,,1.0,1.0,1.0,,4.0,9.0,1.0,1.0,,,1.0,87.0
8,"Kelly, Jake",12,10,16,28,,,,1.0,2.0,1.0,1.0,2.0,,1.0,,11.0,17.0,,,5.0,,,90.0
29,"Laird, Rory",16,5,18,34,,,,4.0,8.0,2.0,1.0,1.0,1.0,1.0,,6.0,28.0,,,1.0,,,85.0
6,"Lever, Jake",9,8,11,20,,,1.0,1.0,2.0,,,2.0,,1.0,,10.0,11.0,3.0,,5.0,,,91.0
27,"Lynch, Tom",13,9,9,22,3,2.0,,1.0,1.0,5.0,1.0,1.0,,,,12.0,10.0,4.0,3.0,,,2.0,90.0
14,"Mackay, David",13,4,8,21,,,,3.0,,3.0,4.0,5.0,2.0,1.0,,8.0,14.0,,,1.0,1.0,,75.0
30,"Milera, Wayne",9,4,7,16,1,,,3.0,3.0,1.0,,2.0,1.0,1.0,,6.0,12.0,,,,,2.0,78.0
22,"Otten, Andy",10,6,4,14,1,1.0,11.0,3.0,,1.0,1.0,1.0,2.0,,,7.0,7.0,2.0,3.0,1.0,,1.0,79.0
9,"Sloane, Rory",15,8,18,33,3,,,8.0,2.0,1.0,4.0,2.0,,,3.0,13.0,20.0,2.0,1.0,2.0,,,73.0
33,"Smith, Brodie",9,8,13,22,1,,,3.0,2.0,3.0,,2.0,1.0,,,3.0,19.0,1.0,,1.0,,,77.0
12,"Talia, Daniel",9,8,8,17,,,,3.0,5.0,1.0,,,1.0,,,6.0,12.0,1.0,,9.0,,,86.0
13,"Walker, Taylor",11,7,4,15,5,2.0,,,,4.0,,5.0,2.0,3.0,1.0,7.0,8.0,2.0,4.0,2.0,,2.0,82.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,4.0,,,,,,,,,,,,,,,,,
Totals,Totals,250,125,211,461,21,14.0,63.0,70.0,38.0,60.0,47.0,51.0,21.0,15.0,6.0,181.0,286.0,25.0,21.0,39.0,3.0,13.0,
Opposition,Opposition,177,58,157,334,10,4.0,41.0,82.0,34.0,50.0,38.0,57.0,15.0,21.0,,154.0,178.0,14.0,9.0,57.0,8.0,8.0,
