St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
27,"Beveridge, Luke",10,2,3,13,,1.0,,1.0,,,,,,,,,,,,,,,
2,"Brown, Tony",11,4,8,19,1,1.0,,1.0,,,,,,,,,,,,,,,
3,"Burke, Nathan",21,5,8,29,,,,3.0,,,,,2.0,2.0,2.0,,,,,,,,
36,"Cripps, Jason",2,1,,2,,,,,,,,,,,,,,,,,,,
34,"Daniels, Jayson",9,5,11,20,,1.0,,1.0,,,,,1.0,2.0,,,,,,,,,
28,"Elliott, Jamie",13,5,3,16,,,,5.0,,,,,1.0,2.0,,,,,,,,,
10,"Everitt, Peter",8,2,3,11,,,13.0,3.0,,,,,2.0,1.0,,,,,,,,,
35,"Harvey, Robert",19,2,19,38,1,2.0,,2.0,,,,,2.0,,1.0,,,,,,,,
29,"Jones, Austinn",17,3,6,23,2,1.0,,,,,,,1.0,,,,,,,,,,
17,"Keogh, Rod",2,,2,4,,,,2.0,,,,,,,,,,,,,,,
23,"Loewe, Stewart",17,14,2,19,9,5.0,,1.0,,,,,2.0,2.0,3.0,,,,,,,,
42,"McLean, Andrew",2,5,3,5,,,3.0,2.0,,,,,,,,,,,,,,,
16,"Neill, Robert",10,6,8,18,,,,1.0,,,,,,2.0,,,,,,,,,
1,"Peckett, Justin",10,2,5,15,1,,,1.0,,,,,,,,,,,,,,,
31,"Shanahan, Jamie",7,4,,7,,,,2.0,,,,,1.0,,,,,,,,,,
4,"Smith, Joel",13,4,4,17,,,,,,,,,,,,,,,,,,,
32,"Traianidis, Jason",2,1,2,4,,,,1.0,,,,,,1.0,,,,,,,,,
15,"Wakelin, Darryl",3,2,3,6,,,1.0,2.0,,,,,2.0,2.0,,,,,,,,,
12,"Wakelin, Shane",4,3,3,7,,,,4.0,,,,,,1.0,,,,,,,,,
7,"Winmar, Nicky",13,6,7,20,,,,1.0,,,,,,1.0,,,,,,,,,
20,"Young, Matthew",16,4,3,19,,,,5.0,,,,,,1.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,209,80,103,312,14,12.0,17.0,38.0,,,,,14.0,17.0,6.0,,,,,,,,
Opposition,Opposition,176,53,83,259,7,8.0,21.0,15.0,,,,,17.0,14.0,,,,,,,,,
