Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
7,"Baker, Liam",7,2,9,16,1,,,2.0,1.0,3.0,5.0,6.0,2.0,3.0,,9.0,6.0,,,4.0,,,86.0
21,"Balta, Noah",3,2,1,4,,,2.0,,,1.0,,3.0,,,,3.0,1.0,1.0,,2.0,,,70.0
29,"Bolton, Shai",8,1,2,10,1,1.0,,2.0,,3.0,2.0,5.0,,3.0,,6.0,3.0,1.0,1.0,1.0,,,90.0
35,"Broad, Nathan",21,10,1,22,,,,3.0,12.0,,,2.0,1.0,,,5.0,14.0,1.0,,7.0,3.0,,98.0
11,"Castagna, Jason",4,1,3,7,,1.0,,6.0,,2.0,,2.0,2.0,1.0,,5.0,2.0,,,,,,78.0
26,"Collier-Dawkins, Riley",2,2,7,9,,,,2.0,,1.0,,5.0,,2.0,,4.0,6.0,,,,,,80.0
9,"Cotchin, Trent",15,6,7,22,,,,,3.0,3.0,5.0,6.0,1.0,1.0,,6.0,12.0,,,2.0,,,74.0
27 ↓,"Dow, Thomson",3,1,4,7,,,,,,1.0,1.0,3.0,,1.0,,3.0,4.0,1.0,,1.0,,,50.0
10,"Edwards, Shane",4,2,3,7,,,,1.0,,1.0,1.0,4.0,,2.0,,3.0,4.0,,,1.0,,,81.0
28,"Gibcus, Josh",15,12,3,18,,,,1.0,7.0,,,1.0,1.0,1.0,,4.0,12.0,2.0,,3.0,,,94.0
34,"Graham, Jack",11,2,9,20,1,,,4.0,1.0,2.0,2.0,6.0,2.0,2.0,,9.0,12.0,,1.0,1.0,,,77.0
19,"Lynch, Tom",4,1,2,6,2,,,1.0,,1.0,,4.0,1.0,2.0,,3.0,2.0,,,3.0,,,94.0
31,"Mansell, Rhyan",10,7,2,12,,,,2.0,3.0,,,4.0,1.0,2.0,,3.0,8.0,,,,,,77.0
33,"McIntosh, Kamdyn",12,5,3,15,,,,,3.0,1.0,,5.0,,,,3.0,11.0,,,2.0,,,75.0
25,"Nankervis, Toby",15,6,6,21,,1.0,24.0,4.0,3.0,3.0,2.0,5.0,1.0,2.0,,10.0,12.0,1.0,,6.0,,,77.0
37 ↑,"Parker, Matthew",1,1,3,4,,,,2.0,,1.0,,3.0,,1.0,,2.0,3.0,,,,,1.0,34.0
3,"Prestia, Dion",17,3,10,27,,1.0,,6.0,2.0,5.0,6.0,6.0,2.0,1.0,,17.0,11.0,,1.0,2.0,,1.0,84.0
8,"Riewoldt, Jack",9,5,2,11,2,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,,,6.0,5.0,2.0,2.0,5.0,,1.0,81.0
17,"Rioli, Daniel",15,4,2,17,1,,,2.0,3.0,4.0,,3.0,1.0,1.0,,2.0,11.0,,,1.0,,,75.0
5,"Ross, Jack",6,5,13,19,,,,,2.0,1.0,1.0,1.0,,,,7.0,13.0,,,3.0,,1.0,69.0
15,"Short, Jayden",23,9,7,30,,,,4.0,5.0,4.0,2.0,4.0,1.0,,,5.0,17.0,,,2.0,,,82.0
6,"Tarrant, Robbie",6,4,6,12,,,,1.0,1.0,,,5.0,1.0,3.0,,3.0,9.0,,,7.0,,,90.0
1,"Vlastuin, Nick",22,12,8,30,,,,3.0,8.0,2.0,,5.0,1.0,,,10.0,16.0,1.0,,6.0,,1.0,84.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,233,103,113,346,8,6.0,27.0,48.0,55.0,42.0,28.0,89.0,19.0,28.0,,128.0,194.0,10.0,5.0,59.0,3.0,5.0,
Opposition,Opposition,220,96,191,411,9,22.0,39.0,45.0,33.0,64.0,37.0,72.0,28.0,19.0,6.0,150.0,262.0,11.0,12.0,51.0,,6.0,
