Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Fremantle Games (W-D-L W%),Fremantle Goals (Ave.)
21,"Barlow, Michael",26y 242d,86 (56-1-29 65.70%),57 (0.66),←,
30,"Clarke, Zac",24y 142d,70 (37-1-32 53.57%),38 (0.54),←,
15,"Crowley, Ryan",30y 165d,184 (102-1-81 55.71%),116 (0.63),←,
17,"Crozier, Hayden",20y 236d,19 (11-0-8 57.89%),15 (0.79),←,
3,"Dawson, Zac",28y 176d,137 (89-4-44 66.42%),7 (0.05),60 (43-1-16 72.50%),3 (0.05)
41,"Duffield, Paul",29y 193d,153 (81-1-71 53.27%),33 (0.22),←,
24,"Duffy, Max",21y 128d,2 (1-0-1 50.00%),2 (1.00),←,
7,"Fyfe, Nat",22y 333d,90 (57-1-32 63.89%),75 (0.83),←,
32,"Hill, Stephen",24y 108d,124 (69-0-55 55.65%),82 (0.66),←,
37,"Johnson, Michael",29y 301d,188 (102-1-85 54.52%),62 (0.33),←,
23,"Mayne, Chris",25y 288d,124 (72-1-51 58.47%),147 (1.19),←,
16,"Mundy, David",29y 28d,206 (112-1-93 54.61%),78 (0.38),←,
13,"Mzungu, Tendai",28y 170d,82 (51-1-30 62.80%),49 (0.60),←,
27,"Neale, Lachie",21y 85d,42 (25-0-17 59.52%),20 (0.48),←,
29,"Pavlich, Matthew",32y 229d,310 (148-0-162 47.74%),623 (2.01),←,
6,"Pearce, Danyle",28y 132d,199 (91-2-106 46.23%),103 (0.52),45 (32-1-12 72.22%),27 (0.60)
31,"Sandilands, Aaron",31y 254d,212 (115-0-97 54.25%),82 (0.39),←,
36,"Silvagni, Alex",26y 322d,44 (25-1-18 57.95%),10 (0.23),←,
34,"Spurr, Lee",27y 21d,56 (42-1-13 75.89%),5 (0.09),←,
33,"Sutcliffe, Cam",22y 86d,43 (31-1-11 73.26%),11 (0.26),←,
20,"Taberner, Matthew",21y 61d,9 (5-0-4 55.56%),6 (0.67),←,
10,"Walters, Michael",23y 222d,46 (30-1-15 66.30%),87 (1.89),←,
Totals,Totals,26y 79d,2426 (1352-19-1055 55.73%),1708 (0.70),,
C,"Lyon, Ross",47y 282d,190 (123-5-62 66.05%),,69 (47-1-21 68.84%),
