Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Geelong Games (W-D-L W%),Geelong Goals (Ave.)
3,"Bartel, Jimmy",30y 184d,260 (183-2-75 70.77%),178 (0.68),←,
24,"Bews, Jed",20y 174d,4 (2-0-2 50.00%),,←,
46,"Blicavs, Mark",23y 70d,33 (24-0-9 72.73%),9 (0.27),←,
22,"Duncan, Mitch",22y 361d,87 (67-0-20 77.01%),71 (0.82),←,
44,"Enright, Corey",32y 265d,275 (183-2-90 66.91%),58 (0.21),←,
29,"Guthrie, Cameron",21y 291d,51 (36-0-15 70.59%),8 (0.16),←,
26,"Hawkins, Tom",25y 320d,134 (105-0-29 78.36%),250 (1.87),←,
33,"Horlin-Smith, George",21y 166d,21 (16-0-5 76.19%),16 (0.76),←,
20,"Johnson, Steve",30y 337d,225 (162-2-61 72.44%),414 (1.84),←,
9,"Kelly, James",30y 159d,244 (167-1-76 68.65%),87 (0.36),←,
13,"Lonergan, Tom",30y 20d,132 (99-1-32 75.38%),51 (0.39),←,
4,"Mackie, Andrew",29y 303d,207 (159-0-48 76.81%),87 (0.42),←,
17,"McIntosh, Hamish",29y 275d,118 (54-2-62 46.61%),64 (0.54),11 (8-0-3 72.73%),5 (0.45)
32,"Motlop, Steven",23y 86d,56 (38-0-18 67.86%),75 (1.34),←,
21,"Murdoch, Jordan",22y 75d,30 (22-0-8 73.33%),28 (0.93),←,
25,"Rivers, Jared",29y 231d,170 (69-3-98 41.47%),18 (0.11),20 (15-0-5 75.00%),
14,"Selwood, Joel",26y 11d,171 (138-0-33 80.70%),100 (0.58),←,
2,"Smedts, Billie",21y 363d,29 (21-0-8 72.41%),18 (0.62),←,
27,"Stokes, Mathew",29y 196d,165 (130-0-35 78.79%),197 (1.19),←,
12,"Stringer, Jesse",23y 64d,18 (13-0-5 72.22%),7 (0.39),←,
7,"Taylor, Harry",27y 359d,147 (115-0-32 78.23%),38 (0.26),←,
34,"Walker, Josh",21y 206d,12 (8-0-4 66.67%),8 (0.67),←,
Totals,Totals,26y 56d,2589 (1811-13-765 69.95%),1782 (0.69),,
C,"Scott, Chris",38y 34d,84 (64-0-20 76.19%),,←,
