North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),North Melbourne Games (W-D-L W%),North Melbourne Goals (Ave.)
33,"Allison, Brett",27y 105d,160 (84-1-75 52.81%),186 (1.16),←,
5,"Anderson, Stuart",21y 73d,17 (12-0-5 70.59%),2 (0.12),←,
11,"Archer, Glenn",22y 168d,70 (40-0-30 57.14%),36 (0.51),←,
14,"Armstrong, Matt",28y 191d,155 (67-0-88 43.23%),83 (0.54),23 (15-0-8 65.22%),12 (0.52)
12,"Blakey, John",29y 46d,199 (91-0-108 45.73%),59 (0.30),64 (39-0-25 60.94%),21 (0.33)
18,"Carey, Wayne",24y 104d,121 (69-0-52 57.02%),303 (2.50),←,
28,"Dwyer, Anthony",25y 250d,26 (10-0-16 38.46%),26 (1.00),←,
6,"Fairley, Ian",30y 355d,191 (97-2-92 51.31%),148 (0.77),←,
17,"Freeborn, Glenn",22y 214d,7 (5-0-2 71.43%),2 (0.29),←,
42,"Geister, Paul",23y 222d,2 (2-0-0 100.00%),,←,
34,"King, David",23y 185d,39 (24-0-15 61.54%),11 (0.28),←,
7,"Laidley, Dani",28y 165d,114 (67-1-46 59.21%),12 (0.11),62 (38-0-24 61.29%),1 (0.02)
35,"Longmire, John",24y 251d,153 (77-1-75 50.65%),490 (3.20),←,
4,"Martyn, Mick",27y 8d,149 (78-1-70 52.68%),12 (0.08),←,
31,"McKernan, Corey",21y 263d,45 (29-0-16 64.44%),38 (0.84),←,
22,"Roberts, Mark",30y 72d,140 (65-0-75 46.43%),113 (0.81),63 (39-0-24 61.90%),94 (1.49)
3,"Rock, Anthony",24y 344d,110 (63-0-47 57.27%),92 (0.84),←,
2,"Schwass, Wayne",26y 285d,145 (76-0-69 52.41%),87 (0.60),←,
8,"Scott, Robert",26y 191d,155 (90-1-64 58.39%),180 (1.16),23 (15-0-8 65.22%),16 (0.70)
24,"Sholl, Craig",27y 252d,126 (69-0-57 54.76%),21 (0.17),←,
15,"Smith, Ross",30y 217d,219 (110-2-107 50.68%),36 (0.16),←,
Totals,Totals,26y 32d,2343 (1225-9-1109 52.28%),1937 (0.83),,
C,"Pagan, Denis",47y 349d,68 (42-0-26 61.76%),,←,
