Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
37,"Callinan, Ian",6,7,5,11,1,2.0,,1.0,,2.0,,,,,,5.0,6.0,2.0,3.0,,,1.0,82.0
32,"Dangerfield, Patrick",15,6,10,25,1,,1.0,3.0,4.0,2.0,2.0,4.0,1.0,1.0,,14.0,11.0,1.0,,2.0,,,84.0
11,"Doughty, Michael",6,5,4,10,,,,,,1.0,1.0,2.0,,1.0,,4.0,8.0,,,5.0,,1.0,79.0
26,"Douglas, Richard",13,7,4,17,1,1.0,,4.0,2.0,3.0,2.0,3.0,,1.0,,4.0,13.0,,,1.0,,1.0,83.0
24,"Jacobs, Sam",6,5,2,8,,,27.0,1.0,1.0,,,1.0,,,,2.0,6.0,,,2.0,,,85.0
10,"Jaensch, Matthew",9,5,2,11,,,,1.0,5.0,1.0,,,1.0,,,1.0,9.0,,,3.0,,,85.0
14,"Mackay, David",8,5,5,13,,,,3.0,,2.0,1.0,2.0,1.0,,,4.0,10.0,,,,1.0,1.0,85.0
36,"Martin, Brodie",9,1,6,15,,,,1.0,5.0,1.0,3.0,2.0,,1.0,,6.0,8.0,,,2.0,3.0,,87.0
35,"McKernan, Shaun",7,3,1,8,1,2.0,8.0,,,2.0,1.0,3.0,3.0,2.0,,6.0,3.0,1.0,2.0,1.0,,,85.0
23 ↑,"Petrenko, Jared",4,1,1,5,,,,2.0,,1.0,1.0,,,,,2.0,3.0,,,1.0,,1.0,46.0
40,"Porplyzia, Jason",8,4,4,12,1,,,2.0,,4.0,2.0,2.0,,,,6.0,6.0,1.0,1.0,3.0,,,86.0
3,"Reilly, Brent",14,6,4,18,,,,4.0,3.0,2.0,,,,,,4.0,12.0,1.0,,3.0,,,86.0
25,"Rutten, Ben",2,2,6,8,,,,2.0,,,,1.0,,1.0,,4.0,5.0,,,7.0,,,90.0
34,"Shaw, Sam",5,1,1,6,,,,1.0,4.0,,,2.0,,1.0,,2.0,5.0,,,10.0,,,73.0
9,"Sloane, Rory",9,4,12,21,1,,,4.0,3.0,1.0,4.0,1.0,,1.0,,14.0,7.0,,,2.0,,,85.0
12,"Talia, Daniel",1,2,3,4,,,,,1.0,,,,,,,2.0,2.0,1.0,,10.0,,,96.0
5,"Thompson, Scott",20,5,8,28,,1.0,,5.0,4.0,8.0,8.0,6.0,1.0,2.0,,13.0,15.0,,2.0,1.0,,1.0,87.0
4 ↓,"Tippett, Kurt",6,3,,6,1,1.0,,,,1.0,,2.0,3.0,1.0,,4.0,2.0,1.0,2.0,,,,39.0
7,"van Berlo, Nathan",6,3,5,11,,,,5.0,1.0,1.0,1.0,,,,,3.0,8.0,,,,,,94.0
17,"Vince, Bernie",11,6,3,14,2,,,1.0,2.0,3.0,3.0,1.0,,1.0,,3.0,10.0,,1.0,,,1.0,81.0
13,"Walker, Taylor",15,10,4,19,3,1.0,,2.0,,6.0,,3.0,2.0,1.0,,7.0,12.0,3.0,2.0,2.0,,1.0,97.0
47,"Wright, Matthew",12,5,4,16,1,1.0,,,1.0,2.0,2.0,4.0,1.0,2.0,,5.0,10.0,,1.0,,,1.0,85.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,192,96,94,286,13,11.0,36.0,42.0,36.0,43.0,31.0,39.0,13.0,16.0,,115.0,171.0,11.0,14.0,55.0,4.0,9.0,
Opposition,Opposition,209,98,143,352,17,19.0,37.0,41.0,26.0,59.0,36.0,36.0,16.0,13.0,6.0,134.0,218.0,20.0,19.0,48.0,10.0,9.0,
