Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),GWS Games (W-D-L W%),GWS Goals (Ave.)
7,"Ash, Lachie",19y 293d,16 (8-0-8 50.00%),1 (0.06),←,
44,"Buckley, Jack",23y 114d,6 (1-0-5 16.67%),,←,
21,"Buntine, Matt",27y 173d,61 (31-0-30 50.82%),3 (0.05),←,
13,"Cumming, Isaac",22y 242d,14 (6-0-8 42.86%),,←,
16,"Daniels, Brent",22y 32d,52 (30-0-22 57.69%),20 (0.38),←,
31,"Finlayson, Jeremy",25y 60d,54 (30-2-22 57.41%),71 (1.31),←,
4,"Greene, Toby",27y 197d,162 (73-1-88 45.37%),196 (1.21),←,
12,"Green, Tom",20y 77d,9 (4-0-5 44.44%),3 (0.33),←,
19,"Haynes, Nick",28y 327d,149 (72-3-74 49.33%),9 (0.06),←,
37,"Hill, Bobby",21y 60d,17 (8-0-9 47.06%),13 (0.76),←,
27,"Himmelberg, Harry",24y 337d,85 (51-1-33 60.59%),98 (1.15),←,
2,"Hopper, Jacob",24y 63d,88 (52-1-35 59.66%),33 (0.38),←,
39,"Idun, Connor",20y 255d,6 (2-0-4 33.33%),,←,
25,"Keeffe, Lachlan",30y 361d,75 (41-0-34 54.67%),15 (0.20),35 (16-0-19 45.71%),8 (0.23)
22,"Kelly, Josh",26y 57d,136 (75-2-59 55.88%),86 (0.63),←,
41,"Mumford, Shane",34y 279d,203 (131-4-68 65.52%),53 (0.26),103 (62-2-39 61.17%),14 (0.14)
33,"OHalloran, Xavier",20y 273d,5 (2-0-3 40.00%),1 (0.20),←,
26,"Riccardi, Jake",21y 154d,6 (3-0-3 50.00%),10 (1.67),←,
34,"Shipley, Nick",21y 289d,5 (2-0-3 40.00%),,←,
18,"Stone, Conor",18y 353d,1 (1-0-0 100.00%),,←,
14,"Taranto, Tim",23y 72d,78 (45-1-32 58.33%),29 (0.37),←,
15,"Taylor, Sam",21y 340d,38 (24-0-14 63.16%),1 (0.03),←,
8,"Ward, Callan",31y,228 (101-3-124 44.96%),111 (0.49),168 (69-3-96 41.96%),78 (0.46)
Totals,Totals,24y 112d,1494 (793-18-683 53.08%),753 (0.50),,
C,"Cameron, Leon",48y 220d,164 (88-3-73 54.57%),,←,
