Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Western Bulldogs Games (W-D-L W%),Western Bulldogs Goals (Ave.)
31,"Alvey, Mark",19y 79d,3 (2-0-1 66.67%),2 (0.67),←,
17,"Brown, Nathan",21y 199d,47 (30-1-16 64.89%),35 (0.74),←,
43,"Contessa, Adam",22y 242d,17 (12-1-4 73.53%),5 (0.29),←,
12,"Cook, James",25y 233d,74 (48-1-25 65.54%),131 (1.77),49 (32-1-16 66.33%),96 (1.96)
16,"Croft, Matthew",26y 183d,108 (65-3-40 61.57%),46 (0.43),←,
11,"Curley, Todd",26y 226d,77 (42-2-33 55.84%),32 (0.42),74 (40-2-32 55.41%),31 (0.42)
14,"Darcy, Luke",24y 47d,93 (52-2-39 56.99%),66 (0.71),←,
28,"Dimattina, Paul",24y 279d,64 (40-1-23 63.28%),25 (0.39),←,
32,"Ellis, Craig",24y 85d,72 (40-1-31 56.25%),4 (0.06),←,
3,"Grant, Chris",26y 258d,211 (115-4-92 55.45%),389 (1.84),←,
9,"Hudson, Paul",29y 39d,197 (120-1-76 61.17%),401 (2.04),63 (40-1-22 64.29%),137 (2.17)
6,"Johnson, Brad",23y 41d,122 (65-3-54 54.51%),101 (0.83),←,
2,"Kolyniuk, Steven",29y 54d,163 (86-1-76 53.07%),182 (1.12),←,
35,"Kretiuk, Steven",27y 55d,113 (69-2-42 61.95%),9 (0.08),←,
39,"Liberatore, Tony",33y 198d,225 (123-3-99 55.33%),91 (0.40),←,
10,"Montgomery, Brett",26y 88d,58 (40-1-17 69.83%),54 (0.93),←,
29,"Powell, Stephen",22y 355d,28 (19-1-8 69.64%),20 (0.71),←,
36,"Romero, Jose",28y 27d,180 (96-1-83 53.61%),149 (0.83),91 (47-1-43 52.20%),51 (0.56)
5,"Smith, Rohan",26y 89d,145 (81-3-61 56.90%),126 (0.87),←,
8,"Southern, Daniel",24y 239d,94 (52-1-41 55.85%),23 (0.24),←,
7,"West, Scott",24y 287d,145 (78-2-65 54.48%),56 (0.39),←,
1,"Winmar, Nicky",33y 337d,250 (120-2-128 48.40%),317 (1.27),20 (14-1-5 72.50%),34 (1.70)
Totals,Totals,25y 348d,2486 (1395-37-1054 56.11%),2264 (0.91),,
C,"Wallace, Terry",40y 258d,80 (49-1-30 61.88%),,←,
