Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
42,"Arnott, Simon",7,6,4,11,,1.0,,3.0,,,,,,2.0,,,,,,,,,
27,"Chapman, Wade",18,10,3,21,,,,,,,,,2.0,,,,,,,,,,
8,"Cresswell, Daryn",14,,3,17,1,,,,,,,,,,,,,,,,,,
6,"Dunkley, Andrew",7,8,15,22,,,,2.0,,,,,2.0,,2.0,,,,,,,,
12,"Dyson, Kevin",9,5,11,20,1,,,3.0,,,,,3.0,1.0,,,,,,,,,
10,"Filandia, Peter",5,2,5,10,,,,2.0,,,,,1.0,2.0,,,,,,,,,
29,"Garlick, Simon",8,2,5,13,2,,,2.0,,,,,1.0,,,,,,,,,,
9,"Grant, Shannon",22,8,9,31,2,,,1.0,,,,,1.0,4.0,,,,,,,,,
39,"Heuskes, Adam",15,1,11,26,,,,2.0,,,,,2.0,,1.0,,,,,,,,
14,"Kelly, Paul",11,4,3,14,,1.0,,4.0,,,,,4.0,2.0,,,,,,,,,
24,"Kickett, Derek",11,5,6,17,,,,,,,,,1.0,1.0,,,,,,,,,
4,"Lockett, Tony",12,10,1,13,11,1.0,,1.0,,,,,1.0,1.0,3.0,,,,,,,,
34,"Luff, Troy",15,8,6,21,1,1.0,3.0,,,,,,1.0,,,,,,,,,,
11,"Maxfield, Stuart",12,2,4,16,,,,4.0,,,,,1.0,,,,,,,,,,
32,"McPherson, Daniel",8,3,5,13,,,,,,,,,,2.0,,,,,,,,,
36,"Nicks, Matthew",3,1,,3,,,,1.0,,,,,,1.0,,,,,,,,,
5,"OBrien, Craig",8,3,1,9,2,,,,,,,,1.0,1.0,,,,,,,,,
19,"OLoughlin, Michael",10,8,8,18,1,1.0,,,,,,,,1.0,,,,,,,,,
1,"Roos, Paul",10,6,9,19,,,,,,,,,1.0,,,,,,,,,,
7,"Seymour, Brad",5,1,11,16,,,,,,,,,,2.0,,,,,,,,,
15,"Stafford, Greg",10,6,4,14,,,13.0,1.0,,,,,1.0,1.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,220,99,124,344,21,6.0,16.0,26.0,,,,,23.0,21.0,6.0,,,,,,,,
Opposition,Opposition,185,67,83,268,10,14.0,32.0,25.0,,,,,21.0,23.0,,,,,,,,,
