Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
39,"Abbott, Paul",3,2,5,8,,,1.0,1.0,,,,,1.0,1.0,,,,,,,,,
32,"Baldwin, Jason",13,1,3,16,,,,1.0,,,,,1.0,2.0,,,,,,,,,
20,"Barrett, Chris",3,1,1,4,,,,1.0,,,,,,1.0,,,,,,,,,
18,"Blakey, John",17,3,4,21,,1.0,,1.0,,,,,1.0,2.0,,,,,,,,,
17,"Broderick, Paul",11,1,17,28,,,,,,,,,,4.0,,,,,,,,,
22,"Caven, Peter",5,2,4,9,,,,2.0,,,,,1.0,2.0,,,,,,,,,
2,"Dundas, Matthew",11,2,3,14,,,,,,,,,1.0,,,,,,,,,,
27,"Fleming, Dale",3,3,5,8,,,,1.0,,,,,,1.0,,,,,,,,,
6,"Guard, Jeremy",9,3,5,14,1,1.0,,3.0,,,,,2.0,1.0,,,,,,,,,
26,"Johnston, David",12,6,5,17,,,,2.0,,,,,3.0,,,,,,,,,,
11,"Lynch, Alastair",7,5,6,13,,,,,,,,,1.0,,,,,,,,,,
5,"McCormack, Brendan",5,3,4,9,,,,1.0,,,,,1.0,1.0,,,,,,,,,
21,"Morrish, Paul",9,3,10,19,,,,3.0,,,,,1.0,,,,,,,,,,
25,"OConnell, David",9,5,4,13,2,,12.0,2.0,,,,,2.0,2.0,,,,,,,,,
44,"Osborne, Richard",12,1,1,13,1,,1.0,1.0,,,,,3.0,1.0,,,,,,,,,
1,"Roos, Paul",19,6,5,24,2,,,1.0,,,,,3.0,1.0,,,,,,,,,
3,"Seecamp, Marcus",7,2,8,15,,,,,,,,,,1.0,,,,,,,,,
33,"Stephens, Brett",19,4,9,28,,,2.0,,,,,,,2.0,,,,,,,,,
12,"Wheildon, Darren",7,2,5,12,1,1.0,,1.0,,,,,1.0,3.0,,,,,,,,,
8,"Wynd, Jim",14,4,5,19,,,,2.0,,,,,4.0,,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,195,59,109,304,7,5.0,16.0,23.0,,,,,26.0,25.0,,,,,,,,,
Opposition,Opposition,207,61,158,365,21,6.0,32.0,31.0,,,,,25.0,26.0,6.0,,,,,,,,
