Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Fremantle Games (W-D-L W%),Fremantle Goals (Ave.)
11,"Aish, James",27y 151d,147 (65-1-81 44.56%),30 (0.20),65 (32-1-32 50.00%),7 (0.11)
24,"Amiss, Jye",19y 251d,6 (3-0-3 50.00%),7 (1.17),←,
41,"Banfield, Bailey",25y 41d,64 (29-1-34 46.09%),34 (0.53),←,
8,"Brayshaw, Andrew",23y 151d,104 (47-1-56 45.67%),33 (0.32),←,
6,"Clark, Jordan",22y 174d,60 (38-1-21 64.17%),18 (0.30),28 (17-1-10 62.50%),3 (0.11)
36,"Cox, Brennan",24y 238d,86 (38-1-47 44.77%),29 (0.34),←,
4,"Darcy, Sean",24y 300d,87 (38-1-48 44.25%),35 (0.40),←,
23,"Henry, Liam",21y 223d,31 (12-1-18 40.32%),13 (0.42),←,
15,"Hughes, Ethan",28y 122d,85 (34-0-51 40.00%),5 (0.06),←,
9,"Jackson, Luke",21y 191d,56 (38-1-17 68.75%),33 (0.59),4 (1-0-3 25.00%),3 (0.75)
44,"Johnson, Matthew",20y 23d,2 (1-0-1 50.00%),,←,
30,"ODriscoll, Nathan",20y 326d,14 (11-0-3 78.57%),10 (0.71),←,
2,"OMeara, Jaeger",29y 44d,147 (64-2-81 44.22%),72 (0.49),4 (1-0-3 25.00%),2 (0.50)
25,"Pearce, Alex",27y 303d,88 (41-1-46 47.16%),4 (0.05),←,
13,"Ryan, Luke",27y 61d,113 (52-1-60 46.46%),3 (0.03),←,
5,"Schultz, Lachie",25y 129d,71 (34-1-36 48.59%),74 (1.04),←,
3,"Serong, Caleb",22y 58d,62 (32-1-29 52.42%),15 (0.24),←,
39,"Switkowski, Sam",26y 139d,50 (25-0-25 50.00%),31 (0.62),←,
20,"Taberner, Matthew",29y 295d,120 (57-1-62 47.92%),167 (1.39),←,
31,"Walker, Brandon",20y 173d,32 (20-1-11 64.06%),1 (0.03),←,
10,"Walters, Michael",32y 91d,205 (103-2-100 50.73%),321 (1.57),←,
14,"Wilson, Nathan",30y 91d,155 (73-2-80 47.74%),18 (0.12),78 (33-0-45 42.31%),2 (0.03)
26,"Young, Hayden",21y 362d,39 (20-1-18 52.56%),2 (0.05),←,
Totals,Totals,24y 330d,1824 (875-21-928 47.97%),955 (0.52),,
C,"Longmuir, Justin",42y 77d,65 (32-1-32 50.00%),,←,
