Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Geelong Games (W-D-L W%),Geelong Goals (Ave.)
30,"Atkins, Tom",29y 235d,136 (88-1-47 65.07%),18 (0.13),←,
24,"Bews, Jed",31y 148d,172 (106-3-63 62.50%),16 (0.09),←,
46,"Blicavs, Mark",34y 44d,278 (182-3-93 66.01%),74 (0.27),←,
12,"Bowes, Jack",27y 105d,131 (48-2-81 37.40%),35 (0.27),48 (27-1-20 57.29%),21 (0.44)
5,"Cameron, Jeremy",32y 40d,263 (137-3-123 52.66%),668 (2.54),92 (60-0-32 65.22%),241 (2.62)
13,"Clark, Jhye",20y 292d,22 (11-0-11 50.00%),3 (0.14),←,
40,"Clohesy, Ted",20y 247d,9 (4-0-5 44.44%),2 (0.22),←,
45,"Close, Brad",26y 285d,110 (73-1-36 66.82%),96 (0.87),←,
35,"Dangerfield, Patrick",35y 36d,346 (207-2-137 60.12%),352 (1.02),192 (126-2-64 66.15%),189 (0.98)
16,"De Koning, Sam",24y 74d,71 (47-1-23 66.90%),6 (0.08),←,
28,"Dempsey, Oliver",22y 124d,41 (24-0-17 58.54%),39 (0.95),←,
22,"Duncan, Mitch",33y 335d,298 (210-2-86 70.81%),185 (0.62),←,
39,"Guthrie, Zach",26y 315d,111 (69-2-40 63.06%),15 (0.14),←,
36,"Henry, Oliver",22y 286d,79 (44-1-34 56.33%),114 (1.44),54 (30-1-23 56.48%),86 (1.59)
9,"Holmes, Max",22y 255d,85 (53-1-31 62.94%),39 (0.46),←,
7,"Mannagh, Shaun",27y 278d,18 (13-0-5 72.22%),23 (1.28),←,
32,"Miers, Gryan",26y 42d,138 (89-1-48 64.86%),102 (0.74),←,
34,"Mullin, Oisin",25y 89d,26 (12-0-14 46.15%),,←,
33,"Neale, Shannon",22y 290d,29 (17-0-12 58.62%),31 (1.07),←,
42,"OConnor, Mark",28y 114d,131 (85-0-46 64.89%),10 (0.08),←,
14,"OSullivan, Connor",19y 357d,10 (6-0-4 60.00%),,←,
3,"Smith, Bailey",24y 155d,111 (64-0-47 57.66%),48 (0.43),8 (5-0-3 62.50%),4 (0.50)
18,"Stengle, Tyson",26y 204d,94 (54-1-39 57.98%),151 (1.61),78 (49-1-28 63.46%),136 (1.74)
Totals,Totals,26y 221d,2709 (1643-24-1042 60.65%),2027 (0.75),,
C,"Scott, Chris",49y 8d,343 (231-3-109 67.78%),,←,
