Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Melbourne Games (W-D-L W%),Melbourne Goals (Ave.)
17,"Bowey, Jake",19y 245d,16 (16-0-0 100.00%),2 (0.13),←,
10,"Brayshaw, Angus",26y 126d,128 (71-1-56 55.86%),46 (0.36),←,
50,"Brown, Ben",29y 176d,149 (83-1-65 56.04%),327 (2.19),19 (17-1-1 92.11%),40 (2.11)
37,"Chandler, Kade",22y 122d,8 (6-0-2 75.00%),,←,
31,"Fritsch, Bayley",25y 160d,94 (57-1-36 61.17%),137 (1.46),←,
11,"Gawn, Max",30y 136d,168 (82-1-85 49.11%),82 (0.49),←,
4,"Harmes, James",26y 222d,131 (71-0-60 54.20%),73 (0.56),←,
29,"Hunt, Jayden",27y 42d,103 (56-1-46 54.85%),43 (0.42),←,
6,"Jackson, Luke",20y 228d,38 (31-1-6 82.89%),24 (0.63),←,
23,"Jordon, James",21y 146d,34 (29-1-4 86.76%),7 (0.21),←,
15,"Langdon, Ed",26y 103d,118 (62-1-55 52.97%),52 (0.44),50 (37-1-12 75.00%),19 (0.38)
8,"Lever, Jake",26y 71d,122 (80-1-41 65.98%),3 (0.02),66 (42-1-23 64.39%),
1,"May, Steven",30y 125d,180 (76-2-102 42.78%),23 (0.13),57 (38-1-18 67.54%),2 (0.04)
25,"McDonald, Tom",29y 239d,201 (89-1-111 44.53%),154 (0.77),←,
30,"Neal-Bullen, Alex",26y 126d,113 (67-1-45 59.73%),81 (0.72),←,
13,"Oliver, Clayton",24y 297d,133 (78-1-54 59.02%),41 (0.31),←,
5,"Petracca, Christian",26y 131d,136 (77-1-58 56.99%),132 (0.97),←,
35,"Petty, Harry",22y 184d,34 (20-1-13 60.29%),6 (0.18),←,
36,"Pickett, Kysaiah",20y 347d,47 (35-1-11 75.53%),59 (1.26),←,
24,"Rivers, Trent",20y 289d,42 (33-1-8 79.76%),4 (0.10),←,
9,"Spargo, Charlie",22y 171d,68 (49-1-18 72.79%),47 (0.69),←,
32,"Sparrow, Tom",21y 349d,36 (27-1-8 76.39%),11 (0.31),←,
7,"Viney, Jack",28y 32d,158 (68-1-89 43.35%),45 (0.28),←,
Totals,Totals,25y 18d,2257 (1263-21-973 55.96%),1399 (0.62),,
C,"Goodwin, Simon",45y 140d,120 (70-1-49 58.75%),,119 (70-1-48 59.24%),
