North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
5,"Anderson, Stuart",5,1,8,13,1,,,2.0,,,,,1.0,3.0,,,,,,,,,
11,"Archer, Glenn",6,5,9,15,2,,1.0,2.0,,,,,,3.0,,,,,,,,,
26,"Bell, Peter",5,1,4,9,,,,,,,,,1.0,,,,,,,,,,
12,"Blakey, John",7,2,,7,,,,2.0,,,,,,,,,,,,,,,
9,"Chandler, Brett",9,3,3,12,,,,4.0,,,,,2.0,1.0,,,,,,,,,
17,"Freeborn, Glenn",1,,3,4,,,,,,,,,1.0,,,,,,,,,,
29,"Harvey, Brent",14,1,5,19,3,2.0,,1.0,,,,,,,,,,,,,,,
34,"King, David",20,5,2,22,2,1.0,,,,,,,,2.0,1.0,,,,,,,,
7,"Laidley, Dani",5,2,5,10,,,,,,,,,2.0,,,,,,,,,,
35,"Longmire, John",2,3,6,8,,,1.0,,,,,,,,,,,,,,,,
4,"Martyn, Mick",14,3,1,15,,,,2.0,,,,,,,,,,,,,,,
31,"McKernan, Corey",18,9,2,20,2,1.0,11.0,,,,,,2.0,2.0,3.0,,,,,,,,
13,"Pike, Martin",12,5,4,16,,,,2.0,,,,,,,,,,,,,,,
22,"Roberts, Mark",14,7,7,21,,1.0,1.0,1.0,,,,,,,,,,,,,,,
3,"Rock, Anthony",16,3,13,29,1,1.0,,6.0,,,,,2.0,,,,,,,,,,
2,"Schwass, Wayne",9,2,5,14,,1.0,,3.0,,,,,,,,,,,,,,,
8,"Scott, Robert",5,,6,11,,,,,,,,,1.0,1.0,,,,,,,,,
24,"Sholl, Craig",10,8,1,11,4,4.0,,,,,,,1.0,,,,,,,,,,
37,"Simpson, Adam",1,,1,2,,,,,,,,,,,,,,,,,,,
10,"Stevens, Anthony",14,3,11,25,,1.0,,1.0,,,,,4.0,2.0,,,,,,,,,
32,"Wynd, Paul",2,1,4,6,,1.0,,3.0,,,,,,,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,189,64,100,289,15,15.0,14.0,29.0,,,,,17.0,14.0,4.0,,,,,,,,
Opposition,Opposition,187,90,116,303,12,7.0,19.0,29.0,,,,,14.0,17.0,2.0,,,,,,,,
