Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
39,"Abbott, Paul",12,5,3,15,1,,7.0,3.0,,,,,1.0,2.0,,,,,,,,,
14,"Armstrong, Matt",6,1,9,15,,,,6.0,,,,,1.0,2.0,,,,,,,,,
32,"Baldwin, Jason",13,1,8,21,,,,4.0,,,,,3.0,,,,,,,,,,
18,"Blakey, John",3,1,1,4,,,1.0,2.0,,,,,,1.0,,,,,,,,,
17,"Broderick, Paul",8,2,14,22,,1.0,,5.0,,,,,1.0,,,,,,,,,,
22,"Caven, Peter",6,6,6,12,,,,1.0,,,,,1.0,1.0,2.0,,,,,,,,
2,"Dundas, Matthew",4,1,3,7,,,,2.0,,,,,2.0,,,,,,,,,,
27,"Fleming, Dale",7,3,7,14,,,,1.0,,,,,3.0,1.0,,,,,,,,,
7,"Gale, Michael",9,4,5,14,,,,,,,,,,2.0,,,,,,,,,
6,"Guard, Jeremy",8,2,8,16,,,,2.0,,,,,1.0,,,,,,,,,,
26,"Johnston, David",8,4,5,13,,,,3.0,,,,,,1.0,,,,,,,,,
11,"Lynch, Alastair",10,7,1,11,3,4.0,,2.0,,,,,1.0,1.0,,,,,,,,,
29,"Lyon, Ross",8,7,2,10,,,,1.0,,,,,,3.0,,,,,,,,,
25,"OConnell, David",1,,1,2,,,1.0,,,,,,,,,,,,,,,,
44,"Osborne, Richard",8,1,2,10,1,1.0,,1.0,,,,,1.0,,,,,,,,,,
1,"Roos, Paul",24,1,3,27,,,,2.0,,,,,3.0,1.0,,,,,,,,,
9,"Sartori, Peter",4,2,1,5,3,,,,,,,,,1.0,,,,,,,,,
3,"Seecamp, Marcus",10,4,9,19,,,1.0,,,,,,4.0,1.0,,,,,,,,,
33,"Stephens, Brett",17,2,9,26,1,1.0,,3.0,,,,,1.0,1.0,,,,,,,,,
8,"Wynd, Jim",16,3,3,19,1,,,3.0,,,,,2.0,1.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,182,57,100,282,10,8.0,10.0,41.0,,,,,25.0,19.0,2.0,,,,,,,,
Opposition,Opposition,219,65,120,339,17,18.0,30.0,30.0,,,,,19.0,25.0,4.0,,,,,,,,
