Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Essendon Games (W-D-L W%),Essendon Goals (Ave.)
46,"Baguley, Mark",26y 4d,15 (7-0-8 46.67%),1 (0.07),←,
2,"Bellchambers, Tom",23y 320d,52 (21-1-30 41.35%),33 (0.63),←,
22,"Carlisle, Jake",21y 236d,36 (18-0-18 50.00%),7 (0.19),←,
12,"Crameri, Stewart",24y 288d,49 (26-1-22 54.08%),87 (1.78),←,
15,"Dempsey, Courtenay",25y 270d,81 (36-2-43 45.68%),20 (0.25),←,
31,"Fletcher, Dustin",38y 18d,371 (218-5-148 59.43%),69 (0.19),←,
9,"Goddard, Brendon",28y 5d,214 (133-3-78 62.85%),109 (0.51),9 (7-0-2 77.78%),5 (0.56)
21,"Heppell, Dyson",21y 11d,51 (27-1-23 53.92%),11 (0.22),←,
1,"Hibberd, Michael",23y 142d,31 (18-0-13 58.06%),4 (0.13),←,
39,"Hocking, Heath",25y 149d,89 (43-2-44 49.44%),32 (0.36),←,
26,"Hooker, Cale",24y 224d,75 (33-1-41 44.67%),5 (0.07),←,
40,"Howlett, Ben",24y 216d,66 (34-1-31 52.27%),31 (0.47),←,
18,"Hurley, Michael",22y 358d,70 (32-2-36 47.14%),83 (1.19),←,
7,"Jetta, Leroy",24y 323d,85 (41-1-43 48.82%),73 (0.86),←,
38,"Kommer, Nick",22y 239d,7 (5-0-2 71.43%),2 (0.29),←,
17,"Melksham, Jake",21y 269d,67 (31-1-35 47.01%),28 (0.42),←,
23,"Myers, David",23y 329d,54 (26-0-28 48.15%),15 (0.28),←,
30,"Ryder, Paddy",25y 72d,137 (61-3-73 45.62%),90 (0.66),←,
5,"Stanton, Brent",27y 24d,190 (79-3-108 42.37%),122 (0.64),←,
4,"Watson, Jobe",28y 106d,163 (70-3-90 43.87%),91 (0.56),←,
8,"Winderlich, Jason",28y 227d,105 (39-1-65 37.62%),55 (0.52),←,
11,"Zaharakis, David",23y 93d,75 (38-1-36 51.33%),70 (0.93),←,
Totals,Totals,25y 95d,2083 (1036-32-1015 49.74%),1038 (0.50),,
C,"Hird, James",40y 110d,54 (29-1-24 54.63%),,←,
