Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
26,"Brockman, Leigh",3,1,5,8,,,12.0,2.0,1.0,1.0,2.0,2.0,,2.0,,3.0,4.0,,,1.0,,,
32,"Buchanan, Amon",3,2,4,7,,1.0,,1.0,1.0,1.0,1.0,2.0,,1.0,,5.0,2.0,1.0,1.0,,,,
8,"Cresswell, Daryn",12,5,9,21,1,1.0,,2.0,1.0,4.0,7.0,1.0,,,,6.0,15.0,,2.0,1.0,,,
28,"Crouch, Jared",7,3,4,11,,,,3.0,7.0,,1.0,,,,,5.0,4.0,,,4.0,,,
6,"Dunkley, Andrew",4,2,4,8,,,,,2.0,,1.0,,1.0,,,5.0,3.0,1.0,,4.0,,,
9,"Fixter, Ben",13,7,7,20,1,,,5.0,2.0,1.0,1.0,2.0,2.0,1.0,,6.0,13.0,1.0,,1.0,,,
12,"Fosdike, Nic",14,4,4,18,,,,5.0,,1.0,4.0,1.0,1.0,,,5.0,14.0,,,3.0,,,
37,"Goodes, Adam",15,7,3,18,,2.0,4.0,1.0,2.0,5.0,,2.0,,,,6.0,10.0,1.0,2.0,4.0,1.0,,
1,"Hall, Barry",10,6,,10,4,2.0,,,,,,2.0,,2.0,1.0,5.0,4.0,2.0,5.0,,,,
17,"Kennelly, Tadhg",9,3,4,13,,,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,,4.0,8.0,,,1.0,1.0,,
31,"Kirk, Brett",2,,9,11,,,,6.0,1.0,1.0,1.0,2.0,3.0,,,9.0,2.0,,,2.0,,,
11,"Maxfield, Stuart",16,4,3,19,,,,1.0,2.0,8.0,4.0,3.0,1.0,2.0,,6.0,11.0,,,2.0,1.0,,
13,"McPherson, Daniel",3,1,6,9,1,,,,,1.0,2.0,,,,,3.0,6.0,,,,,,
38,"Mott, Ricky",7,4,1,8,1,,23.0,1.0,1.0,,,4.0,1.0,2.0,,4.0,4.0,2.0,,,,,
23,"Nicks, Matthew",10,5,4,14,4,2.0,,3.0,2.0,1.0,3.0,2.0,,2.0,,5.0,10.0,,3.0,3.0,,,
5,"OKeefe, Ryan",10,4,4,14,1,,1.0,1.0,,5.0,3.0,1.0,,,,5.0,9.0,,,3.0,,,
22,"Saddington, Jason",12,4,5,17,,,,1.0,4.0,,3.0,3.0,,1.0,,4.0,8.0,1.0,,1.0,,,
25,"Schauble, Andrew",3,3,3,6,,,,2.0,1.0,,,1.0,,1.0,,2.0,4.0,,,2.0,,,
2,"Schwass, Wayne",7,1,3,10,,,,1.0,,2.0,3.0,1.0,2.0,,,5.0,5.0,,,,,,
16,"Stevens, Scott",1,,1,2,,,,,,,,,,,,,1.0,,,,,,
33,"Warfe, Rowan",5,2,8,13,,,,,2.0,3.0,2.0,2.0,3.0,1.0,,6.0,9.0,,,3.0,2.0,,
10,"Williams, Paul",16,3,7,23,,2.0,,2.0,4.0,7.0,2.0,2.0,1.0,2.0,,6.0,14.0,,,1.0,1.0,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,182,71,98,280,13,11.0,41.0,38.0,37.0,42.0,41.0,34.0,16.0,18.0,1.0,105.0,160.0,9.0,13.0,36.0,6.0,,
Opposition,Opposition,190,68,119,309,15,12.0,38.0,37.0,22.0,58.0,52.0,35.0,18.0,16.0,5.0,140.0,174.0,11.0,11.0,42.0,12.0,,
