Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Melbourne Games (W-D-L W%),Melbourne Goals (Ave.)
17,"Bowey, Jake",22y 219d,67 (41-0-26 61.19%),8 (0.12),←,
37,"Chandler, Kade",25y 96d,62 (33-0-29 53.23%),48 (0.77),←,
33,"Fullarton, Tom",26y 55d,20 (10-0-10 50.00%),6 (0.30),1 (1-0-0 100.00%),
11,"Gawn, Max",33y 110d,230 (112-1-117 48.91%),109 (0.47),←,
22,"Howes, Blake",22y 12d,20 (9-0-11 45.00%),,←,
15,"Langdon, Ed",29y 77d,185 (97-1-87 52.70%),78 (0.42),117 (72-1-44 61.97%),45 (0.38)
19,"Langford, Harvey",19y 35d,5 (1-0-4 20.00%),4 (0.80),←,
20,"Lindsay, Xavier",18y 259d,5 (1-0-4 20.00%),,←,
25,"McDonald, Tom",32y 213d,238 (104-1-133 43.91%),169 (0.71),←,
18,"Melksham, Jake",33y 233d,233 (120-1-112 51.72%),189 (0.81),119 (68-0-51 57.14%),132 (1.11)
13,"Oliver, Clayton",27y 271d,189 (104-1-84 55.29%),55 (0.29),←,
5,"Petracca, Christian",29y 105d,195 (108-1-86 55.64%),191 (0.98),←,
35,"Petty, Harry",25y 158d,88 (46-1-41 52.84%),33 (0.38),←,
36,"Pickett, Kysaiah",23y 321d,109 (69-1-39 63.76%),168 (1.54),←,
24,"Rivers, Trent",23y 263d,106 (66-1-39 62.74%),10 (0.09),←,
3,"Salem, Christian",29y 278d,182 (91-1-90 50.27%),26 (0.14),←,
30,"Sharp, Harry",22y 123d,22 (11-1-10 52.27%),8 (0.36),6 (1-0-5 16.67%),4 (0.67)
9,"Spargo, Charlie",25y 145d,102 (65-1-36 64.22%),63 (0.62),←,
32,"Sparrow, Tom",24y 323d,101 (61-1-39 60.89%),36 (0.36),←,
12,"Tholstrup, Koltyn",19y 295d,11 (5-0-6 45.45%),5 (0.45),←,
10,"Turner, Daniel",23y 81d,21 (9-0-12 42.86%),19 (0.90),←,
7,"Viney, Jack",31y 6d,225 (101-1-123 45.11%),67 (0.30),←,
6,"Windsor, Caleb",19y 314d,23 (11-0-12 47.83%),9 (0.39),←,
Totals,Totals,25y 221d,2439 (1275-14-1150 52.28%),1301 (0.53),,
C,"Goodwin, Simon",48y 114d,189 (105-1-83 55.82%),,188 (105-1-82 56.12%),
