Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Hawthorn Games (W-D-L W%),Hawthorn Goals (Ave.)
16,"Bone, Randall",21y 203d,13 (8-0-5 61.54%),13 (1.00),1 (0-0-1 0.00%),
5,"Collins, Andrew",30y 40d,178 (121-0-57 67.98%),33 (0.19),←,
26,"Cooper, Paul",27y 59d,74 (45-0-29 60.81%),9 (0.12),←,
23,"Crawshay, Simon",20y 283d,13 (6-0-7 46.15%),2 (0.15),←,
19,"Dunstall, Jason",30y 294d,217 (158-0-59 72.81%),1048 (4.83),←,
35,"Gibson, Shannon",19y 209d,4 (1-0-3 25.00%),2 (0.50),←,
34,"Graham, Mark",22y 83d,31 (17-0-14 54.84%),3 (0.10),←,
15,"Harford, Daniel",18y 77d,1 (0-0-1 0.00%),,←,
2,"Holland, Nick",20y 310d,12 (4-0-8 33.33%),5 (0.42),←,
17,"Hudson, Paul",24y 319d,105 (67-0-38 63.81%),212 (2.02),←,
11,"Jarman, Darren",28y 127d,97 (62-0-35 63.92%),116 (1.20),←,
1,"Jencke, Ray",29y 71d,161 (108-0-53 67.08%),27 (0.17),←,
24,"Langford, Chris",32y 153d,263 (190-1-72 72.43%),31 (0.12),←,
20,"Maginness, Scott",28y 306d,118 (79-0-39 66.95%),7 (0.06),←,
8,"Minton-Connell, Simon",26y 39d,73 (16-0-57 21.92%),228 (3.12),8 (3-0-5 37.50%),9 (1.13)
18,"Pritchard, Darrin",29y 75d,176 (121-0-55 68.75%),90 (0.51),←,
21,"Stevenson, Shayne",24y 357d,26 (7-0-19 26.92%),25 (0.96),15 (7-0-8 46.67%),16 (1.07)
29,"Tallis, Rayden",19y 360d,28 (14-0-14 50.00%),7 (0.25),←,
25,"Taylor, Jason",26y 254d,66 (35-0-31 53.03%),28 (0.42),59 (34-0-25 57.63%),24 (0.41)
30,"Woods, Tony",25y 337d,37 (18-0-19 48.65%),10 (0.27),6 (2-0-4 33.33%),
33,"Young, Matthew",22y 260d,16 (9-0-7 56.25%),4 (0.25),←,
Totals,Totals,25y 96d,1709 (1086-1-622 63.55%),1900 (1.11),,
C,"Knights, Peter",43y 66d,92 (33-0-59 35.87%),,33 (17-0-16 51.52%),
