West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
16,"Adkins, Damien",3,,,3,1,,,,,1.0,,1.0,,,,,3.0,,,1.0,,,46.0
6,"Banfield, Drew",11,1,6,17,,,,9.0,2.0,,2.0,2.0,3.0,,,11.0,5.0,,,,,,95.0
10,"Braun, Michael",9,3,5,14,,,,1.0,4.0,1.0,4.0,1.0,,1.0,,4.0,6.0,,,2.0,,,100.0
46,"Carroll, Trent",2,1,2,4,1,,,2.0,,1.0,,1.0,,1.0,,1.0,3.0,,,1.0,,,57.0
17,"Chick, Daniel",18,4,3,21,1,1.0,,8.0,,7.0,3.0,,1.0,,,8.0,4.0,2.0,1.0,2.0,,,89.0
9,"Cousins, Ben",13,1,10,23,,,,6.0,1.0,2.0,5.0,1.0,4.0,,2.0,13.0,10.0,,,2.0,1.0,,100.0
32,"Embley, Andrew",9,4,4,13,3,2.0,,,,2.0,1.0,3.0,,3.0,,5.0,8.0,1.0,3.0,1.0,,2.0,91.0
7,"Fletcher, Chad",15,,5,20,1,1.0,,4.0,1.0,7.0,4.0,2.0,2.0,,3.0,9.0,10.0,,,,,1.0,94.0
1,"Gardiner, Michael",8,5,4,12,,,40.0,,,6.0,6.0,2.0,2.0,1.0,,4.0,7.0,,,2.0,1.0,2.0,94.0
23,"Glass, Darren",3,,3,6,,,2.0,2.0,1.0,1.0,,1.0,,,,2.0,4.0,,,5.0,,,95.0
35,"Green, Kasey",10,2,2,12,,,,2.0,3.0,2.0,4.0,6.0,1.0,1.0,,5.0,6.0,,,4.0,,,91.0
38,"Haynes, David",2,2,1,3,,,,,,,,,,,,1.0,2.0,,1.0,2.0,,,52.0
8,"Humm, Jeremy",9,2,4,13,,,,2.0,5.0,,1.0,3.0,1.0,2.0,,7.0,5.0,,1.0,5.0,,,77.0
39,"Hunter, Adam",11,4,3,14,,,2.0,4.0,2.0,3.0,2.0,1.0,1.0,,,5.0,10.0,1.0,,5.0,,,100.0
27,"Jakovich, Glen",9,1,1,10,,,4.0,3.0,5.0,2.0,2.0,4.0,1.0,,,4.0,5.0,,,3.0,,,94.0
18,"Jones, Rowan",7,2,7,14,,,,3.0,1.0,2.0,,1.0,,1.0,,8.0,5.0,,,2.0,,1.0,100.0
3,"Judd, Chris",14,,3,17,2,1.0,,1.0,1.0,2.0,3.0,3.0,1.0,,,11.0,7.0,,,3.0,,,100.0
4,"Kerr, Daniel",2,2,9,11,,,,4.0,,1.0,3.0,2.0,,1.0,,10.0,3.0,,,1.0,,,83.0
19,"McDougall, Andrew",3,1,,3,,,2.0,,,1.0,1.0,1.0,1.0,1.0,,3.0,,1.0,1.0,1.0,,,32.0
28,"Sampi, Ashley",6,2,5,11,2,,,4.0,,1.0,2.0,3.0,,3.0,,5.0,4.0,,,,,,88.0
44,"Wirrpanda, David",9,1,4,13,,1.0,,2.0,4.0,2.0,,4.0,,,,9.0,2.0,1.0,,4.0,,,100.0
13,"Wooden, Josh",4,1,5,9,,,,1.0,,1.0,,2.0,,1.0,,4.0,4.0,,,1.0,,,22.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,4.0,,,,,,,,,,,,,,,,,
Totals,Totals,177,39,86,263,11,10.0,50.0,58.0,30.0,45.0,43.0,44.0,18.0,16.0,5.0,129.0,113.0,6.0,7.0,47.0,2.0,6.0,
Opposition,Opposition,221,67,77,298,10,7.0,40.0,54.0,30.0,46.0,46.0,50.0,16.0,18.0,1.0,142.0,125.0,11.0,10.0,40.0,5.0,6.0,
