Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
11,"Batchelor, Jake",6,4,5,11,,,,3.0,,1.0,,,,,,2.0,9.0,,,,,,84.0
25,"Chaplin, Troy",7,7,16,23,,,,1.0,2.0,2.0,,1.0,,1.0,,7.0,17.0,1.0,,5.0,1.0,,98.0
30,"Conca, Reece",10,2,9,19,,,,1.0,,4.0,3.0,2.0,1.0,,,6.0,12.0,,,1.0,,,81.0
9,"Cotchin, Trent",20,8,13,33,,2.0,,2.0,2.0,2.0,4.0,1.0,1.0,1.0,2.0,9.0,21.0,,1.0,,,,80.0
7 ↓,"Dea, Matt",6,4,5,11,,,,4.0,2.0,,1.0,2.0,2.0,1.0,,7.0,5.0,1.0,,,,,50.0
3,"Deledio, Brett",8,2,10,18,1,,1.0,3.0,,2.0,1.0,4.0,,2.0,,7.0,12.0,,,2.0,2.0,1.0,95.0
27,"Edwards, Aaron",3,3,3,6,1,,,,,1.0,,,,,,5.0,1.0,2.0,1.0,,,,90.0
10,"Edwards, Shane",3,1,9,12,,,,3.0,1.0,1.0,3.0,1.0,,1.0,,8.0,4.0,1.0,,1.0,,,79.0
5,"Ellis, Brandon",23,6,12,35,,,,2.0,8.0,3.0,2.0,6.0,1.0,1.0,,8.0,24.0,,,,1.0,,89.0
41,"Foley, Nathan",13,2,7,20,,,,2.0,2.0,6.0,4.0,,1.0,,,5.0,15.0,,,1.0,2.0,2.0,78.0
2,"Grimes, Dylan",7,5,3,10,,,,2.0,1.0,1.0,,3.0,,3.0,,1.0,8.0,,,4.0,,,79.0
16,"Hampson, Shaun",1,3,8,9,1,,17.0,,,,1.0,,,,,2.0,7.0,,1.0,3.0,,,85.0
14,"Houli, Bachar",21,6,12,33,,,,2.0,3.0,3.0,1.0,6.0,,2.0,,9.0,23.0,1.0,,1.0,1.0,1.0,87.0
20,"Maric, Ivan",10,8,7,17,,,17.0,3.0,2.0,1.0,4.0,2.0,2.0,,,5.0,11.0,1.0,,5.0,,1.0,89.0
4,"Martin, Dustin",22,5,14,36,,1.0,,4.0,5.0,3.0,5.0,5.0,2.0,,1.0,12.0,27.0,,,5.0,2.0,,85.0
26,"Miles, Anthony",12,3,16,28,2,,,8.0,1.0,1.0,3.0,4.0,2.0,2.0,,12.0,16.0,,1.0,2.0,,,76.0
38,"Morris, Steven",6,3,9,15,,,,4.0,,4.0,,,2.0,,,6.0,9.0,,,,,1.0,85.0
13,"Petterd, Ricky",6,1,5,11,,1.0,1.0,9.0,1.0,,2.0,,,,,4.0,6.0,,,1.0,,,87.0
18,"Rance, Alex",9,6,7,16,,,,2.0,4.0,1.0,,1.0,3.0,1.0,,7.0,11.0,,,15.0,2.0,,92.0
8,"Riewoldt, Jack",7,5,3,10,2,2.0,,3.0,,,,4.0,,1.0,,6.0,4.0,2.0,5.0,1.0,,,97.0
19 ↑,"Thomas, Matt",4,2,9,13,,,,1.0,1.0,,3.0,1.0,,,,9.0,4.0,,,1.0,,,35.0
31,"Vlastuin, Nick",8,8,6,14,,1.0,,2.0,,1.0,1.0,,,,,5.0,9.0,1.0,1.0,2.0,,,79.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,212,94,188,400,7,9.0,36.0,61.0,35.0,37.0,38.0,43.0,17.0,16.0,3.0,142.0,255.0,10.0,10.0,50.0,11.0,6.0,
Opposition,Opposition,169,62,161,330,9,8.0,38.0,99.0,28.0,46.0,29.0,43.0,16.0,17.0,3.0,128.0,198.0,9.0,7.0,43.0,13.0,5.0,
