Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Adelaide Games (W-D-L W%),Adelaide Goals (Ave.)
32,"Dangerfield, Patrick",22y 16d,68 (32-0-36 47.06%),74 (1.09),←,
11,"Doughty, Michael",32y 260d,211 (121-0-90 57.35%),45 (0.21),←,
45,"Henderson, Ricky",23y 223d,33 (14-0-19 42.42%),26 (0.79),←,
24,"Jacobs, Sam",24y 11d,40 (16-0-24 40.00%),6 (0.15),23 (9-0-14 39.13%),3 (0.13)
10,"Jaensch, Matthew",22y 216d,25 (10-0-15 40.00%),11 (0.44),←,
14,"Mackay, David",23y 271d,67 (39-0-28 58.21%),16 (0.24),←,
36,"Martin, Brodie",23y 167d,11 (4-0-7 36.36%),1 (0.09),←,
35,"McKernan, Shaun",21y 233d,18 (6-0-12 33.33%),10 (0.56),←,
23,"Petrenko, Jared",22y 121d,40 (14-0-26 35.00%),19 (0.47),←,
40,"Porplyzia, Jason",27y 146d,92 (54-0-38 58.70%),142 (1.54),←,
3,"Reilly, Brent",28y 161d,160 (85-0-75 53.13%),49 (0.31),←,
25,"Rutten, Ben",28y 329d,173 (98-0-75 56.65%),6 (0.03),←,
34,"Shaw, Sam",21y 16d,1 (1-0-0 100.00%),,←,
9,"Sloane, Rory",22y 35d,37 (17-0-20 45.95%),21 (0.57),←,
33,"Smith, Brodie",20y 98d,18 (8-0-10 44.44%),3 (0.17),←,
12,"Talia, Daniel",20y 202d,13 (7-0-6 53.85%),,←,
5,"Thompson, Scott",29y 38d,202 (110-0-92 54.46%),130 (0.64),163 (92-0-71 56.44%),113 (0.69)
4,"Tippett, Kurt",24y 349d,87 (41-0-46 47.13%),160 (1.84),←,
7,"van Berlo, Nathan",25y 320d,142 (79-0-63 55.63%),45 (0.32),←,
17,"Vince, Bernie",26y 202d,92 (49-0-43 53.26%),50 (0.54),←,
13,"Walker, Taylor",21y 362d,49 (23-0-26 46.94%),99 (2.02),←,
47,"Wright, Matthew",22y 129d,20 (7-0-13 35.00%),19 (0.95),←,
Totals,Totals,24y 128d,1599 (835-0-764 52.22%),932 (0.58),,
C,"Sanderson, Brenton",38y 54d,4 (3-0-1 75.00%),,←,
