Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
4,"Ablett, Gary",8,1,9,17,,1.0,,1.0,2.0,1.0,1.0,4.0,,1.0,,8,10,,,,1.0,,79.0
24,"Bews, Jed",6,2,3,9,,,,2.0,3.0,1.0,,3.0,1.0,1.0,,2,7,,,5.0,,,84.0
46,"Blicavs, Mark",7,3,11,18,,1.0,7.0,2.0,6.0,,1.0,5.0,1.0,2.0,,6,12,,,8.0,,,87.0
36,"Crameri, Stewart",6,7,9,15,1.0,,,2.0,,3.0,,2.0,1.0,2.0,,5,13,1.0,,2.0,,1.0,87.0
31,"Cunico, Jordan",10,3,5,15,,,,2.0,2.0,3.0,1.0,2.0,,,,3,13,,,1.0,1.0,,81.0
35,"Dangerfield, Patrick",13,3,14,27,2.0,,,6.0,2.0,8.0,6.0,7.0,2.0,3.0,,13,12,3.0,,3.0,,1.0,85.0
22,"Duncan, Mitch",17,8,9,26,,,,4.0,5.0,2.0,4.0,4.0,2.0,1.0,,7,20,,,4.0,2.0,,79.0
28,"Gregson, Cory",7,1,2,9,,2.0,,4.0,,3.0,1.0,,2.0,,,4,4,,,,,,83.0
26,"Hawkins, Tom",10,9,10,20,3.0,1.0,,2.0,,1.0,,6.0,,2.0,,11,8,5.0,3.0,1.0,,2.0,93.0
38,"Henry, Jack",7,5,3,10,,,,4.0,1.0,1.0,,2.0,,1.0,,5,4,1.0,,3.0,,,75.0
33,"Horlin-Smith, George",10,1,7,17,,,,,2.0,4.0,3.0,3.0,,1.0,,3,14,,,,,,75.0
11,"Kelly, Tim",10,4,6,16,,,,3.0,1.0,4.0,1.0,2.0,1.0,1.0,,5,12,,,,,,79.0
8,"Kolodjashnij, Jake",6,4,9,15,,,,2.0,3.0,,1.0,1.0,1.0,1.0,,8,7,1.0,,7.0,,,91.0
27,"Menegola, Sam",8,3,8,16,,,,5.0,1.0,3.0,1.0,1.0,2.0,,,5,11,,,1.0,,,79.0
21,"Murdoch, Jordan",4,1,4,8,,1.0,,6.0,,3.0,1.0,1.0,1.0,,,1,8,,,1.0,,,81.0
34,"Parsons, James",6,5,5,11,,,,5.0,,4.0,,1.0,,,,6,7,,,1.0,,1.0,71.0
14,"Selwood, Joel",10,6,20,30,1.0,2.0,,6.0,1.0,1.0,4.0,4.0,1.0,2.0,,12,20,,1.0,2.0,1.0,,81.0
9,"Smith, Zac",3,2,5,8,,,26.0,4.0,1.0,1.0,3.0,5.0,3.0,3.0,,11,1,1.0,,4.0,,,79.0
44,"Stewart, Tom",8,3,8,16,,,,3.0,4.0,3.0,,5.0,,2.0,,6,9,,,3.0,,1.0,85.0
7,"Taylor, Harry",2,3,5,7,,,,,2.0,,,1.0,,,,6,1,3.0,,6.0,,,79.0
40,"Thurlow, Jackson",6,6,7,13,,,,1.0,1.0,1.0,1.0,1.0,,,,3,11,,,2.0,,,71.0
2,"Tuohy, Zach",19,6,8,27,,,,4.0,4.0,4.0,2.0,2.0,2.0,1.0,,8,19,1.0,,1.0,,,97.0
Totals,Totals,183,86,167,350,7.0,8.0,33.0,68.0,41.0,51.0,31.0,62.0,20.0,24.0,,138,223,16.0,4.0,55.0,5.0,6.0,
Opposition,Opposition,249,120,153,402,12.0,12.0,37.0,91.0,42.0,57.0,37.0,51.0,24.0,20.0,6.0,149,250,16.0,13.0,33.0,13.0,8.0,
