Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
14,"Birchall, Grant",11,1,7,18,,,,,2.0,3.0,,4.0,,,,3.0,14.0,,,1.0,3.0,,82.0
22,"Breust, Luke",9,2,7,16,2,2.0,,7.0,1.0,1.0,1.0,2.0,1.0,,,9.0,6.0,,2.0,1.0,1.0,2.0,81.0
9,"Burgoyne, Shaun",6,2,7,13,,,,3.0,,4.0,4.0,1.0,,1.0,,7.0,6.0,,1.0,,,,85.0
41,"Duryea, Taylor",8,3,6,14,,,,,4.0,1.0,1.0,1.0,1.0,,,7.0,7.0,1.0,,2.0,,,85.0
23,"Franklin, Lance",9,2,8,17,,2.0,,2.0,,5.0,1.0,6.0,3.0,3.0,,8.0,8.0,1.0,,5.0,,,90.0
6,"Gibson, Josh",12,6,11,23,,,,1.0,7.0,1.0,,2.0,1.0,2.0,,5.0,17.0,1.0,,7.0,,,97.0
18,"Guerra, Brent",11,5,11,22,,,,1.0,2.0,2.0,1.0,3.0,1.0,2.0,,7.0,14.0,,,3.0,1.0,,71.0
19,"Gunston, Jack",6,1,2,8,3,,,3.0,,2.0,,1.0,,1.0,,3.0,5.0,1.0,1.0,,,1.0,91.0
20,"Hale, David",3,,8,11,,,21.0,1.0,2.0,,3.0,,2.0,,,8.0,3.0,,,2.0,,,80.0
10,"Hill, Bradley",10,4,7,17,2,,,2.0,1.0,2.0,,3.0,,1.0,,2.0,15.0,,1.0,,2.0,,78.0
15,"Hodge, Luke",16,5,13,29,1,1.0,,3.0,1.0,7.0,5.0,4.0,1.0,1.0,2.0,10.0,19.0,1.0,1.0,2.0,,1.0,78.0
17,"Lake, Brian",8,5,3,11,,,,,1.0,1.0,,2.0,,1.0,,2.0,9.0,,,5.0,,,97.0
3,"Lewis, Jordan",11,8,15,26,1,1.0,2.0,1.0,1.0,1.0,4.0,2.0,1.0,,,8.0,18.0,,2.0,1.0,,,86.0
5,"Mitchell, Sam",16,6,13,29,,,,1.0,6.0,6.0,1.0,4.0,1.0,2.0,1.0,7.0,23.0,,,2.0,3.0,1.0,91.0
7 ↓,"Osborne, Michael",3,2,4,7,1,,1.0,2.0,,2.0,,2.0,,1.0,,3.0,5.0,,1.0,1.0,,,59.0
28,"Puopolo, Paul",7,1,10,17,1,1.0,,3.0,,1.0,3.0,,2.0,,,10.0,7.0,,,3.0,,1.0,85.0
2,"Roughead, Jarryd",10,4,7,17,1,,11.0,4.0,1.0,3.0,4.0,2.0,2.0,2.0,,11.0,5.0,2.0,,,,2.0,91.0
12,"Sewell, Brad",6,1,11,17,,,,4.0,,2.0,2.0,3.0,1.0,3.0,,8.0,12.0,,,2.0,,,75.0
26,"Shiels, Liam",9,3,7,16,,,,4.0,1.0,2.0,2.0,,,,,4.0,12.0,,,1.0,,,87.0
32 ↑,"Simpkin, Jonathan",8,2,1,9,,1.0,,,,2.0,2.0,,2.0,,,3.0,6.0,,1.0,1.0,,,30.0
16,"Smith, Isaac",14,8,3,17,1,2.0,,6.0,3.0,3.0,2.0,2.0,1.0,,,4.0,12.0,,1.0,1.0,,,85.0
24,"Stratton, Ben",14,9,7,21,,,,2.0,2.0,1.0,,3.0,3.0,,,6.0,14.0,1.0,,4.0,,1.0,97.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,207,80,168,375,13,11.0,35.0,50.0,35.0,52.0,36.0,47.0,23.0,20.0,3.0,135.0,237.0,8.0,11.0,44.0,10.0,9.0,
Opposition,Opposition,214,114,136,350,11,12.0,35.0,54.0,35.0,50.0,30.0,52.0,20.0,23.0,3.0,128.0,220.0,14.0,12.0,41.0,7.0,5.0,
