Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Essendon Games (W-D-L W%),Essendon Goals (Ave.)
27,"Allan, Matthew",29y 37d,142 (75-0-67 52.82%),72 (0.51),2 (0-0-2 0.00%),
15,"Alvey, Mark",23y 298d,46 (21-1-24 46.74%),28 (0.61),1 (0-0-1 0.00%),
23,"Bolton, Mark",25y,61 (36-1-24 59.84%),27 (0.44),←,
37,"Bullen, Marcus",21y 266d,22 (14-0-8 63.64%),6 (0.27),←,
31,"Fletcher, Dustin",28y 332d,205 (142-3-60 70.00%),59 (0.29),←,
3,"Henneman, Aaron",23y 112d,42 (33-0-9 78.57%),1 (0.02),←,
19,"Hille, David",22y 306d,51 (30-0-21 58.82%),33 (0.65),←,
5,"Hird, James",31y 59d,188 (118-5-65 64.10%),277 (1.47),←,
1,"Johnson, Mark",25y 316d,111 (81-1-29 73.42%),30 (0.27),←,
18,"Lloyd, Matthew",25y 353d,167 (106-2-59 64.07%),604 (3.62),←,
25,"Lucas, Scott",26y 95d,162 (103-1-58 63.89%),232 (1.43),←,
33,"McPhee, Adam",21y 180d,51 (20-0-31 39.22%),19 (0.37),26 (14-0-12 53.85%),10 (0.38)
10,"McVeigh, Mark",23y 68d,82 (52-1-29 64.02%),36 (0.44),←,
2,"Mercuri, Mark",30y 42d,199 (132-3-64 67.09%),239 (1.20),←,
24,"Misiti, Joe",29y 146d,219 (138-4-77 63.93%),90 (0.41),←,
28,"Murphy, Justin",27y 345d,147 (63-0-84 42.86%),124 (0.84),2 (0-0-2 0.00%),1 (0.50)
11,"Peverill, Damien",24y 266d,55 (32-1-22 59.09%),12 (0.22),←,
9,"Ramanauskas, Adam",23y 136d,86 (61-1-24 71.51%),47 (0.55),←,
29,"Reynolds, Joel",19y 303d,25 (10-1-14 42.00%),7 (0.28),←,
43,"Rioli, Dean",25y 319d,74 (50-1-23 68.24%),81 (1.09),←,
7,"Solomon, Dean",24y 85d,100 (71-0-29 71.00%),33 (0.33),←,
8,"Winderlich, Jason",19y 176d,5 (1-0-4 20.00%),2 (0.40),←,
Totals,Totals,25y 60d,2240 (1389-26-825 62.01%),2059 (0.92),,
C,"Sheedy, Kevin",56y 101d,547 (352-6-189 64.90%),,←,
