Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Kangaroos Games (W-D-L W%),Kangaroos Goals (Ave.)
11,"Archer, Glenn",32y 80d,263 (158-0-105 60.08%),135 (0.51),←,
16,"Brown, Leigh",23y 109d,118 (47-1-70 40.25%),46 (0.39),55 (28-1-26 51.82%),26 (0.47)
2,"Colbert, Leigh",30y 5d,199 (113-2-84 57.29%),64 (0.32),94 (51-1-42 54.79%),14 (0.15)
24,"Firrito, Michael",21y 197d,30 (16-0-14 53.33%),7 (0.23),←,
6,"Grant, Shannon",28y 54d,226 (129-2-95 57.52%),257 (1.14),168 (97-1-70 58.04%),219 (1.30)
31,"Hale, David",21y 21d,26 (11-0-15 42.31%),11 (0.42),←,
39,"Harding, Leigh",24y 47d,59 (31-1-27 53.39%),87 (1.47),←,
4,"Harris, Daniel",23y 33d,58 (30-1-27 52.59%),21 (0.36),←,
29,"Harvey, Brent",27y 29d,183 (107-1-75 58.74%),218 (1.19),←,
21,"Jones, Corey",24y 106d,70 (33-0-37 47.14%),76 (1.09),←,
40,"LeCras, Brent",23y 243d,3 (2-0-1 66.67%),1 (0.33),←,
35,"Makepeace, Troy",26y 98d,116 (60-1-55 52.16%),30 (0.26),←,
19,"Motlop, Daniel",23y 88d,45 (18-1-26 41.11%),52 (1.16),←,
20,"Petrie, Drew",22y 240d,74 (36-1-37 49.32%),63 (0.85),←,
25,"Picioane, Lance",25y 5d,72 (37-0-35 51.39%),26 (0.36),10 (7-0-3 70.00%),
3,"Rawlings, Brady",24y 2d,100 (54-0-46 54.00%),43 (0.43),←,
7,"Simpson, Adam",29y 116d,214 (130-1-83 60.98%),67 (0.31),←,
9,"Sinclair, Jess",26y 290d,132 (50-1-81 38.26%),58 (0.44),82 (37-1-44 45.73%),32 (0.39)
10,"Smith, Jesse",18y 256d,5 (2-0-3 40.00%),,←,
23,"Thompson, Nathan",27y 118d,131 (62-1-68 47.71%),217 (1.66),12 (7-0-5 58.33%),25 (2.08)
36,"Watt, Shannon",24y 198d,80 (41-1-38 51.88%),4 (0.05),←,
8,"Wells, Daniel",20y 129d,52 (27-1-24 52.88%),31 (0.60),←,
Totals,Totals,24y 311d,2256 (1194-16-1046 52.93%),1514 (0.67),,
C,"Laidley, Dani",38y 77d,56 (28-1-27 50.89%),,←,
