Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
30,"Ackland, Cain",2,1,2,4,,1.0,,,1.0,1.0,2.0,,2.0,1.0,,4.0,1.0,,,,,,
7,"Burgoyne, Peter",7,2,8,15,,,,,1.0,3.0,2.0,1.0,,1.0,,6.0,10.0,,,,2.0,,
25,"Carr, Josh",13,4,9,22,1,,,,,2.0,4.0,2.0,3.0,1.0,,11.0,13.0,1.0,1.0,2.0,2.0,,
12,"Cockatoo-Collins, Che",9,3,4,13,2,,,1.0,,1.0,1.0,1.0,1.0,1.0,,6.0,6.0,1.0,2.0,1.0,,,
35,"Cornes, Chad",11,11,4,15,1,1.0,1.0,2.0,1.0,4.0,,1.0,,1.0,,7.0,8.0,4.0,2.0,3.0,,,
17,"Dew, Stuart",15,5,4,19,6,3.0,,2.0,2.0,7.0,2.0,1.0,3.0,,2.0,6.0,13.0,,2.0,4.0,1.0,,
8,"Francis, Fabian",11,3,4,15,,,,4.0,3.0,4.0,2.0,1.0,1.0,1.0,,4.0,10.0,,,,1.0,,
10,"Francou, Josh",17,1,8,25,,,,3.0,1.0,2.0,6.0,3.0,,2.0,1.0,14.0,12.0,,,1.0,,,
34,"Guerra, Brent",9,5,1,10,1,,,1.0,1.0,3.0,1.0,1.0,,1.0,,4.0,6.0,1.0,,,,,
38,"James, Roger",10,3,7,17,,,,1.0,,1.0,4.0,,1.0,,,8.0,8.0,1.0,,,,,
29,"Kingsley, Adam",8,5,7,15,,,,1.0,3.0,1.0,,1.0,2.0,2.0,,6.0,8.0,,,,1.0,,
33,"Mead, Darren",7,5,6,13,,,1.0,4.0,2.0,1.0,2.0,1.0,1.0,2.0,,4.0,8.0,1.0,,3.0,,,
3,"Montgomery, Brett",14,5,14,28,,,,4.0,3.0,,,4.0,5.0,,,8.0,21.0,,,2.0,1.0,,
14,"Paxman, Stephen",8,2,3,11,,,,1.0,1.0,,1.0,2.0,3.0,1.0,,7.0,3.0,1.0,,3.0,,,
1,"Primus, Matthew",4,2,7,11,,,28.0,5.0,,1.0,4.0,1.0,5.0,3.0,,8.0,4.0,1.0,,2.0,,,
6,"Schofield, Jarrad",23,5,7,30,5,1.0,,,1.0,12.0,5.0,1.0,2.0,2.0,3.0,13.0,16.0,,2.0,,,,
11,"Steinberner, Nathan",1,1,1,2,,,,1.0,1.0,,1.0,1.0,,,,1.0,1.0,,,1.0,,,
36,"Stevens, Nick",4,1,6,10,,,,1.0,,1.0,5.0,,1.0,,,7.0,4.0,,,1.0,,,
16,"Tredrea, Warren",10,5,8,18,4,1.0,,1.0,,5.0,,3.0,,1.0,,10.0,8.0,2.0,2.0,,,,
2,"Wakelin, Darryl",8,4,3,11,,,,4.0,1.0,,1.0,1.0,1.0,1.0,,4.0,8.0,1.0,1.0,1.0,,,
4,"Wanganeen, Gavin",8,3,4,12,2,1.0,,3.0,,5.0,1.0,,3.0,,,7.0,5.0,1.0,1.0,2.0,1.0,,
15,"Wilson, Michael",12,5,12,24,1,1.0,,1.0,3.0,1.0,2.0,,,1.0,,9.0,14.0,,1.0,4.0,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,211,81,129,340,23,10.0,30.0,40.0,25.0,55.0,46.0,26.0,34.0,22.0,6.0,154.0,187.0,15.0,14.0,30.0,9.0,,
Opposition,Opposition,176,83,101,277,15,12.0,22.0,33.0,25.0,45.0,27.0,39.0,22.0,34.0,,116.0,163.0,11.0,10.0,36.0,12.0,,
