Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Melbourne Games (W-D-L W%),Melbourne Goals (Ave.)
10,"Byrnes, Shannon",29y 118d,123 (81-0-42 65.85%),111 (0.90),15 (2-0-13 13.33%),11 (0.73)
50,"Clisby, Mitch",23y 210d,7 (1-0-6 14.29%),1 (0.14),←,
36,"Davey, Aaron",30y 54d,174 (62-3-109 36.49%),173 (0.99),←,
14,"Dunn, Lynden",26y 81d,113 (30-2-81 27.43%),90 (0.80),←,
48,"Fitzpatrick, Jack",22y 38d,12 (1-0-11 8.33%),16 (1.33),←,
20,"Garland, Colin",25y 97d,97 (23-2-72 24.74%),13 (0.13),←,
37,"Gawn, Max",21y 216d,16 (4-0-12 25.00%),8 (0.50),←,
31,"Grimes, Jack",24y 84d,64 (14-2-48 23.44%),5 (0.08),←,
38,"Howe, Jeremy",23y 35d,53 (11-0-42 20.75%),61 (1.15),←,
45,"Jones, Matt",25y 289d,18 (2-0-16 11.11%),2 (0.11),←,
2,"Jones, Nathan",25y 195d,153 (37-3-113 25.16%),75 (0.49),←,
34,"Kent, Dean",19y 160d,11 (1-0-10 9.09%),5 (0.45),←,
25,"McDonald, Tom",20y 319d,35 (7-0-28 20.00%),,←,
21,"Pedersen, Cameron",26y 139d,25 (8-0-17 32.00%),25 (1.00),9 (1-0-8 11.11%),5 (0.56)
42,"Spencer, Jake",23y 298d,20 (2-0-18 10.00%),3 (0.15),←,
12,"Sylvia, Colin",27y 268d,153 (48-2-103 32.03%),126 (0.82),←,
35,"Tapscott, Luke",22y 36d,41 (9-1-31 23.17%),9 (0.22),←,
46,"Terlich, Dean",23y 233d,16 (2-0-14 12.50%),,←,
5,"Toumpas, Jimmy",19y 213d,12 (1-0-11 8.33%),,←,
9,"Trengove, Jack",21y 335d,75 (20-2-53 28.00%),38 (0.51),←,
7,"Viney, Jack",19y 112d,9 (1-0-8 11.11%),1 (0.11),←,
4,"Watts, Jack",22y 130d,69 (18-2-49 27.54%),52 (0.75),←,
Totals,Totals,23y 299d,1296 (383-19-894 29.55%),814 (0.63),,
C,"Craig, Neil",57y 204d,173 (93-0-80 53.76%),,7 (1-0-6 14.29%),
