Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
1,"Ballantyne, Hayden",9,3,2,11,2,,,4.0,,3.0,2.0,1.0,,,,4.0,7.0,,,2.0,,1.0,72.0
30,"Clarke, Zac",2,1,5,7,,,13.0,6.0,,,1.0,3.0,,2.0,,6.0,2.0,,,1.0,,,79.0
15,"Crowley, Ryan",4,4,5,9,,,1.0,4.0,1.0,1.0,,1.0,1.0,1.0,,,10.0,,,,,,87.0
3,"Dawson, Zac",3,3,13,16,,,,2.0,,1.0,1.0,1.0,1.0,,,9.0,7.0,,,4.0,,,97.0
9,"de Boer, Matt",7,1,6,13,1,,,3.0,1.0,2.0,1.0,3.0,1.0,2.0,,5.0,8.0,,,,,,83.0
41,"Duffield, Paul",9,4,7,16,,,,2.0,2.0,2.0,1.0,,,,,5.0,9.0,1.0,,1.0,1.0,,93.0
7,"Fyfe, Nat",18,4,14,32,,,1.0,5.0,3.0,2.0,9.0,6.0,2.0,1.0,1.0,21.0,11.0,4.0,,1.0,,2.0,86.0
32,"Hill, Stephen",12,1,9,21,,1.0,,3.0,2.0,6.0,9.0,2.0,2.0,,,15.0,8.0,,,2.0,1.0,,83.0
37,"Johnson, Michael",15,7,3,18,2,,,3.0,3.0,1.0,,1.0,,,,3.0,15.0,,2.0,2.0,,,99.0
23,"Mayne, Chris",5,3,5,10,,,,6.0,1.0,2.0,,2.0,1.0,,,3.0,7.0,,,1.0,,,79.0
18,"McPharlin, Luke",13,8,3,16,,,,1.0,5.0,,,3.0,,2.0,,1.0,14.0,,,5.0,,,96.0
16,"Mundy, David",21,5,10,31,1,1.0,2.0,3.0,5.0,5.0,4.0,1.0,2.0,,,13.0,20.0,1.0,,1.0,2.0,,86.0
13,"Mzungu, Tendai",11,4,6,17,1,,,2.0,1.0,3.0,1.0,2.0,,,,4.0,13.0,1.0,1.0,1.0,1.0,1.0,83.0
27,"Neale, Lachie",14,6,13,27,,1.0,,4.0,2.0,2.0,6.0,5.0,1.0,2.0,,13.0,14.0,,,1.0,,,72.0
29,"Pavlich, Matthew",13,9,9,22,4,1.0,,2.0,,5.0,2.0,4.0,1.0,2.0,,11.0,12.0,3.0,3.0,,1.0,1.0,94.0
46,"Pearce, Clancee",6,4,7,13,,,,3.0,1.0,,,,1.0,,,7.0,8.0,,,2.0,,,82.0
6,"Pearce, Danyle",13,6,8,21,,,,1.0,1.0,7.0,,2.0,,2.0,,8.0,13.0,,,1.0,1.0,1.0,82.0
31,"Sandilands, Aaron",5,1,6,11,,,48.0,1.0,,1.0,6.0,,4.0,,,6.0,6.0,1.0,,6.0,,,87.0
34,"Spurr, Lee",10,6,7,17,,,,3.0,2.0,,,2.0,2.0,,,4.0,12.0,,,3.0,,,88.0
8 ↑,"Suban, Nick",2,,2,4,,,,1.0,1.0,,,1.0,,,,2.0,3.0,,,1.0,1.0,,47.0
33,"Sutcliffe, Cam",9,2,6,15,,,,5.0,,3.0,,4.0,1.0,,,3.0,12.0,,,1.0,,,85.0
20 ↓,"Taberner, Matthew",3,2,1,4,,,,2.0,,2.0,,3.0,,2.0,,1.0,3.0,,,,,,39.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,5.0,,,,,,,,,,,,,,,,,
Totals,Totals,204,84,147,351,11,9.0,65.0,66.0,31.0,48.0,43.0,47.0,20.0,16.0,1.0,144.0,214.0,11.0,6.0,36.0,8.0,6.0,
Opposition,Opposition,204,81,194,398,13,14.0,19.0,102.0,35.0,45.0,32.0,43.0,16.0,20.0,5.0,145.0,249.0,4.0,10.0,38.0,2.0,10.0,
