Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
31,"Banner, Mitchell",5,3,5,10,,,,1.0,2.0,2.0,,,1.0,,,3.0,7.0,,,1.0,,,75.0
10,"Boak, Travis",12,2,12,24,,1.0,,4.0,1.0,6.0,7.0,4.0,,2.0,,11.0,14.0,,,1.0,,1.0,70.0
5,"Broadbent, Matthew",7,4,5,12,,1.0,,1.0,2.0,1.0,,,1.0,,,6.0,6.0,2.0,1.0,1.0,,,81.0
20,"Brogan, Dean",6,3,6,12,,,21.0,2.0,1.0,1.0,4.0,1.0,3.0,1.0,,10.0,3.0,2.0,,1.0,,,85.0
27,"Carlile, Alipate",5,3,4,9,,,,,1.0,,,3.0,,1.0,,3.0,5.0,,,5.0,,,91.0
1,"Cassisi, Domenic",11,1,11,22,,1.0,1.0,5.0,2.0,2.0,3.0,3.0,3.0,,,11.0,12.0,,,2.0,,1.0,76.0
30,"Chaplin, Troy",16,6,9,25,,,,4.0,5.0,,1.0,5.0,3.0,,,9.0,15.0,,,1.0,,,98.0
18,"Cornes, Kane",11,3,14,25,,,,3.0,3.0,1.0,3.0,4.0,,1.0,,7.0,18.0,,,1.0,,,96.0
33,"Ebert, Brett",8,4,1,9,,3.0,,1.0,,2.0,,,,,,3.0,6.0,,2.0,4.0,,1.0,90.0
17,"Gray, Robbie",4,4,10,14,2,,,1.0,,2.0,,3.0,,1.0,,4.0,10.0,,1.0,1.0,,,64.0
45,"Hitchcock, Cameron",8,6,3,11,1,,,1.0,1.0,4.0,,2.0,1.0,1.0,,1.0,10.0,,1.0,,,,90.0
7,"Krakouer, Nathan",5,2,6,11,,,,1.0,1.0,3.0,,4.0,1.0,2.0,,3.0,9.0,,,,,1.0,63.0
44,"Logan, Tom",9,7,12,21,1,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,4.0,17.0,,1.0,1.0,,,91.0
42,"Meyer, Danny",6,3,5,11,,,,6.0,2.0,1.0,1.0,1.0,,1.0,,3.0,8.0,,,2.0,,,88.0
26,"Moore, Andrew",7,5,8,15,,,,1.0,1.0,,2.0,3.0,1.0,1.0,,4.0,12.0,1.0,,2.0,,,80.0
6,"Pearce, Danyle",6,,4,10,,,,2.0,,2.0,3.0,2.0,1.0,2.0,,5.0,6.0,,,2.0,,1.0,75.0
15,"Rodan, David",3,,9,12,,,,1.0,1.0,2.0,4.0,2.0,,,,8.0,4.0,,,,2.0,1.0,77.0
28,"Schulz, Jay",3,2,4,7,2,1.0,,,1.0,,1.0,2.0,,2.0,,4.0,3.0,1.0,2.0,1.0,,,91.0
43,"Stewart, Daniel",5,3,2,7,1,1.0,1.0,2.0,,4.0,1.0,1.0,1.0,,,1.0,5.0,,,3.0,,,78.0
21,"Thomas, Matt",1,1,7,8,,,,2.0,,,,1.0,2.0,,,5.0,4.0,,,3.0,,,62.0
12,"Trengove, Jackson",10,5,9,19,,,,4.0,1.0,,1.0,1.0,1.0,,,5.0,12.0,1.0,,3.0,,,89.0
39,"Westhoff, Justin",7,2,3,10,1,,,,1.0,3.0,,2.0,1.0,1.0,,5.0,5.0,2.0,,3.0,1.0,,90.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,155,69,149,304,8,9.0,23.0,43.0,27.0,37.0,32.0,45.0,21.0,17.0,,115.0,191.0,9.0,8.0,38.0,3.0,6.0,
Opposition,Opposition,253,147,235,488,23,13.0,37.0,65.0,26.0,58.0,32.0,42.0,17.0,20.0,6.0,131.0,354.0,13.0,30.0,49.0,16.0,15.0,
