Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
9,"Ainsworth, Ben",6,1,8,14,2,1.0,,,,2.0,1.0,2.0,2.0,1.0,,6.0,8.0,,1.0,,,,77.0
15,"Anderson, Noah",14,6,12,26,,1.0,,1.0,4.0,2.0,6.0,2.0,,,,9.0,15.0,,,,1.0,,78.0
31,"Andrew, Mac",13,8,3,16,,,,2.0,3.0,4.0,,1.0,,,,3.0,12.0,1.0,,1.0,,,85.0
2,"Atkins, Rory",20,7,9,29,,1.0,,,8.0,4.0,2.0,,,,,3.0,19.0,,,2.0,,,82.0
10,"Ballard, Charlie",9,6,,9,,,,3.0,1.0,,,3.0,,,,1.0,7.0,1.0,,3.0,,,94.0
30,"Casboult, Levi",6,4,7,13,1,,6.0,2.0,,1.0,,3.0,,1.0,,3.0,9.0,1.0,1.0,3.0,,2.0,87.0
25,"Collins, Sam",12,11,5,17,,,,2.0,3.0,2.0,,1.0,,1.0,,6.0,10.0,3.0,,9.0,,,100.0
4,"Ellis, Brandon",11,6,5,16,,,,1.0,1.0,4.0,2.0,1.0,,1.0,,7.0,10.0,,,,,,85.0
50 ↑,"Farrar, Jy",4,,2,6,,,,,,2.0,,2.0,1.0,,,3.0,3.0,,,,,,25.0
3,"Flanders, Sam",20,6,11,31,,,,2.0,3.0,4.0,9.0,2.0,2.0,,,10.0,21.0,,,1.0,,2.0,75.0
36,"Hollands, Elijah",9,3,10,19,2,,,2.0,1.0,4.0,1.0,2.0,,1.0,,7.0,13.0,,,2.0,1.0,,78.0
7,"Holman, Nick",2,2,7,9,,,,2.0,,1.0,,2.0,,,,3.0,5.0,,,,,2.0,83.0
19,"Humphrey, Bailey",2,,4,6,,,,,,1.0,1.0,1.0,,1.0,,2.0,4.0,,,,,,72.0
34,"King, Ben",3,3,1,4,,1.0,,,,1.0,,2.0,,2.0,,1.0,3.0,1.0,1.0,1.0,,,81.0
22,"Long, Ben",4,2,3,7,,,,1.0,3.0,,,2.0,1.0,2.0,,3.0,3.0,,,3.0,,,79.0
13,"Lukosius, Jack",15,9,1,16,3,,,2.0,,2.0,,2.0,1.0,,,2.0,13.0,1.0,3.0,2.0,,1.0,84.0
44,"Macpherson, Darcy",9,5,6,15,,,,,2.0,,1.0,,,,,4.0,11.0,,,1.0,,,77.0
11,"Miller, Touk",11,5,8,19,,,,4.0,,5.0,,1.0,1.0,,,5.0,15.0,,1.0,1.0,,,80.0
47 ↓,"Oea, Hewago",2,,,2,1,,,2.0,,1.0,,1.0,,1.0,,1.0,1.0,,,1.0,,1.0,59.0
27,"Powell, Wil",18,6,3,21,,1.0,,5.0,3.0,5.0,,1.0,3.0,1.0,,3.0,13.0,,,3.0,,,83.0
18,"Rowell, Matt",12,3,2,14,,,,6.0,2.0,4.0,7.0,5.0,2.0,2.0,,11.0,3.0,,,2.0,,,79.0
24,"Swallow, David",6,3,7,13,,,,3.0,,3.0,5.0,3.0,1.0,,,9.0,4.0,1.0,1.0,,,,73.0
28,"Witts, Jarrod",6,3,6,12,,,31.0,4.0,,1.0,5.0,3.0,2.0,1.0,,7.0,5.0,,,1.0,,,85.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,4.0,,,,,,,,,,,,,,,,,
Totals,Totals,214,99,120,334,9,9.0,37.0,44.0,34.0,53.0,40.0,42.0,16.0,15.0,,109.0,207.0,9.0,8.0,36.0,2.0,8.0,
Opposition,Opposition,223,108,164,387,15,13.0,26.0,58.0,43.0,49.0,35.0,48.0,15.0,16.0,6.0,130.0,254.0,13.0,15.0,49.0,15.0,7.0,
