North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),North Melbourne Games (W-D-L W%),North Melbourne Goals (Ave.)
16,"Brown, Leigh",26y 112d,179 (76-1-102 42.74%),81 (0.45),116 (57-1-58 49.57%),61 (0.53)
33,"Campbell, Matt",21y 145d,25 (13-1-11 54.00%),29 (1.16),←,
34,"Davies, Ben",22y 125d,14 (5-0-9 35.71%),1 (0.07),2 (0-0-2 0.00%),
11,"Firrito, Michael",24y 200d,94 (48-1-45 51.60%),13 (0.14),←,
38,"Gibson, Josh",24y 93d,32 (15-0-17 46.88%),,←,
31,"Hale, David",24y 23d,90 (39-1-50 43.89%),55 (0.61),←,
39,"Harding, Leigh",27y 49d,100 (48-2-50 49.00%),129 (1.29),←,
4,"Harris, Daniel",26y 35d,128 (63-2-63 50.00%),38 (0.30),←,
29,"Harvey, Brent",30y 31d,253 (140-2-111 55.73%),294 (1.16),←,
2,"Lower, Ed",20y 357d,22 (12-1-9 56.82%),10 (0.45),←,
1,"McIntosh, Hamish",23y 284d,55 (25-1-29 46.36%),23 (0.42),←,
20,"Petrie, Drew",25y 243d,143 (69-2-72 48.95%),121 (0.85),←,
5,"Power, Sam",24y 348d,96 (33-3-60 35.94%),17 (0.18),12 (5-1-6 45.83%),1 (0.08)
30,"Pratt, Daniel",25y 85d,73 (37-0-36 50.68%),5 (0.07),70 (36-0-34 51.43%),4 (0.06)
3,"Rawlings, Brady",27y 4d,170 (87-1-82 51.47%),56 (0.33),←,
28,"Riggio, Matt",20y 92d,7 (2-0-5 28.57%),,←,
7,"Simpson, Adam",32y 119d,279 (161-2-116 58.06%),77 (0.28),←,
41,"Smith, Josh",22y 101d,2 (0-0-2 0.00%),,←,
12,"Thomas, Lindsay",20y 107d,24 (11-1-12 47.92%),26 (1.08),←,
37,"Thompson, Scott",22y 36d,5 (0-1-4 10.00%),,←,
14,"Urquhart, Gavin",20y 27d,3 (0-0-3 0.00%),,←,
8,"Wells, Daniel",23y 132d,112 (55-2-55 50.00%),62 (0.55),←,
Totals,Totals,24y 108d,1906 (939-24-943 49.27%),1037 (0.54),,
C,"Laidley, Dani",41y 79d,126 (61-2-63 49.21%),,←,
