Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Geelong Games (W-D-L W%),Geelong Goals (Ave.)
5,"Ablett, Gary",33y 202d,213 (122-1-90 57.51%),861 (4.04),207 (117-1-89 56.76%),851 (4.11)
6,"Barnes, John",25y 324d,71 (40-1-30 57.04%),22 (0.31),59 (34-0-25 57.63%),10 (0.17)
9,"Breuer, Shayne",22y 223d,29 (19-0-10 65.52%),25 (0.86),←,
16,"Brownless, Bill",28y 83d,159 (90-1-68 56.92%),376 (2.36),←,
40,"Brown, Paul",25y 350d,61 (42-0-19 68.85%),52 (0.85),←,
7,"Couch, Paul",30y 276d,212 (123-0-89 58.02%),182 (0.86),←,
36,"Graham, Ben",21y 170d,12 (9-0-3 75.00%),3 (0.25),←,
19,"Hall, Derek",24y 143d,3 (2-0-1 66.67%),3 (1.00),1 (0-0-1 0.00%),
29,"Hinkley, Ken",28y 203d,122 (71-0-51 58.20%),75 (0.61),111 (67-0-44 60.36%),54 (0.49)
32,"Hocking, Garry",26y 195d,144 (82-1-61 57.29%),134 (0.93),←,
4,"Lord, Aaron",19y 274d,5 (4-0-1 80.00%),3 (0.60),←,
18,"Lynch, Paul",21y 185d,16 (12-0-4 75.00%),8 (0.50),←,
21,"Mansfield, Michael",23y 256d,78 (46-0-32 58.97%),42 (0.54),←,
17,"McGrath, Tim",24y 196d,81 (51-0-30 62.96%),4 (0.05),74 (47-0-27 63.51%),4 (0.05)
31,"Mensch, David",22y 250d,36 (27-0-9 75.00%),42 (1.17),←,
23,"Pickering, Liam",26y 224d,54 (29-0-25 53.70%),27 (0.50),32 (20-0-12 62.50%),19 (0.59)
15,"Riccardi, Peter",22y 125d,64 (42-0-22 65.63%),50 (0.78),←,
27,"Sanderson, Brenton",21y 53d,14 (5-0-9 35.71%),6 (0.43),4 (3-0-1 75.00%),1 (0.25)
12,"Sholl, Brad",22y 162d,6 (3-0-3 50.00%),1 (0.17),4 (3-0-1 75.00%),1 (0.25)
37,"Simpson, Sean",25y 5d,63 (39-0-24 61.90%),9 (0.14),56 (38-0-18 67.86%),8 (0.14)
10,"Tanner, Grant",24y 271d,20 (14-0-6 70.00%),8 (0.40),←,
Totals,Totals,24y 320d,1463 (872-4-587 59.60%),1933 (1.32),,
C,"Ayres, Gary",34y 205d,4 (3-0-1 75.00%),,←,
