Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Geelong Games (W-D-L W%),Geelong Goals (Ave.)
30,"Atkins, Tom",24y 345d,32 (22-0-10 68.75%),9 (0.28),←,
24,"Bews, Jed",26y 258d,96 (56-2-38 59.38%),10 (0.10),←,
46,"Blicavs, Mark",29y 153d,172 (114-2-56 66.86%),37 (0.22),←,
45,"Close, Brad",22y 29d,6 (5-0-1 83.33%),1 (0.17),←,
40,"Dahlhaus, Luke",28y 7d,187 (93-0-94 49.73%),129 (0.69),33 (23-0-10 69.70%),19 (0.58)
35,"Dangerfield, Patrick",30y 145d,262 (153-1-108 58.59%),289 (1.10),108 (72-1-35 67.13%),126 (1.17)
22,"Duncan, Mitch",29y 79d,216 (155-1-60 71.99%),158 (0.73),←,
29,"Guthrie, Cameron",28y 9d,175 (115-2-58 66.29%),56 (0.32),←,
26,"Hawkins, Tom",32y 38d,270 (193-2-75 71.85%),589 (2.18),←,
25,"Henderson, Lachie",30y 258d,178 (91-2-85 51.69%),114 (0.64),61 (41-1-19 68.03%),10 (0.16)
38,"Henry, Jack",21y 365d,59 (38-0-21 64.41%),8 (0.14),←,
8,"Kolodjashnij, Jake",25y 19d,103 (67-2-34 66.02%),,←,
27,"Menegola, Sam",28y 174d,79 (51-1-27 65.19%),59 (0.75),←,
32,"Miers, Gryan",21y 151d,39 (27-0-12 69.23%),41 (1.05),←,
42,"OConnor, Mark",23y 224d,44 (29-0-15 65.91%),3 (0.07),←,
3,"Parfitt, Brandan",22y 123d,65 (46-0-19 70.77%),30 (0.46),←,
23,"Rohan, Gary",29y 82d,138 (92-1-45 67.03%),139 (1.01),32 (22-0-10 68.75%),43 (1.34)
1,"Stanley, Rhys",29y 271d,140 (76-1-63 54.64%),91 (0.65),82 (55-1-26 67.68%),51 (0.62)
9,"Steven, Jack",30y 153d,191 (75-3-113 40.05%),113 (0.59),8 (6-0-2 75.00%),1 (0.13)
44,"Stewart, Tom",27y 166d,79 (52-0-27 65.82%),3 (0.04),←,
7,"Taylor, Harry",34y 77d,273 (199-2-72 73.26%),75 (0.27),←,
2,"Tuohy, Zach",30y 262d,199 (97-2-100 49.25%),63 (0.32),79 (49-1-29 62.66%),23 (0.29)
Totals,Totals,27y 204d,3003 (1846-24-1133 61.47%),2017 (0.67),,
C,"Scott, Chris",44y 117d,229 (158-2-69 69.43%),,←,
