Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Collingwood Games (W-D-L W%),Collingwood Goals (Ave.)
27,"Armstrong, Tony",24y 334d,34 (18-0-16 52.94%),2 (0.06),5 (2-0-3 40.00%),
12,"Ball, Luke",30y 96d,223 (148-1-74 66.59%),91 (0.41),81 (58-1-22 72.22%),33 (0.41)
11,"Blair, Jarryd",24y 137d,102 (71-1-30 70.10%),76 (0.75),←,
29,"Broomhead, Tim",20y 160d,8 (2-0-6 25.00%),9 (1.13),←,
2,"Dwyer, Sam",28y,34 (18-0-16 52.94%),18 (0.53),←,
1,"Fasolo, Alex",22y 82d,52 (36-0-16 69.23%),52 (1.00),←,
45,"Frost, Jack",22y 185d,24 (12-0-12 50.00%),,←,
44,"Gault, Corey",21y 305d,1 (0-0-1 0.00%),2 (2.00),←,
6,"Goldsack, Tyson",27y 99d,124 (80-0-44 64.52%),47 (0.38),←,
4,"Grundy, Brodie",20y 136d,22 (12-0-10 54.55%),4 (0.18),←,
23,"Keeffe, Lachlan",24y 137d,40 (25-0-15 62.50%),7 (0.17),←,
41,"Langdon, Tom",20y 81d,19 (10-0-9 52.63%),,←,
8,"Lumumba, Heritier",27y 287d,199 (129-2-68 65.33%),28 (0.14),←,
10,"Pendlebury, Scott",26y 234d,192 (125-2-65 65.63%),126 (0.66),←,
31,"Ramsay, Jackson",19y 282d,2 (1-0-1 50.00%),,←,
40,"Seedsman, Paul",22y 219d,37 (20-0-17 54.05%),13 (0.35),←,
22,"Sidebottom, Steele",23y 239d,127 (88-2-37 70.08%),99 (0.78),←,
28,"Sinclair, Ben",22y 332d,44 (28-0-16 63.64%),20 (0.45),←,
24,"Thomas, Josh",22y 332d,32 (21-0-11 65.63%),19 (0.59),←,
18,"White, Jesse",26y 232d,89 (45-2-42 51.69%),93 (1.04),18 (10-0-8 55.56%),20 (1.11)
26,"Williams, Marley",21y 38d,37 (21-0-16 56.76%),4 (0.11),←,
15,"Witts, Jarrod",21y 350d,27 (15-0-12 55.56%),13 (0.48),←,
Totals,Totals,23y 278d,1469 (925-10-534 62.97%),723 (0.49),,
C,"Buckley, Nathan",42y 34d,70 (42-0-28 60.00%),,←,
