Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
15 ↓,"Amon, Karl",10,1.0,3,13,,,,3,1.0,3.0,5.0,1.0,2.0,,,5,6,,,3.0,,1.0,50.0
1,"Boak, Travis",10,1.0,12,22,1.0,,1.0,2,1.0,1.0,8.0,3.0,1.0,1.0,,12,10,,,3.0,1.0,,83.0
5,"Broadbent, Matthew",14,11.0,4,18,,,,2,3.0,2.0,,4.0,,1.0,,4,15,2.0,1.0,3.0,1.0,,84.0
27,"Carlile, Alipate",6,3.0,2,8,,,,2,4.0,,1.0,3.0,,2.0,,3,6,,1.0,4.0,,1.0,81.0
17,"Clurey, Tom",8,6.0,1,9,,,,2,3.0,,1.0,1.0,,1.0,,4,6,3.0,,2.0,,,86.0
7,"Ebert, Brad",14,6.0,8,22,1.0,,3.0,12,2.0,3.0,,2.0,1.0,,2.0,10,13,2.0,,1.0,2.0,1.0,85.0
9,"Gray, Robbie",10,5.0,10,20,1.0,,,5,1.0,4.0,2.0,2.0,,,,6,15,,2.0,4.0,,2.0,90.0
46,"Gray, Sam",4,1.0,5,9,1.0,,,3,1.0,4.0,2.0,,,,,6,5,,,3.0,1.0,1.0,82.0
8,"Hartlett, Hamish",12,3.0,8,20,1.0,1.0,3.0,5,,4.0,5.0,2.0,2.0,,,9,9,,1.0,3.0,,1.0,78.0
36,"Hombsch, Jack",10,6.0,3,13,,,,4,2.0,1.0,1.0,1.0,,,,5,8,,,8.0,1.0,,94.0
24,"Impey, Jarman",7,5.0,10,17,,,,4,1.0,,,1.0,,,,6,11,1.0,,1.0,,,86.0
42,"Jonas, Tom",8,5.0,2,10,,,,5,1.0,,,3.0,,1.0,,2,8,,,6.0,,,92.0
23,"Lobbe, Matthew",4,,3,7,,,44.0,5,3.0,1.0,1.0,3.0,2.0,2.0,,6,1,,,7.0,,,92.0
6,"Monfries, Angus",4,3.0,6,10,1.0,,,1,,,,1.0,,1.0,,4,6,1.0,1.0,1.0,,,96.0
29,"Pittard, Jasper",12,8.0,3,15,,,,9,,2.0,,2.0,1.0,,,3,11,,,2.0,,1.0,79.0
28,"Schulz, Jay",6,6.0,3,9,2.0,,,4,,4.0,,,,,,4,6,1.0,2.0,,,,99.0
14,"Stewart, Paul",8,3.0,8,16,1.0,,,1,,3.0,2.0,,,,,4,10,1.0,,,,1.0,77.0
39,"Westhoff, Justin",19,14.0,6,25,1.0,1.0,1.0,3,4.0,2.0,1.0,,1.0,,,8,17,,2.0,10.0,,,90.0
19,"White, Matt",11,4.0,5,16,2.0,,,6,3.0,2.0,4.0,,1.0,,,6,10,,1.0,1.0,,,79.0
16,"Wines, Ollie",17,2.0,16,33,1.0,,5.0,5,2.0,3.0,11.0,4.0,1.0,2.0,3.0,23,11,1.0,,1.0,,,79.0
20,"Wingard, Chad",14,6.0,9,23,3.0,2.0,,3,,4.0,1.0,1.0,,,,7,15,,3.0,1.0,3.0,3.0,98.0
40 ↑,"Young, Aaron",6,,2,8,,,1.0,1,,1.0,2.0,2.0,,,,3,5,,,,,,19.0
Totals,Totals,214,99.0,129,343,16.0,4.0,58.0,87,32.0,44.0,47.0,36.0,12.0,11.0,5.0,140,204,12.0,14.0,64.0,9.0,12.0,
Opposition,Opposition,164,55.0,136,300,9.0,8.0,70.0,85,25.0,46.0,58.0,37.0,11.0,12.0,1.0,152,144,12.0,7.0,39.0,4.0,5.0,
