Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Carlton Games (W-D-L W%),Carlton Goals (Ave.)
29,"Beaumont, Simon",26y 247d,128 (67-0-61 52.34%),78 (0.61),←,
16,"Camporeale, Scott",27y 6d,168 (96-0-72 57.14%),153 (0.91),←,
39,"Christou, Ang",30y 213d,149 (96-1-52 64.77%),20 (0.13),←,
15,"Cranage, Sam",23y 112d,16 (4-0-12 25.00%),2 (0.13),8 (1-0-7 12.50%),1 (0.13)
48,"Doering, Jordan",22y 337d,16 (5-0-11 31.25%),9 (0.56),←,
20,"Eccles, Andrew",23y 77d,50 (23-0-27 46.00%),24 (0.48),9 (1-0-8 11.11%),2 (0.22)
31,"Fletcher, Simon",24y,71 (36-0-35 50.70%),29 (0.41),←,
45,"Franchina, Anthony",24y 310d,90 (45-0-45 50.00%),24 (0.27),←,
9,"Hickmott, Adrian",30y 140d,167 (100-0-67 59.88%),109 (0.65),117 (68-0-49 58.12%),85 (0.73)
37,"Hotton, Trent",28y 259d,76 (35-0-41 46.05%),48 (0.63),59 (31-0-28 52.54%),34 (0.58)
33,"Houlihan, Ryan",20y 208d,52 (24-0-28 46.15%),50 (0.96),←,
12,"Lappin, Matthew",26y 181d,146 (73-1-72 50.34%),163 (1.12),91 (45-0-46 49.45%),137 (1.51)
4,"Livingston, Luke",19y 286d,15 (1-0-14 6.67%),,←,
22,"Manton, Glenn",29y 77d,173 (99-0-74 57.23%),34 (0.20),152 (88-0-64 57.89%),30 (0.20)
2,"McKernan, Corey",28y 241d,202 (121-0-81 59.90%),267 (1.32),20 (2-0-18 10.00%),34 (1.70)
19,"Merrington, Andrew",23y 263d,17 (4-0-13 23.53%),11 (0.65),←,
18,"Murphy, Justin",26y 115d,127 (58-0-69 45.67%),108 (0.85),97 (43-0-54 44.33%),90 (0.93)
40,"Plunkett, Jim",24y 22d,41 (15-0-26 36.59%),15 (0.37),31 (10-0-21 32.26%),14 (0.45)
28,"Prendergast, Ian",21y 349d,17 (6-0-11 35.29%),4 (0.24),←,
36,"Sporn, Trent",19y 328d,6 (1-0-5 16.67%),,←,
32,"Thornton, Bret",18y 275d,9 (1-0-8 11.11%),,←,
34,"Wiggins, Simon",19y 340d,22 (6-0-16 27.27%),8 (0.36),←,
Totals,Totals,24y 216d,1758 (916-2-840 52.10%),1156 (0.66),,
C,"Brittain, Wayne",44y 65d,44 (17-0-27 38.64%),,←,
