Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
10,"Ashcroft, Marcus",20,8,14,34,,1.0,,2.0,,,,,,1.0,,,,,,,,,
51,"Bell, Corey",6,3,2,8,,,,,,,,,,,,,,,,,,,
8,"Cameron, David",17,6,3,20,2,1.0,1.0,2.0,,,,,,1.0,,,,,,,,,
25,"Campbell, Matthew",13,5,9,22,,1.0,,,,,,,,3.0,,,,,,,,,
1,"Champion, Richard",10,6,3,13,,1.0,,,,,,,1.0,1.0,,,,,,,,,
12,"Clarke, Troy",13,7,6,19,1,,,,,,,,,,,,,,,,,,
4,"Gastev, John",20,5,10,30,2,,,,,,,,,,,,,,,,,,
5,"Hardie, Brad",18,6,4,22,2,2.0,,3.0,,,,,,,,,,,,,,,
9,"Ishchenko, Alex",3,1,1,4,,,11.0,,,,,,1.0,2.0,,,,,,,,,
17,"Leslie, Martin",9,3,8,17,,,2.0,,,,,,2.0,,,,,,,,,,
50,"Luhrs, Simon",4,2,4,8,,,2.0,3.0,,,,,1.0,1.0,,,,,,,,,
19,"McLean, Michael",16,3,7,23,1,,,2.0,,,,,1.0,2.0,,,,,,,,,
24,"Merrett, Roger",8,6,9,17,1,1.0,1.0,1.0,,,,,4.0,1.0,,,,,,,,,
26,"Noonan, Danny",14,9,11,25,,,,,,,,,2.0,1.0,,,,,,,,,
28,"OBrien, Cameron",4,,1,5,,,,,,,,,,1.0,,,,,,,,,
30,"Ryan, Matthew",11,1,6,17,,1.0,,1.0,,,,,1.0,,,,,,,,,,
23,"Schache, Laurence",6,3,3,9,1,1.0,,,,,,,1.0,1.0,,,,,,,,,
20,"Sim, Lachlan",7,1,2,9,,,,2.0,,,,,1.0,1.0,,,,,,,,,
29,"Taylor, Andrew",7,4,6,13,,1.0,4.0,,,,,,1.0,1.0,,,,,,,,,
21,"Zanotti, Mark",2,1,6,8,,,,,,,,,1.0,1.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,208,80,115,323,10,11.0,21.0,16.0,,,,,17.0,18.0,,,,,,,,,
Opposition,Opposition,253,85,140,393,26,16.0,24.0,18.0,,,,,18.0,17.0,6.0,,,,,,,,
