Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),GWS Games (W-D-L W%),GWS Goals (Ave.)
30,"Adams, Taylor",18y 319d,12 (2-0-10 16.67%),4 (0.33),←,
10,"Brogan, Dean",33y 234d,182 (100-1-81 55.22%),50 (0.27),8 (1-0-7 12.50%),
14,"Bugg, Tomas",19y 121d,16 (2-0-14 12.50%),5 (0.31),←,
21,"Buntine, Matt",18y 290d,2 (1-0-1 50.00%),,←,
18,"Cameron, Jeremy",19y 125d,15 (2-0-13 13.33%),27 (1.80),←,
3,"Coniglio, Stephen",18y 233d,12 (2-0-10 16.67%),2 (0.17),←,
11,"Cornes, Chad",32y 266d,252 (135-1-116 53.77%),179 (0.71),13 (2-0-11 15.38%),4 (0.31)
1,"Davis, Phil",21y 340d,36 (13-0-23 36.11%),5 (0.14),18 (2-0-16 11.11%),4 (0.22)
48,"Frost, Sam",18y 342d,3 (1-0-2 33.33%),1 (0.33),←,
26,"Giles, Jonathan",24y 209d,16 (2-0-14 12.50%),15 (0.94),←,
35,"Greene, Toby",18y 314d,16 (2-0-14 12.50%),5 (0.31),←,
2,"Hampton, Curtly",19y 147d,13 (1-0-12 7.69%),5 (0.38),←,
33,"Hoskin-Elliott, Will",18y 337d,6 (1-0-5 16.67%),3 (0.50),←,
40,"Kennedy, Adam",20y 23d,11 (2-0-9 18.18%),,←,
25,"Miles, Anthony",20y 158d,4 (1-0-3 25.00%),,←,
12,"Patton, Jonathon",19y 76d,7 (1-0-6 14.29%),4 (0.57),←,
6,"Power, Luke",32y 209d,298 (154-3-141 52.18%),226 (0.76),16 (2-0-14 12.50%),
9,"Scully, Tom",21y 81d,47 (15-1-31 32.98%),8 (0.17),16 (2-0-14 12.50%),2 (0.13)
34,"Smith, Devon",19y 76d,16 (2-0-14 12.50%),8 (0.50),←,
31,"Townsend, Jacob",19y 45d,11 (2-0-9 18.18%),2 (0.18),←,
17,"Treloar, Adam",19y 148d,15 (2-0-13 13.33%),9 (0.60),←,
8,"Ward, Callan",22y 116d,78 (34-0-44 43.59%),40 (0.51),18 (2-0-16 11.11%),7 (0.39)
Totals,Totals,21y 258d,1068 (477-6-585 44.66%),598 (0.56),,
C,"Sheedy, Kevin",64y 224d,652 (388-6-258 59.97%),,18 (2-0-16 11.11%),
