Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Richmond Games (W-D-L W%),Richmond Goals (Ave.)
12,"Astbury, David",27y 24d,86 (39-2-45 46.51%),8 (0.09),←,
29,"Bolton, Shai",19y 104d,7 (5-0-2 71.43%),3 (0.43),←,
7,"Butler, Dan",21y 292d,24 (18-0-6 75.00%),33 (1.38),←,
22,"Caddy, Josh",25y 175d,118 (69-1-48 58.90%),100 (0.85),23 (17-0-6 73.91%),24 (1.04)
11,"Castagna, Jason",21y 253d,31 (20-0-11 64.52%),30 (0.97),←,
30,"Conca, Reece",25y 222d,87 (45-1-41 52.30%),21 (0.24),←,
9,"Cotchin, Trent",27y 349d,199 (102-2-95 51.76%),118 (0.59),←,
10,"Edwards, Shane",29y 148d,208 (95-5-108 46.88%),140 (0.67),←,
5,"Ellis, Brandon",24y 231d,136 (77-1-58 56.99%),46 (0.34),←,
32,"Ellis, Corey",21y 164d,24 (12-0-12 50.00%),7 (0.29),←,
34,"Graham, Jack",20y 25d,6 (6-0-0 100.00%),5 (0.83),←,
6,"Grigg, Shaun",29y 337d,193 (99-2-92 51.81%),93 (0.48),150 (81-2-67 54.67%),83 (0.55)
2,"Grimes, Dylan",26y 249d,105 (62-0-43 59.05%),3 (0.03),←,
23,"Lambert, Kane",26y 116d,53 (32-0-21 60.38%),28 (0.53),←,
4,"Martin, Dustin",26y 269d,179 (91-2-86 51.40%),188 (1.05),←,
33,"McIntosh, Kamdyn",23y 353d,54 (34-0-20 62.96%),10 (0.19),←,
25,"Nankervis, Toby",23y 222d,37 (26-0-11 70.27%),14 (0.38),25 (19-0-6 76.00%),11 (0.44)
18,"Rance, Alex",28y 164d,176 (87-2-87 50.00%),9 (0.05),←,
8,"Riewoldt, Jack",29y 142d,226 (106-4-116 47.79%),541 (2.39),←,
15,"Short, Jayden",22y 57d,33 (17-0-16 51.52%),8 (0.24),←,
21,"Townsend, Jacob",24y 275d,38 (12-0-26 31.58%),24 (0.63),10 (8-0-2 80.00%),20 (2.00)
1,"Vlastuin, Nick",23y 337d,97 (57-0-40 58.76%),20 (0.21),←,
Totals,Totals,25y 6d,2117 (1111-22-984 52.48%),1449 (0.68),,
C,"Hardwick, Damien",45y 216d,183 (93-2-88 51.37%),,←,
