North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
5,"Anderson, Stuart",8,2,11,19,1,1.0,,1.0,,,,,1.0,2.0,,,,,,,,,
11,"Archer, Glenn",12,4,5,17,3,1.0,,3.0,,,,,2.0,,,,,,,,,,
14,"Armstrong, Matt",3,,5,8,,,,1.0,,,,,,,,,,,,,,,
26,"Bell, Peter",7,1,2,9,2,,,,,,,,2.0,,,,,,,,,,
12,"Blakey, John",12,11,11,23,1,2.0,,4.0,,,,,,,2.0,,,,,,,,
18,"Carey, Wayne",9,9,5,14,3,1.0,,,,,,,1.0,2.0,,,,,,,,,
25,"Daniltchenko, Jason",6,,3,9,1,,,1.0,,,,,,,,,,,,,,,
28,"Dwyer, Anthony",1,,1,2,,,,1.0,,,,,,1.0,,,,,,,,,
6,"Fairley, Ian",5,4,3,8,,,,1.0,,,,,,,,,,,,,,,
17,"Freeborn, Glenn",4,3,7,11,2,,,1.0,,,,,,,,,,,,,,,
34,"King, David",6,3,5,11,,,,1.0,,,,,,,,,,,,,,,
7,"Laidley, Dani",10,2,9,19,,,,,,,,,2.0,1.0,,,,,,,,,
41,"Lissenden, Eric",5,2,1,6,1,2.0,,,,,,,1.0,,,,,,,,,,
4,"Martyn, Mick",4,,4,8,,,,,,,,,1.0,1.0,,,,,,,,,
31,"McKernan, Corey",16,10,3,19,1,,20.0,,,,,,1.0,1.0,,,,,,,,,
22,"Roberts, Mark",13,3,3,16,2,1.0,1.0,1.0,,,,,1.0,1.0,,,,,,,,,
3,"Rock, Anthony",20,7,6,26,3,2.0,,3.0,,,,,1.0,1.0,,,,,,,,,
2,"Schwass, Wayne",26,5,7,33,,1.0,,,,,,,2.0,2.0,3.0,,,,,,,,
8,"Scott, Robert",13,4,9,22,,1.0,,1.0,,,,,3.0,1.0,,,,,,,,,
37,"Simpson, Adam",5,3,6,11,,,,4.0,,,,,1.0,,,,,,,,,,
10,"Stevens, Anthony",15,,7,22,1,,,1.0,,,,,1.0,1.0,1.0,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,6.0,,,,,,,,,,,,,,,,,
Totals,Totals,200,73,113,313,21,18.0,21.0,24.0,,,,,20.0,14.0,6.0,,,,,,,,
Opposition,Opposition,169,69,108,277,13,11.0,11.0,28.0,,,,,14.0,20.0,,,,,,,,,
